,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
hsa00520,1.02226000358641e-26,0.00746631213196449,0.509,0.302,3.17922861115373e-24,3,hsa00520
hsa05222,2.0230095911958e-26,0.0159530459611986,0.536,0.401,6.29155982861895e-24,3,hsa05222
hsa00130,2.80898725027954e-26,0.000141404800537903,0.395,0.156,8.73595034836936e-24,3,hsa00130
hsa04964,4.25122391397423e-25,0.0118681178686129,0.929,0.703,1.32213063724599e-22,3,hsa04964
hsa05204,4.34466087911961e-24,0.000335573704679933,0.595,0.359,1.3511895334062e-21,3,hsa05204
hsa04750,1.6540054838699e-23,0.0158785654221168,0.444,0.242,5.14395705483538e-21,3,hsa04750
hsa04722,7.00793522348381e-23,0.01313463850318,0.554,0.429,2.17946785450346e-20,3,hsa04722
hsa04723,9.17814497384826e-22,0.00672924983115638,0.486,0.317,2.85440308686681e-19,3,hsa04723
hsa05032,3.11364789130233e-21,0.00166118965909297,0.739,0.609,9.68344494195024e-19,3,hsa05032
hsa05224,1.00144692390451e-20,0.00630251304478718,0.587,0.454,3.11449993334301e-18,3,hsa05224
hsa00062,4.00122934530103e-20,0.00456660423391908,0.509,0.289,1.24438232638862e-17,3,hsa00062
hsa05030,2.62340909959527e-19,0.002529219328547,0.364,0.222,8.15880229974128e-17,3,hsa05030
hsa00620,5.40867512713535e-19,0.00394404934260419,0.496,0.283,1.68209796453909e-16,3,hsa00620
hsa04934,3.62443883371601e-18,0.0045700531826189,0.679,0.587,1.12720047728568e-15,3,hsa04934
hsa03020,1.21174679310246e-17,0.00140629680855488,0.578,0.404,3.76853252654865e-15,3,hsa03020
hsa04924,1.38739014992497e-17,0.00367647517116848,0.481,0.328,4.31478336626665e-15,3,hsa04924
hsa05205,2.13711360020592e-17,0.00198624780261007,0.729,0.583,6.64642329664041e-15,3,hsa05205
hsa04145,2.27547957245472e-17,0.00308606166972369,0.828,0.731,7.07674147033417e-15,3,hsa04145
hsa04064,4.78363849222677e-17,0.00718439936471666,0.616,0.526,1.48771157108252e-14,3,hsa04064
hsa04261,3.06009344782602e-16,0.00706697549130556,0.774,0.663,9.51689062273893e-14,3,hsa04261
hsa04928,2.62956564220512e-14,0.00551108259445341,0.725,0.661,8.17794914725791e-12,3,hsa04928
hsa04915,6.3411437857788e-14,0.00380059743151427,0.587,0.472,1.97209571737721e-11,3,hsa04915
hsa04144,6.7236853627096e-14,0.0194580146358737,0.781,0.717,2.09106614780269e-11,3,hsa04144
hsa00360,8.96571192349546e-14,0.00261838020737616,0.503,0.157,2.78833640820709e-11,3,hsa00360
hsa00512,1.33169054315823e-13,0.00416817862516469,0.486,0.286,4.1415575892221e-11,3,hsa00512
hsa05140,8.79675159889497e-12,0.00182832679231217,0.415,0.319,2.73578974725634e-09,3,hsa05140
hsa04371,2.28025599237716e-11,0.00593236540338556,0.317,0.252,7.09159613629296e-09,3,hsa04371
hsa05235,2.85093846124931e-11,0.00591177322666887,0.357,0.251,8.86641861448536e-09,3,hsa05235
hsa04970,2.69174804479569e-10,0.00331688867712917,0.869,0.789,8.37133641931459e-08,3,hsa04970
hsa04020,3.26149140998467e-10,0.00421933422808488,0.345,0.209,1.01432382850523e-07,3,hsa04020
hsa04115,3.49420139406526e-10,0.00284039743587326,0.457,0.337,1.0866966335543e-07,3,hsa04115
hsa05415,1.98245413756364e-09,0.000270559302227004,0.681,0.566,6.16543236782292e-07,3,hsa05415
hsa04392,2.86102495845516e-09,0.00385088459795137,0.467,0.315,8.89778762079556e-07,3,hsa04392
hsa05223,7.92363218540849e-09,0.00598344321520281,0.358,0.229,2.46424960966204e-06,3,hsa05223
hsa04926,2.8535348193143e-08,0.00624643197071856,0.4,0.331,8.87449328806747e-06,3,hsa04926
hsa00030,5.2243183409654e-08,0.00193359816845838,0.441,0.228,1.62476300404024e-05,3,hsa00030
hsa04210,7.23834312198307e-08,0.00438347983568371,0.621,0.535,2.25112471093673e-05,3,hsa04210
hsa05146,1.21538190977771e-07,0.0028649073218188,0.454,0.397,3.77983773940869e-05,3,hsa05146
hsa04550,2.45314863341978e-07,0.00548445097981211,0.488,0.413,7.62929224993551e-05,3,hsa04550
hsa00513,4.27744844792732e-07,0.00417460321296224,0.43,0.291,0.00013302864673054,3,hsa00513
hsa04270,6.53851160490252e-07,0.00194981109569119,0.592,0.516,0.000203347710912468,3,hsa04270
hsa04659,2.81506970226458e-06,0.00510942874583276,0.305,0.175,0.000875486677404283,3,hsa04659
hsa05218,2.92101041127099e-06,0.00195290943566762,0.41,0.275,0.000908434237905279,3,hsa05218
hsa00760,3.16374630860051e-06,0.00588791953036171,0.354,0.239,0.00098392510197476,3,hsa00760
hsa04922,5.15545941512505e-06,0.00613337516200627,0.306,0.224,0.00160334787810389,3,hsa04922
hsa04977,6.40834551026315e-06,0.00709896939245534,0.502,0.244,0.00199299545369184,3,hsa04977
hsa04726,6.44068143056537e-06,0.0012692201059405,0.548,0.478,0.00200305192490583,3,hsa04726
hsa00970,6.93165684732708e-06,0.00152456537595505,0.536,0.42,0.00215574527951872,3,hsa00970
hsa00510,1.12513161663453e-05,0.0034685390401377,0.437,0.31,0.00349915932773339,3,hsa00510
hsa04310,1.29443756957951e-05,0.00429709664757051,0.521,0.468,0.00402570084139229,3,hsa04310
hsa05143,0.000522305332366033,4.28645810003186e-05,0.259,0.367,0.162436958365836,3,hsa05143
hsa04141,0.000524458238695437,0.00545978618062462,0.469,0.393,0.163106512234281,3,hsa04141
hsa03008,0.000593134376128824,0.00332744472040459,0.568,0.519,0.184464790976064,3,hsa03008
hsa00532,0.000600242241695424,1.16563809312447e-05,0.143,0.136,0.186675337167277,3,hsa00532
hsa05212,0.000632756271779332,0.00278735161095978,0.432,0.355,0.196787200523372,3,hsa05212
hsa04022,0.0011949892112015,0.00216983620791323,0.772,0.747,0.371641644683666,3,hsa04022
hsa04724,0.00159755884544413,0.00188186646201438,0.267,0.211,0.496840800933123,3,hsa04724
hsa03450,0.00183968563910525,0.00289218699819942,0.261,0.142,0.572142233761733,3,hsa03450
hsa03018,0.00227279502717177,0.00507553544442996,0.451,0.386,0.706839253450419,3,hsa03018
hsa04216,0.0028745276178219,0.00955122264609398,0.528,0.528,0.89397808914261,3,hsa04216
hsa00920,0.00436334297157134,0.000884693210919697,0.362,0.15,1,3,hsa00920
hsa03060,0.00625882505982336,0.000565404518030549,0.55,0.454,1,3,hsa03060
hsa04927,0.00809640447353624,0.000482494873611213,0.529,0.46,1,3,hsa04927
hsa00900,0.00870642683592496,0.00184102928311503,0.309,0.203,1,3,hsa00900
hsa04260,4.69902067786966e-262,0.0654724933850208,0.96,0.642,1.46139543081746e-259,7,hsa04260
hsa04261.1,4.96658597756604e-211,0.0384700386279286,0.93,0.655,1.54460823902304e-208,7,hsa04261
hsa04964.1,1.27804740154809e-201,0.0752847262356124,0.954,0.705,3.97472741881457e-199,7,hsa04964
hsa04978,5.97207686810661e-198,0.0376740922779274,0.978,0.755,1.85731590598115e-195,7,hsa04978
hsa04024.1,1.24589089418496e-189,0.0267637884458606,0.931,0.709,3.87472068091522e-187,7,hsa04024
hsa04911.1,1.35354854458535e-186,0.0307086621109371,0.958,0.745,4.20953597366045e-184,7,hsa04911
hsa04961.1,1.40074995817275e-185,0.0509044937695709,0.925,0.67,4.35633236991726e-183,7,hsa04961
hsa04960.1,5.94768442728549e-176,0.0988804006319564,0.952,0.705,1.84972985688579e-173,7,hsa04960
hsa04918.1,4.34895014453081e-165,0.0351408282468404,0.946,0.737,1.35252349494908e-162,7,hsa04918
hsa04972.1,1.47289904584872e-142,0.0222204661279546,0.947,0.742,4.58071603258952e-140,7,hsa04972
hsa04976.1,3.84008374992736e-141,0.0175863481813403,0.954,0.762,1.19426604622741e-138,7,hsa04976
hsa04022.1,9.08551748819674e-140,0.0264682203870257,0.946,0.736,2.82559593882919e-137,7,hsa04022
hsa04925,6.14186033195423e-128,0.022558787348548,0.926,0.711,1.91011856323776e-125,7,hsa04925
hsa04973.1,6.40974376918426e-128,0.0250234019908721,0.933,0.666,1.99343031221631e-125,7,hsa04973
hsa04919.1,3.38884015384602e-117,0.0611882368889618,0.937,0.731,1.05392928784611e-114,7,hsa04919
hsa04970.1,1.12570344897351e-90,0.018541902606752,0.947,0.785,3.50093772630763e-88,7,hsa04970
hsa04971.1,1.80705139927969e-70,0.0234401178610876,0.924,0.719,5.61992985175983e-68,7,hsa04971
hsa04672.1,9.30660045679327e-66,0.000507731637721934,0.441,0.133,2.89435274206271e-63,7,hsa04672
hsa05415.1,2.86290650605567e-65,0.0424631005377035,0.763,0.563,8.90363923383314e-63,7,hsa05415
hsa00770.1,1.73209289946727e-51,0.0126841238382516,0.503,0.259,5.38680891734321e-49,7,hsa00770
hsa04974.1,6.2612727349464e-47,0.0190475776991458,0.675,0.479,1.94725582056833e-44,7,hsa04974
hsa05323,7.07792412140661e-42,0.00381388818124584,0.637,0.396,2.20123440175746e-39,7,hsa05323
hsa04064.1,1.87539926907998e-35,0.00724091508523082,0.706,0.521,5.83249172683874e-33,7,hsa04064
hsa00562.1,1.40353210936874e-24,0.00675832014551448,0.361,0.201,4.36498486013678e-22,7,hsa00562
hsa01040.1,3.78495049936941e-24,0.00561366059314474,0.449,0.263,1.17711960530389e-21,7,hsa01040
hsa04144.1,1.37193697681466e-22,0.0206524880638869,0.808,0.716,4.26672399789361e-20,7,hsa04144
hsa04962,3.59010228265571e-21,0.0112573862683534,0.58,0.432,1.11652180990593e-18,7,hsa04962
hsa04142.1,2.25186832442093e-20,0.00938688297338303,0.61,0.488,7.0033104889491e-18,7,hsa04142
hsa00564.1,2.58481880053695e-19,0.00498529362624395,0.506,0.356,8.03878646966991e-17,7,hsa00564
hsa05110.1,8.74129062493718e-19,0.00673997299910268,0.699,0.556,2.71854138435546e-16,7,hsa05110
hsa04977.1,2.18495576838958e-18,0.00140373427235176,0.338,0.258,6.79521243969158e-16,7,hsa04977
hsa05340.1,1.59638221742456e-17,0.00114776622624787,0.369,0.248,4.96474869619039e-15,7,hsa05340
hsa05030.1,4.7339206350357e-17,0.00559347784593262,0.412,0.22,1.4722493174961e-14,7,hsa05030
hsa04610.1,2.34071171866733e-16,0.000845978561445657,0.292,0.185,7.27961344505539e-14,7,hsa04610
hsa04662.1,4.45056416681302e-16,0.00343763339150561,0.458,0.301,1.38412545587885e-13,7,hsa04662
hsa04721.1,3.35340814351801e-15,0.00511831555639494,0.604,0.491,1.0429099326341e-12,7,hsa04721
hsa05225,1.33988133620106e-13,0.0117523395518411,0.713,0.624,4.16703095558529e-11,7,hsa05225
hsa00120.1,1.71628083820096e-13,0.000512241629267471,0.291,0.163,5.33763340680497e-11,7,hsa00120
hsa04931.1,1.89327460506544e-13,0.0129775380260514,0.491,0.335,5.88808402175352e-11,7,hsa04931
hsa03410.1,1.54187728214956e-12,0.00317867741304088,0.526,0.403,4.79523834748512e-10,7,hsa03410
hsa02010.1,1.53721332655756e-11,0.00269131353375474,0.597,0.477,4.78073344559401e-09,7,hsa02010
hsa04120.1,2.52710792924126e-10,0.0195895349480932,0.697,0.64,7.85930565994031e-08,7,hsa04120
hsa04668,5.99175216151482e-10,0.00418574745428608,0.478,0.38,1.86343492223111e-07,7,hsa04668
hsa00310.1,9.05878064252496e-09,0.011278922967592,0.749,0.7,2.81728077982526e-06,7,hsa00310
hsa05216.1,1.06924217673255e-08,0.00438223299176546,0.458,0.35,3.32534316963823e-06,7,hsa05216
hsa05140.1,1.49521730556067e-08,0.00178407265087593,0.42,0.32,4.65012582029368e-06,7,hsa05140
hsa04934.1,8.13841647886727e-08,0.00375928106231099,0.635,0.591,2.53104752492772e-05,7,hsa04934
hsa05120.1,3.67195075910123e-07,0.00439696442038126,0.375,0.268,0.000114197668608048,7,hsa05120
hsa04137,4.14675659182356e-07,0.00968733419786006,0.502,0.418,0.000128964130005713,7,hsa04137
hsa00410.1,1.10098153416522e-06,0.00748817038748918,0.161,0.162,0.000342405257125382,7,hsa00410
hsa04657.1,1.22123556830891e-06,0.00625558329797589,0.395,0.304,0.000379804261744072,7,hsa04657
hsa04140.1,1.06638182159367e-05,0.00932581205152979,0.529,0.447,0.00331644746515633,7,hsa04140
hsa05217.1,3.3686891022109e-05,0.000959667725371818,0.434,0.354,0.0104766231078759,7,hsa05217
hsa05414,5.2408106289901e-05,0.00618267001357406,0.582,0.523,0.0162989210561592,7,hsa05414
hsa04110.1,6.98183562204044e-05,0.00319301064913288,0.657,0.614,0.0217135087845458,7,hsa04110
hsa00480.1,7.53853219459249e-05,0.00361636586968798,0.445,0.337,0.0234448351251827,7,hsa00480
hsa04136.1,9.51295021270849e-05,0.00482726486671891,0.315,0.187,0.0295852751615234,7,hsa04136
hsa00531.1,0.000115592122954844,0.00074501426580588,0.375,0.315,0.0359491502389565,7,hsa00531
hsa00511,0.000151447719328196,0.00115034384784684,0.33,0.242,0.0471002407110689,7,hsa00511
hsa04928.1,0.000253088544746415,0.00359581625053248,0.689,0.665,0.0787105374161351,7,hsa04928
hsa03040,0.000280490574935903,0.0175931077437134,0.527,0.448,0.0872325688050658,7,hsa03040
hsa05410.1,0.00124327558188824,0.00528777437714636,0.531,0.466,0.386658705967244,7,hsa05410
hsa00330.1,0.0023216141241229,0.00173702146070107,0.417,0.311,0.722021992602223,7,hsa00330
hsa04330,0.00322001970536048,0.00298086706904736,0.4,0.333,1,7,hsa04330
hsa04380.1,0.00494679748682568,0.00474980591038189,0.232,0.141,1,7,hsa04380
hsa03320.1,0.00508273217019731,0.000394525292178856,0.495,0.397,1,7,hsa03320
hsa04916.1,0.00639511574221956,0.00300483369149371,0.527,0.496,1,7,hsa04916
hsa05412.1,0.00940542609688837,0.00308201611564091,0.601,0.562,1,7,hsa05412
hsa04520.1,0.00961574593090334,0.0031910267088097,0.591,0.543,1,7,hsa04520
hsa05321.1,0.00971245912060723,0.00015860400778517,0.39,0.349,1,7,hsa05321
hsa05032.2,5.76279501971674e-75,0.00295143085243818,0.842,0.603,1.79222925113191e-72,6,hsa05032
hsa00230.2,1.5060957284003e-65,0.00397536562493765,0.781,0.512,4.68395771532492e-63,6,hsa00230
hsa05150.1,1.62081305687907e-59,0.000140615280165661,0.685,0.443,5.04072860689392e-57,6,hsa05150
hsa04919.2,2.48197377572485e-42,0.0364612348702666,0.848,0.736,7.71893844250427e-40,6,hsa04919
hsa04514.2,1.47134556823279e-38,0.00445957101139051,0.549,0.415,4.57588471720399e-36,6,hsa04514
hsa02010.2,2.85663040113536e-36,0.0034342371505996,0.707,0.468,8.88412054753098e-34,6,hsa02010
hsa04973.2,6.55925457369947e-32,0.0136617356360438,0.791,0.674,2.03992817242053e-29,6,hsa04973
hsa04928.2,1.6534837922681e-29,0.00507513617462617,0.846,0.653,5.14233459395378e-27,6,hsa04928
hsa04024.2,3.70219545148739e-29,0.00537651898296103,0.867,0.712,1.15138278541258e-26,6,hsa04024
hsa04972.2,6.91740206870549e-29,0.0102407660178228,0.831,0.749,2.15131204336741e-26,6,hsa04972
hsa05221.2,1.32015677164445e-26,0.00653197315270573,0.604,0.465,4.10568755981425e-24,6,hsa05221
hsa04918.2,1.63987554175741e-25,0.0120502242098764,0.817,0.745,5.10001293486554e-23,6,hsa04918
hsa04964.2,4.00236950549114e-24,0.0295263780789865,0.783,0.715,1.24473691620774e-21,6,hsa04964
hsa04540.2,9.32261427983405e-24,0.0021097442515002,0.531,0.376,2.89933304102839e-21,6,hsa04540
hsa04520.2,8.76553172207317e-23,0.017138490965194,0.656,0.538,2.72608036556476e-20,6,hsa04520
hsa04670.2,1.17174590748805e-21,0.0114292113760189,0.589,0.476,3.64412977228783e-19,6,hsa04670
hsa05110.2,1.74121873526401e-21,0.0085503369601459,0.688,0.556,5.41519026667106e-19,6,hsa05110
hsa04976.2,3.44557500699378e-20,0.00849755999872849,0.811,0.771,1.07157382717506e-17,6,hsa04976
hsa04911.2,6.69664782296963e-19,0.0066357243314505,0.826,0.753,2.08265747294356e-16,6,hsa04911
hsa04971.2,3.01895446878413e-18,0.0151769830254265,0.786,0.727,9.38894839791866e-16,6,hsa04971
hsa04060.1,3.53241500841107e-18,0.00144989164674467,0.525,0.428,1.09858106761584e-15,6,hsa04060
hsa05100.1,2.03404659492426e-17,0.0176614113448866,0.691,0.589,6.32588491021444e-15,6,hsa05100
hsa04613.2,2.952663432441e-17,0.0055806441922286,0.586,0.472,9.18278327489151e-15,6,hsa04613
hsa04614.1,8.64454835066263e-17,0.0011315028813098,0.171,0.126,2.68845453705608e-14,6,hsa04614
hsa00071.1,1.10229606966791e-15,0.00749943677993755,0.592,0.493,3.42814077666719e-13,6,hsa00071
hsa05416.2,4.2244160096366e-15,0.00433418879714856,0.557,0.423,1.31379337899698e-12,6,hsa05416
hsa04960.2,3.05901190472091e-14,0.040247658847437,0.744,0.718,9.51352702368204e-12,6,hsa04960
hsa00410.2,6.02925457199149e-14,0.0115488267402723,0.185,0.16,1.87509817188935e-11,6,hsa00410
hsa04390,1.49269412623968e-13,0.00880563639011928,0.664,0.584,4.64227873260539e-11,6,hsa04390
hsa05143.2,2.17774934721374e-13,0.000585461408784305,0.433,0.354,6.77280046983474e-11,6,hsa05143
hsa05135.2,5.0334444212944e-13,0.0113614508106765,0.569,0.459,1.56540121502256e-10,6,hsa05135
hsa05164.2,6.12186881221861e-12,0.00640186402340257,0.531,0.443,1.90390120059999e-09,6,hsa05164
hsa05225.1,7.3299204870373e-12,0.0149872433879478,0.677,0.626,2.2796052714686e-09,6,hsa05225
hsa04360.2,7.32996314972409e-12,0.00424762436515586,0.595,0.501,2.27961853956419e-09,6,hsa04360
hsa04015.2,7.34212963408269e-12,0.00871890292551784,0.542,0.458,2.28340231619972e-09,6,hsa04015
hsa04970.2,4.43288533010116e-11,0.00534723932257845,0.84,0.791,1.37862733766146e-08,6,hsa04970
hsa05340.2,4.58341096568557e-11,0.000681508161829366,0.315,0.251,1.42544081032821e-08,6,hsa05340
hsa05146.2,3.16204038731322e-10,0.00500627468224288,0.501,0.394,9.8339456045441e-08,6,hsa05146
hsa04662.2,4.5745215279006e-10,0.00205026354612084,0.401,0.304,1.42267619517709e-07,6,hsa04662
hsa04510.2,6.00689941928008e-10,0.01416702422268,0.522,0.439,1.86814571939611e-07,6,hsa04510
hsa04012.1,7.92743017469914e-10,0.00344273599270602,0.569,0.477,2.46543078433143e-07,6,hsa04012
hsa04714.1,1.80325329971738e-09,0.0161907922027718,0.632,0.566,5.60811776212104e-07,6,hsa04714
hsa04925.1,7.12437709550479e-09,0.00443306372555754,0.761,0.721,2.21568127670199e-06,6,hsa04925
hsa04530.1,5.1513690027477e-08,0.00879431287700272,0.725,0.65,1.60207575985454e-05,6,hsa04530
hsa00380.1,6.352153273979e-08,0.00289305985754906,0.374,0.324,1.97551966820747e-05,6,hsa00380
hsa05418.2,1.44492851137344e-07,0.0139031494063393,0.609,0.564,4.4937276703714e-05,6,hsa05418
hsa04611.2,2.17744065193347e-07,0.00534269001037144,0.52,0.436,6.77184042751308e-05,6,hsa04611
hsa05131.2,2.3273832819748e-07,0.0120663551678938,0.584,0.514,7.23816200694164e-05,6,hsa05131
hsa03430.1,3.68734076442724e-07,0.0016074487135361,0.27,0.23,0.000114676297773687,6,hsa03430
hsa00561.2,5.25825786412913e-07,0.00225976192829421,0.34,0.317,0.000163531819574416,6,hsa00561
hsa05211.2,3.11609392429896e-06,0.00299063332000889,0.45,0.368,0.000969105210456977,6,hsa05211
hsa03013.1,5.00581190344728e-06,0.00835171505216455,0.543,0.488,0.0015568075019721,6,hsa03013
hsa00640.2,6.44377086240002e-06,0.00643797762424105,0.273,0.209,0.00200401273820641,6,hsa00640
hsa00240.1,6.52583921409196e-06,0.00114983181595071,0.389,0.339,0.0020295359955826,6,hsa00240
hsa04216.1,1.49166016606754e-05,0.000949057560238848,0.604,0.523,0.00463906311647004,6,hsa04216
hsa04310.2,1.55590096431459e-05,0.00269316215563791,0.528,0.468,0.00483885199901838,6,hsa04310
hsa05215.2,1.6840241261732e-05,0.00169331723535515,0.542,0.462,0.00523731503239864,6,hsa05215
hsa05130.2,2.33976713634414e-05,0.00762838780338985,0.548,0.518,0.00727667579403027,6,hsa05130
hsa04933.1,0.000139307705504752,0.00251873383226824,0.349,0.296,0.0433246964119779,6,hsa04933
hsa05322.1,0.000152684872496679,0.000536729683279564,0.335,0.291,0.0474849953464673,6,hsa05322
hsa04810.2,0.000187348062926161,0.00558617637357496,0.584,0.546,0.058265247570036,6,hsa04810
hsa05031.1,0.000220608515236925,0.000166237616336131,0.189,0.266,0.0686092482386838,6,hsa05031
hsa00512.1,0.000230582525071775,0.000790573257331418,0.334,0.298,0.0717111652973221,6,hsa00512
hsa05140.2,0.000251603519550714,0.00085278935534501,0.367,0.323,0.0782486945802722,6,hsa05140
hsa04550.1,0.000563310674690184,0.00265389509341018,0.459,0.416,0.175189619828647,6,hsa04550
hsa05230.1,0.000653713361874794,0.00201998031473913,0.449,0.398,0.203304855543061,6,hsa05230
hsa00040.2,0.00073255230439848,0.00118704675917861,0.116,0.202,0.227823766667927,6,hsa00040
hsa05160.2,0.000754448484748248,0.00469878799161662,0.351,0.307,0.234633478756705,6,hsa05160
hsa05144.1,0.00131344847914307,0.000697354584915801,0.093,0.161,0.408482477013495,6,hsa05144
hsa05202.1,0.00175485072213053,0.00419668404635016,0.432,0.408,0.545758574582596,6,hsa05202
hsa04612.1,0.00207952580144663,0.000327091941196846,0.215,0.196,0.646732524249901,6,hsa04612
hsa05205.1,0.00225711313866919,0.00922195717515202,0.604,0.593,0.701962186126119,6,hsa05205
hsa05224.1,0.0022852941840628,0.00317656868317373,0.498,0.461,0.71072649124353,6,hsa05224
hsa04657.2,0.0034749289121163,0.000332403207445698,0.321,0.309,1,6,hsa04657
hsa00330.2,0.00422201173175645,0.00116627089581557,0.343,0.316,1,6,hsa00330
