,PCC,pvalue,adj_logp,adj_pvalue,weight_pcc
UTP18,0.00920571041983694,3.06616163377657e-13,7.9188135365538,1.20555343116827e-08,0.0728983042861991
RNF216,0.00479899898144595,1.66449229485513e-19,14.1841267925668,6.5444508049114e-15,0.0680696100302285
TTC19,0.0195722318198403,8.68050038830497e-40,34.4668638208137,3.41299914267375e-35,0.674593448803833
PTBP1,0.0159371078541882,9.64615660431195e-18,12.4210542732931,3.79267585368337e-13,0.197955681616197
DPF1,0.005874151090124,0.000350369086378193,0,1,0
SYT7,0.0317851719078782,4.2879738621892e-08,2.77315645225666,0.00168594556313555,0.0881452545624196
LARS2,0.0212731652298452,4.47280791290432e-15,9.75482833409274,1.75861861519572e-10,0.20751607493993
PIK3C2A,0.00758122592664761,2.77863741078954e-16,10.961576703025,1.09250465717423e-11,0.0831021894979099
PLAUR,0.0099650334254779,4.56407207077891e-13,7.74605608796171,1.79450185678885e-08,0.077189707832165
ANLN,0.0158238794872831,2.02900339605107e-06,1.09812580772445,0.0797763555259358,0.0173766104433072
WIZ,-0.00144421093694038,4.49007390573338e-06,0.753155092196309,0.176540725825625,-0.00108771482136225
RABGAP1,0.0098701429000722,4.49771020144497e-20,14.7524171123231,1.76840969700413e-15,0.1456084650201
DCN,-0.0216678836360631,0.0122810249182327,0,1,0
QPCTL,-0.00417804822509122,5.5360812097481e-06,0.662206129422718,0.217667641004876,-0.00276672914367911
PPP5C,0.0163324205963295,6.19137487538353e-23,17.6136214811877,2.4343247735033e-18,0.287673074255301
CEP68,-0.00711228123621406,1.92998640236104e-09,4.11985433244538,7.58832053680313e-05,-0.0293015626645865
MAP4K3,0.0241943261553676,7.57813733643935e-40,34.5258461100539,2.97957203794122e-35,0.835329581576673
ZBTB32,0.00320912458305255,0.00128542585312586,0,1,0
TYROBP,-0.000486466129193148,0.0254299037140627,0,1,0
LDAF1,0.0152139006732401,3.70878298841222e-14,8.8361771594107,1.45821929538392e-09,0.134432721634427
GABRA3,0.0013479209464987,0.590808222837479,0,1,0
BRCA1,-0.0095334264968192,1.74475647620879e-21,16.1636737626396,6.86003351315771e-17,-0.15409519573469
ERCC1,-0.00511806792644439,1.20818071214374e-09,4.32327668345366,4.75032492400676e-05,-0.0221268237307291
CD22,-0.0127290506279744,0.481541099349238,0,1,0
SEMA3B,0.0562303394593114,4.8059816297456e-27,21.7236264752247,1.88961585718338e-22,1.22152689098917
MBTPS2,0.0038575771031744,7.16225281421435e-14,8.55035893492563,2.8160545614928e-09,0.0329836688512918
PRICKLE3,0.00160538443403206,0.0254811599638914,0,1,0
LTF,0.0142814833919324,0.00100142171509305,0,1,0
EXTL3,-0.00236924795733878,0.000777805161998959,0,1,0
NR1H4,0.0187795850467589,1.50379154691233e-19,14.2282209424126,5.91260760414991e-15,0.267200085252113
ELOVL5,0.0593458523442033,4.74966527814962e-50,44.7287455768721,1.86747339406287e-45,2.65446553054649
ALOX5,-0.00672538220166384,0.000244946879435764,0,1,0
KDM5D,0.0363166901205128,9.96375168990659e-40,34.4069856858635,3.91754788943747e-35,1.24954783713442
CALCOCO1,-0.0186909692450731,1.38942514523987e-18,13.2625734273694,5.46294178605411e-14,-0.247890352041486
UBR7,-0.00103889763363847,0.000302886971214964,0,1,0
MAP4K5,0.0309136450194135,1.74452644263708e-42,37.1637310250132,6.85912906716048e-38,1.14886638850422
EHD3,0.00381086335426967,0.256901246169556,0,1,0
PSMC4,-0.0221406658245322,2.78866798730339e-12,6.96001177046526,1.09644847924795e-07,-0.154099294744682
MAN2B2,0.00965381250794483,1.10291068066528e-17,12.3628682391791,4.33642421423977e-13,0.119348812041461
SLC7A14,-0.0117193551744597,0.82966747697953,0,1,0
CLDN11,-0.0119756771405389,0.139902173486243,0,1,0
SLC25A39,0.0187083266122926,8.20019705289383e-20,14.4915842929404,3.2241534772568e-15,0.271113292081898
MVP,0.00659047326899657,7.29346227163294e-06,0.542474840926388,0.286764349596064,0.00357516593822852
NUB1,0.00244658778940431,5.66305286995201e-13,7.65235796546522,2.22659912740773e-08,0.018722165558458
PGM3,0.0191615380840892,1.10746515978566e-35,30.3610785092038,4.35433151524524e-31,0.581764962128131
