,PCC,pvalue,adj_logp,adj_pvalue,weight_pcc
SLC35E2A,-0.00566829816707307,1.44540116533343e-37,32.2765186482726,5.29031280523688e-33,-0.182952931493503
NADK,-0.00159856497253262,7.16632202568736e-41,35.5812107290825,2.62294552462183e-36,-0.0568788771518132
GNB1,0.0392247688447346,4.16112234997614e-139,133.817296563205,1.52301239131477e-134,5.24895252511902
AL109917.1,-0.00320957149636573,0.304211050904944,0,1,0
CALML6,-0.0056352294591513,0.00518309438505147,0,1,0
TMEM52,-0.0017197330186418,1.39719496362804e-05,0.291250037301062,0.511387328637498,-0.000500872305827292
CFAP74,-0.00104477858446132,0.00904903645387304,0,1,0
AL391845.2,0,0.59075785505794,0,1,0
GABRD,-0.00479038608002821,0.654455566037372,0,1,0
AL391845.1,-0.000373942156389102,0.208049696718992,0,1,0
PRKCZ,0.0300584748448634,6.08073938755162e-60,54.6525506582738,2.22561142323777e-55,1.64277231916935
AL590822.2,-0.000847377488042706,0.200047500260392,0,1,0
PRKCZ-AS1,0.00165294515978982,0.0734249771923027,0,1,0
FAAP20,-0.0219423103437542,7.21871829895786e-20,14.5780469544285,2.64212308460157e-15,-0.319876030479891
AL590822.1,0.00407591850725672,1.19494559243468e-15,10.3591589171068,4.37362036287017e-11,0.0422230875498491
SKI,-0.00692097958748598,4.29565137821602e-72,66.8034780206739,1.57225136094084e-67,-0.462345507754153
AL590822.3,0.00184318841854996,0.0217352362240233,0,1,0
MORN1,-0.0218266675701501,6.00969624849109e-25,19.6576545270348,2.19960892391022e-20,-0.429061090570443
AL589739.1,0,1,0,1,0
AL513477.2,0,1,0,1,0
RER1,-0.00820277476978398,4.27464064388984e-67,61.8056074380231,1.56456122207012e-62,-0.506977477323789
PEX10,-0.00493042055968601,1.34835858766116e-29,24.3067016432958,4.9351272666986e-25,-0.119842261520259
PLCH2,0.000591083329501323,9.12893266054618e-06,0.476087045276228,0.334128064308651,0.00028140711585432
AL139246.1,0.00245636418626713,0.728067235960218,0,1,0
AL139246.4,-0.00137866097442225,0.627212651363517,0,1,0
PANK4,-0.00877033537034323,2.92568605424307e-18,12.9702793272225,1.0708303527135e-13,-0.113753699546771
HES5,0.00282374558596879,0.676825245580899,0,1,0
AL139246.5,-0.00361871408990284,1.3829771942892e-06,1.29569203027679,0.0506183482881792,-0.00468873900613744
TNFRSF14-AS1,-0.00172937701976154,3.09722095312312e-12,6.94553486013527,1.13361384105259e-07,-0.0120114483770706
TNFRSF14,-0.0100866356357758,1.2732836076423e-24,19.3315819008273,4.6603453323316e-20,-0.194990622896803
AL139246.3,-0.00533955740449931,0.117097252627093,0,1,0
PRXL2B,-0.0107585562949915,8.68922968059343e-08,2.49752577180829,0.003180344955394,-0.0268697716141916
MMEL1,-0.00214472016651465,0.345173812486317,0,1,0
AL831784.1,0.00277302990234491,0.654455566037372,0,1,0
TTC34,-0.00361501229401777,1.84307131540785e-09,4.17096490875611,6.74582532152427e-05,-0.01507808942307
AC242022.2,-0.00557578739151544,0.159820855749151,0,1,0
AC242022.1,-0.000577677319885854,0.0554367677247001,0,1,0
AL592464.2,0,1,0,1,0
AL592464.3,0,1,0,1,0
AL592464.1,0,1,0,1,0
AL589702.1,0,1,0,1,0
ACTRT2,0,1,0,1,0
PRDM16-DT,0.0095143829432403,7.17913102361788e-49,43.5804351692477,2.62763374595438e-44,0.41464094903328
PRDM16,0.0295096126880743,6.41633308097648e-49,43.6292201480927,2.3484420709682e-44,1.28748138845294
AL008733.1,0.00139948395846901,0.627212651363517,0,1,0
AL590438.1,0.0064393250243469,0.69602147176187,0,1,0
AL354743.2,4.87686948042532e-05,0.00104097120341144,0,1,0
AL354743.1,-0.00475759501293887,0.234032905411503,0,1,0
ARHGEF16,-0.00198924761658436,1.55584353432206e-25,20.2445411294076,5.69454291997217e-21,-0.0402714051905181
AL512413.1,0.00558765114811056,0.406555350319468,0,1,0
MEGF6,-0.0114088106656985,2.89500725461206e-05,0,1,0
AL513320.1,0.00321538080363497,8.5179046890565e-29,23.5061742725637,3.11763829524157e-24,0.0755813015228995
TPRG1L,-0.00882238829097742,4.43562403130771e-08,2.78955232107048,0.00162348275169893,-0.0246105137344811
WRAP73,-0.00454420668347502,4.47110854148255e-32,26.7860918357867,1.63647043726803e-27,-0.121721537544358
TP73,0.00423389742456566,0.0200743226062279,0,1,0
AL136528.1,-0.00392611767861486,0.0618625878926791,0,1,0
AL136528.2,0,1,0,1,0
CCDC27,-0.00172865374431897,0.00887158140353095,0,1,0
SMIM1,-0.00210276392726828,0.0618511899662089,0,1,0
LRRC47,-0.0106638172464101,7.99152232291077e-27,21.5338775318791,2.92497708540857e-22,-0.229633334606535
AL365330.1,-0.0032921052631731,0.298110956813045,0,1,0
CEP104,0.00139970483044564,1.11506432716431e-95,90.389207126592,4.08124694385409e-91,0.126518209835242
DFFB,-0.000281040664050292,1.22302730305797e-23,18.349070896394,4.47640223192247e-19,-0.00515683506942845
C1orf174,-0.00336973625973912,9.78246336351872e-25,19.4460588187066,3.58047941568149e-20,-0.0655280895104155
LINC01134,0.000845451636737564,0.00104472391991581,0,1,0
LINC01346,0.00525487298159465,0.129764832753169,0,1,0
LINC01345,0,1,0,1,0
LINC02780,-0.0053633395138542,0.29804405280612,0,1,0
AL805961.1,-0.000478173205565542,0.627212651363517,0,1,0
LINC01777,0,0.59075785505794,0,1,0
AL355602.1,0,1,0,1,0
Z98747.1,0,1,0,1,0
LINC01646,0.00276633656387773,0.000227903710286813,0,1,0
AJAP1,-0.0562140516093154,0.0938381539543033,0,1,0
Z98886.1,0.00133630426060202,0.627212651363517,0,1,0
BX005132.1,0,1,0,1,0
LINC02781,0,1,0,1,0
LINC02782,0,1,0,1,0
AL139823.1,-0.000713440860671987,0.765923882113506,0,1,0
Z98259.3,-0.00827631635211112,0.822005838978683,0,1,0
Z98259.2,0,1,0,1,0
Z98259.1,0,1,0,1,0
AL365255.1,-0.00923909473023067,0.0819590649147897,0,1,0
NPHP4,0.00841756863300963,1.14449140151505e-83,78.3778945145999,4.18895297868523e-79,0.659751306387434
KCNAB2,-0.000750973052151469,1.71763870384407e-13,8.20157523122861,6.28672941993969e-09,-0.00615916198384564
CHD5,-0.00565755789714879,2.95774400113488e-10,4.96554646659705,1.08256388185538e-05,-0.0280928666257554
RPL22,-0.0183419540330769,4.73709017697469e-34,28.7609953966036,1.73382237567451e-29,-0.52753285551004
AL031847.1,0.00228887912327474,0.676825245580899,0,1,0
RNF207,0.0156183214591707,5.56524089318488e-101,95.6910230811488,2.0369338193146e-96,1.49453315923831
ICMT,-0.00310362264876746,1.93156933169941e-10,5.15059674748278,7.069736910953e-06,-0.0159855087201555
LINC00337,-0.000473467616455762,1.73906835478602e-06,1.19619039633954,0.0636516408535232,-0.000566357415782155
HES3,0,1,0,1,0
GPR153,0.000995635724163413,0.0363316633955969,0,1,0
ACOT7,-0.00148426985511976,4.37908786126468e-19,13.795123389909,1.60278994810149e-14,-0.0204756857952995
AL031848.2,-0.00280773825980372,0.598560129266296,0,1,0
HES2,0.00293627148003646,0.719287458546534,0,1,0
ESPN,0.00757529672850146,1.46872491528053e-17,12.269566586543,5.37568006241826e-13,0.0929456076231697
AL031848.1,-0.00256463066964616,0.765923882113506,0,1,0
TNFRSF25,-0.0207453486839325,1.07316350078133e-11,6.40584115527804,3.92788572920975e-07,-0.132891408380128
PLEKHG5,-0.00637322775686619,5.74796941561435e-10,4.67699260016856,2.10381428580901e-05,-0.0298075390580521
NOL9,-0.0163493822946848,6.32151932680655e-42,36.6356855787518,2.31373928880447e-37,-0.598970829154884
TAS1R1,0.00109591592570834,0.0133373850439178,0,1,0
ZBTB48,-0.00469954341634955,1.08030395409982e-34,29.4029610831113,3.95402050240075e-30,-0.138180492179318
KLHL21,0.00579154819628161,5.371857360234e-20,14.7063825765375,1.96615351241925e-15,0.0851727234849734
PHF13,-0.00283818889732665,1.7399157072943e-14,9.19597884002351,6.36826548026787e-10,-0.0260999250438055
THAP3,-0.00539007425686191,2.72208578823718e-05,0.00160524065284924,0.996310619352688,-8.6523663189909e-06
DNAJC11,-0.0115266312414562,2.54253593012898e-38,33.0312399498794,9.30593575786507e-34,-0.380738922350316
LINC01672,0.00239999913981438,0.0618504312360655,0,1,0
AL591163.1,0,1,0,1,0
CAMTA1-DT,-0.00200281317436858,0.0257211805789712,0,1,0
CAMTA1,0.0842187196404482,2.90901631360156e-124,118.972760892045,1.06472906094131e-119,10.0197335944172
AL512330.1,0.00406493965725388,0.0554234352618137,0,1,0
CAMTA1-IT1,0,1,0,1,0
Z97987.1,0,6.52096743519322e-06,0.622195017391761,0.238673929095507,0
AL365194.1,0,1,0,1,0
AL359881.3,0.00155489967659637,0.000325289324257495,0,1,0
AL359881.2,-0.00639239877696387,0.192904642427075,0,1,0
AL359881.1,-0.00305898213131955,2.22110798050948e-06,1.0899373762473,0.0812947731946274,-0.0033340989581978
VAMP3,-0.00700665960708363,2.9420038738712e-28,22.9678638085509,1.0768028378756e-23,-0.160928003608372
Z98884.2,0,1,0,1,0
PER3,-0.00240133206649271,3.63555938871991e-48,42.8759358053382,1.33065109186537e-43,-0.102959359530242
Z98884.1,-0.00503494143404777,0.0096956420178803,0,1,0
UTS2,-0.00626198114489215,0.712925667881866,0,1,0
TNFRSF9,-0.00395498244917188,0.389712435978365,0,1,0
PARK7,-0.00726184860385095,1.70958617783864e-43,38.2036160509388,6.2572563695072e-39,-0.277428875881568
AL034417.4,-0.00574076659953211,0.0507943400058252,0,1,0
AL034417.3,-0.00942162909276479,0.14653283999225,0,1,0
ERRFI1,0.0410664397715785,1.2418640445958e-06,1.34243299556132,0.0454534658962508,0.0551289437595987
AL034417.2,0.0110134934706916,5.72422943205815e-24,18.6787900164638,2.0951252144276e-19,0.205718731886744
LINC01714,-0.00391317675083612,1.32636856648732e-06,1.31384282778359,0.0485464159020023,-0.00514129920793551
AL358876.2,0,1,0,1,0
SLC45A1,-0.00584854749278736,5.06803574431588e-10,4.73166737954335,1.85495176277705e-05,-0.027673381389332
RERE,0.128186457486584,2.39862493482713e-50,45.056544704736,8.77920712396079e-46,5.77563885228601
RERE-AS1,0.000297636023453936,9.26474535354845e-07,1.469673561794,0.0339098944685227,0.00043742779470775
AL357552.2,0,1,0,1,0
ENO1,0.00562046465769707,3.13367170344104e-97,91.9404535527895,1.14695518017645e-92,0.516748069806093
ENO1-AS1,-0.00136883638218685,0.0557098878817995,0,1,0
CA6,-0.00729622064326579,0.409236729634005,0,1,0
SLC2A7,0.00170653219917968,0.69602147176187,0,1,0
SLC2A5,0.00110763003073951,0.000212847373891655,0,1,0
GPR157,0.00172807008887186,4.59567415322517e-29,23.7741578204428,1.68206269682194e-24,0.0410834110176262
MIR34AHG,0.00175265548586367,2.06989588537142e-21,16.1205585475664,7.57602593004794e-17,0.0282537853735787
LNCTAM34A,0.00346975685890196,0.0996071687236804,0,1,0
H6PD,0.00052326193196259,3.40594612942859e-40,34.9042692741901,1.24661034283216e-35,0.0182640753741552
SPSB1,0.0159734968420256,2.44192229400702e-22,17.0487752089359,8.9376797882951e-18,0.272328556960341
BX323043.1,0.00936759524647696,0.0358253037426299,0,1,0
LINC02606,0.00958848580986956,1.97299404292707e-05,0.141381274812043,0.722135549651736,0.00135563234731654
AL928921.1,-0.00700541721647352,0.0500188282629264,0,1,0
SLC25A33,-0.0307995351168737,4.77987746857398e-41,35.7570902851159,1.74948295227276e-36,-1.10130175791365
TMEM201,-0.0112386134295885,2.27491177504346e-07,2.07954249015885,0.00832640458783658,-0.0233711741572991
PIK3CD,-0.0103918364694087,1.81639002260101e-16,11.1772979411348,6.64816912172197e-12,-0.116152652374132
PIK3CD-AS1,0,1,0,1,0
PIK3CD-AS2,0.00119716884486393,0.000375409679441896,0,1,0
CLSTN1,0.0101160035297578,2.24140581128613e-88,83.0859865552052,8.20376940988836e-84,0.840498133265869
CTNNBIP1,-0.000367235792585607,1.26593911754719e-29,24.3340942290167,4.63346376413448e-25,-0.00893635038104577
AL357140.1,0,0.627212651363517,0,1,0
AL357140.4,0.00029871524191414,0.00427153468605387,0,1,0
LZIC,-0.00894996189227135,2.22865616049688e-25,20.0884639785762,8.15710441303464e-21,-0.179790987082523
AL357140.2,0.000723861804048002,0.165179110711094,0,1,0
NMNAT1,-0.0071417473889191,8.43319688619076e-23,17.5105148090678,3.08663439231468e-18,-0.125055673416289
AL603962.1,0,1,0,1,0
RBP7,-0.0227222134035606,0.00258570854747741,0,1,0
UBE4B,0.0405694776687357,1.18415667920503e-121,116.363097879847,4.33413186155834e-117,4.72079010090135
KIF1B,0.0415836255233325,1.44252844526693e-77,72.2773826630185,5.2797983625215e-73,3.00555561446557
AL139424.3,0.00427084012939794,0.264428424556905,0,1,0
AL139424.2,-0.000568333347883632,4.26026873792507e-05,0,1,0
PGD,-0.00223188552986395,3.11792733894747e-48,42.9426410587478,1.14119258532816e-43,-0.0958430591931607
AL139424.1,-0.000689922573212954,0.0618869068006928,0,1,0
CENPS,0.00173666415283849,1.19559656216846e-25,20.3589223912043,4.37600297719279e-21,0.0353566107072255
CORT,-0.00180087080337308,1.87290486995239e-08,3.16399132988748,0.000685501911451273,-0.00569793960811991
DFFA,-0.00565090563445405,5.23193997429418e-30,24.7178442960857,1.91494234999141e-25,-0.139678205604308
AL354956.1,-0.00196658120817335,0.129747039458946,0,1,0
PEX14,0.0537078967263184,1.79135631405451e-128,123.183325069964,6.55654324507092e-124,6.61591730126213
AL139423.2,0.00147935557891045,0.69602147176187,0,1,0
CASZ1,0.0775437955906253,3.99538951760538e-127,121.834947922945,1.46235251733874e-122,9.44754429753136
AL139423.1,0.00250020329065673,2.52372633377929e-05,0.0344647894199971,0.923709075426557,8.61689799196682e-05
C1orf127,0.00115814919808244,2.59195721460201e-05,0.0228792204328672,0.948682260116483,2.64975507970765e-05
TARDBP,-0.0143561055901681,4.47764673348124e-81,75.785457222117,1.63886348092147e-76,-1.08798402607988
MASP2,-0.00187441430618057,0.0893244929718929,0,1,0
AL109811.2,-0.00367206236013343,1.36469475215976e-21,16.3014715272951,4.99491926237995e-17,-0.0598600200101672
SRM,-0.00260498193875703,1.9108650348419e-05,0.155277035052147,0.699395711402485,-0.000404493871814586
EXOSC10,-0.0243074198020792,5.46022739577624e-38,32.6992963191568,1.99849782912806e-33,-0.794835522862327
AL109811.1,-0.00981141581335014,0.000227560658385084,0,1,0
EXOSC10-AS1,-0.00211731467196292,0.0692953523639643,0,1,0
MTOR,-0.0248260363468214,2.93734364277089e-93,87.9685522907573,1.07509714669057e-88,-2.1839104765476
MTOR-AS1,0.00397882392075415,3.81800874675036e-05,0,1,0
ANGPTL7,0.0057473354676729,0.519849528762319,0,1,0
UBIAD1,-0.00649152964766662,1.7268093871492e-12,7.19926264792912,6.32029503790479e-08,-0.0467342269203708
AL031291.1,0.00170473478395924,0.69602147176187,0,1,0
DISP3,-0.00585617929262793,0.00127333416976885,0,1,0
AL590989.1,0,1,0,1,0
LINC01647,0,6.52096743519322e-06,0.622195017391761,0.238673929095507,0
AL031731.1,-0.00142752834488472,0.0428693545580185,0,1,0
FBXO2,-0.00675889893318209,3.37453354645748e-12,6.90829329894968,1.2351130233389e-07,-0.04669245620838
FBXO44,0.00504987074445031,3.54481531857139e-47,41.8869134350097,1.29743785475032e-42,0.211523498730778
FBXO6,0.00431461103168606,3.69469959597875e-05,0,1,0
MAD2L2,-0.00596620924887068,7.13414348575261e-10,4.58316520894254,2.61116785722031e-05,-0.0273441226586953
DRAXIN,-0.00168247968041041,0.0391158142261865,0,1,0
AGTRAP,-0.0102855918831709,6.44626797006443e-20,14.6271986937123,2.35939853972328e-15,-0.150449396157575
C1orf167,0.00403303264218336,0.010175823939381,0,1,0
AL953897.1,0,1,0,1,0
MTHFR,-0.00931230913122174,1.17762243675688e-35,30.3655009772915,4.31021588077385e-31,-0.282772932024954
CLCN6,0.0109810873639645,1.05985502564906e-49,44.4112605852944,3.87917537937812e-45,0.487683932430911
NPPA,-0.00617755877901707,0.712925667881866,0,1,0
NPPB,0,1,0,1,0
AL021155.5,-0.0011098809616407,9.11362047920334e-07,1.47681610960992,0.0333567623159322,-0.00163909008390033
KIAA2013,-0.00698111507731506,3.22404899416339e-21,15.928105415872,1.18003417235374e-16,-0.111195936871808
PLOD1,-0.00258251894810491,4.13616341933475e-10,4.81990935944899,1.51387717311071e-05,-0.0124475072489253
AL096840.2,0.000127127366311342,0.795939650012173,0,1,0
MFN2,-0.0117980957679722,3.1410567767133e-43,37.939431262164,1.14965819084483e-38,-0.447613043413408
MIIP,-0.015147310338271,8.86605572273878e-16,10.4887765923062,3.24506505507962e-11,-0.158876754112454
TNFRSF8,-0.000271717613981632,0.00340027133094242,0,1,0
AL357835.1,0,1,0,1,0
TNFRSF1B,-0.0326145502993843,0.54295393884638,0,1,0
VPS13D,0.0375874008669572,1.2698582367959e-75,70.332751808483,4.64780813249669e-71,2.64362533630166
LINC02766,-0.00256552381589825,0.00887158140353095,0,1,0
DHRS3,-0.0242262135448984,1.01608905078557e-23,18.4295752772972,3.71898753478027e-19,-0.446478826209582
AC254633.1,-0.00715699691511692,0.00144152327877372,0,1,0
AADACL4,0.0111399792182582,0.00204892741571416,0,1,0
AADACL3,0.00283450990931868,0.000164301695078846,0,1,0
C1orf158,-0.000432869123948452,0.479072199596674,0,1,0
PRAMEF12,0,1,0,1,0
PRAMEF1,0,1,0,1,0
LINC01784,0,1,0,1,0
PRAMEF11,0,1,0,1,0
HNRNPCL1,0,1,0,1,0
PRAMEF2,0,1,0,1,0
PRAMEF4,0,1,0,1,0
PRAMEF10,0,1,0,1,0
PRAMEF7,0,1,0,1,0
PRAMEF6,0,1,0,1,0
PRAMEF27,0,1,0,1,0
HNRNPCL3,0,1,0,1,0
PRAMEF25,0,1,0,1,0
HNRNPCL2,0,1,0,1,0
AC245056.1,0,1,0,1,0
PRAMEF26,0,1,0,1,0
HNRNPCL4,0,1,0,1,0
PRAMEF9,0,1,0,1,0
PRAMEF13,0,1,0,1,0
PRAMEF18,0,1,0,1,0
PRAMEF5,0,1,0,1,0
PRAMEF8,0,1,0,1,0
PRAMEF33,0,1,0,1,0
PRAMEF15,0,1,0,1,0
AC243961.1,0,1,0,1,0
PRAMEF14,0,1,0,1,0
PRAMEF19,0,1,0,1,0
PRAMEF17,0,1,0,1,0
PRAMEF20,-0.00205036287457104,0.627212651363517,0,1,0
LRRC38,-0.00292395583567845,0.134520739764168,0,1,0
AL354712.1,0,1,0,1,0
PDPN,0.00526245782444646,9.02513724762045e-05,0,1,0
AL359771.1,0.000279709010435725,0.0618625878926791,0,1,0
PRDM2,0.0144860584264659,3.66572415151912e-128,122.872347267927,1.34169169669751e-123,1.77993600152019
KAZN,0.0866591495049503,1.50766164636704e-48,43.2582031619087,5.51819239186801e-44,3.74871909512336
AL357873.1,-0.000407402867849762,0.0339154770202842,0,1,0
KAZN-AS1,-0.00740513839764994,0.0213479462799226,0,1,0
AL031293.1,0.00357403231765127,0.741794937630862,0,1,0
TMEM51-AS1,0.0156964651125248,8.32201348877559e-93,87.5162786334124,3.04594015702676e-88,1.37369621434736
TMEM51,0.10422393861739,2.35562196647296e-178,173.064401453281,8.62181195948768e-174,18.0374535539221
C1orf195,0.000993199004247498,3.75148883317449e-14,8.86230339074774,1.37308242783019e-09,0.00880203090302988
FHAD1,-0.0116183948217283,7.03020167267195e-15,9.58953926516216,2.57312411421466e-10,-0.11141505334112
AL031283.2,-0.0325117520129049,0.760624409669461,0,1,0
AL031283.3,0,1,0,1,0
AL031283.1,-0.000680819849461605,0.0428637212675663,0,1,0
EFHD2,-0.0070653788643596,1.17904546588822e-05,0.364976496286991,0.431542430969746,-0.00257869722285413
CTRC,-0.00196238489039529,0.786619361447108,0,1,0
CELA2A,0.00313424139308669,0.627212651363517,0,1,0
CELA2B,0.00318056216772922,0.0254252684307051,0,1,0
CASP9,0.0144539994036367,5.04102634774008e-63,57.7339880814438,1.84506605353635e-58,0.834487029298758
DNAJC16,0.0252375619349306,3.79217259457849e-115,109.857618953474,1.38797309134167e-110,2.77253846236231
AL121992.3,0.0012592859055969,0.0426042778804041,0,1,0
AGMAT,5.32984350882017e-05,1.41952451193234e-18,13.2843641526021,5.19560166612357e-14,0.000708035820475494
AL121992.1,0.00234423469376897,0.0425153681354789,0,1,0
DDI2,0.0154345940594557,4.90168537482712e-88,82.746161617109,1.79406586404047e-83,1.27715341453819
RSC1A1,0,1,0,1,0
AL121992.2,0.00565943664119196,0.000164113288114794,0,1,0
PLEKHM2,-0.013081234296076,2.19931812884868e-58,53.0942189946941,8.04972428339904e-54,-0.694537918436764
AL450998.3,0.000717252837381465,0.0529132495278221,0,1,0
