"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,5.06950991214024,0.964,0.097,0,"4","SLC26A7"
0,4.11152056555935,0.91,0.085,0,"4","ADGRF5"
0,3.65076500237168,0.874,0.04,0,"4","CLNK"
0,3.45235320623205,0.872,0.047,0,"4","ENSG00000249601"
0,3.31405703261925,0.783,0.031,0,"4","ENSG00000265460"
0,3.29062859548855,0.813,0.111,0,"4","TMEM101"
0,3.22586658354446,0.727,0.01,0,"4","DMRT2"
0,3.12574128837199,0.783,0.038,0,"4","ATP6V1C2"
0,2.81095298887622,0.653,0.098,0,"4","SHOC1"
0,2.75893565767811,0.564,0.066,0,"4","UAP1"
0,2.69336536734298,0.584,0.026,0,"4","LIMS3-LOC440895"
0,2.68120679778523,0.53,0.009,0,"4","AQP6"
0,2.55392302847397,0.697,0.11,0,"4","ADGRF1"
0,2.48717877402868,0.756,0.187,0,"4","ITGA6"
0,2.44445373308936,0.558,0.022,0,"4","ENSG00000257207"
0,2.38615016367409,0.635,0.098,0,"4","LIMS1"
0,2.38545489047569,0.82,0.192,0,"4","RHBG"
0,2.28734737528366,0.519,0.02,0,"4","LIMS3"
0,2.22032611314149,0.662,0.063,0,"4","IL18"
0,2.19926465273609,0.523,0.013,0,"4","KIT"
0,2.18294456914992,0.444,0.003,0,"4","ENSG00000281769"
0,2.17939882176899,0.774,0.205,0,"4","ARHGAP18"
0,2.14180526714356,0.478,0.012,0,"4","SMIM34"
0,2.07847287878656,0.775,0.274,0,"4","PTGER3"
0,2.01722671429161,0.572,0.058,0,"4","ATP6V0D2"
0,1.98511901149663,0.423,0.012,0,"4","GPAA1P2"
0,1.97092323766202,0.589,0.095,0,"4","SLIT2"
0,1.938223287325,0.384,0.004,0,"4","HCAR2"
0,1.9169724349852,0.399,0.009,0,"4","ENSG00000273471"
0,1.89894979627872,0.383,0.01,0,"4","ENSG00000283684"
0,1.89767474441756,0.634,0.19,0,"4","GPAT3"
0,1.89683711392567,0.414,0.026,0,"4","CA8"
0,1.89426127236602,0.881,0.333,0,"4","GRB14"
0,1.89336261787183,0.549,0.073,0,"4","ABCC4"
0,1.88389259128783,0.427,0.029,0,"4","SLC4A1"
0,1.88139755352975,0.562,0.068,0,"4","B3GAT1-DT"
0,1.86589395503778,0.654,0.141,0,"4","EPS8"
0,1.8489833860827,0.334,0.018,0,"4","FOXI1"
0,1.8473352617604,0.506,0.045,0,"4","PDE1C"
0,1.79862213230331,0.796,0.375,0,"4","NEDD4L"
0,1.78789017289538,0.751,0.273,0,"4","MAGI1"
0,1.78075658356818,0.759,0.236,0,"4","TMEM213"
0,1.72612724960013,0.626,0.195,0,"4","MOB1B"
0,1.71788670832407,0.619,0.152,0,"4","PLCG2"
0,1.68541466074138,0.759,0.067,0,"4","SLC4A9"
0,1.66858503002391,0.39,0.018,0,"4","ADAMTSL1"
0,1.62224768910185,0.625,0.149,0,"4","ATP6V0A4"
0,1.62019863003016,0.61,0.125,0,"4","FYB2"
0,1.60719686237056,0.462,0.074,0,"4","RHCG"
0,1.59832789950967,0.411,0.044,0,"4","PACRG"
0,1.58975483708924,0.504,0.127,0,"4","FBXL20"
0,1.58121013259554,0.839,0.374,0,"4","ABCA5"
0,1.57704270512182,0.431,0.051,0,"4","SEMA3C"
0,1.56848468466394,0.321,0.006,0,"4","STAP1"
0,1.54051631035031,0.644,0.235,0,"4","FOXP1"
0,1.5222496433255,0.699,0.265,0,"4","PCNX4"
0,1.50260344535026,0.415,0.028,0,"4","ATP6V1G3"
0,1.45879186264124,0.628,0.182,0,"4","VAX2"
0,1.45334009996268,0.477,0.1,0,"4","PXK"
0,1.43545056935751,0.359,0.028,0,"4","DOCK10"
0,1.41543922715579,0.32,0.005,0,"4","LEF1"
0,1.41211943615003,0.46,0.091,0,"4","TBC1D14"
0,1.40484327855934,0.514,0.11,0,"4","MPPED2"
0,1.36004721339953,0.541,0.148,0,"4","PPP1R12B"
0,1.32376131312807,0.317,0.03,0,"4","PACRG-AS3"
0,1.32018463204171,0.303,0.012,0,"4","ENSG00000258820"
0,1.31851535588668,0.278,0.014,0,"4","VWA5B1"
0,1.3080566045229,0.281,0.011,0,"4","NRXN3"
0,1.28670914298801,0.371,0.068,0,"4","EXOSC7"
0,1.28585049382754,0.299,0.024,0,"4","SNTB1"
0,1.28399348931305,0.511,0.144,0,"4","TMPRSS2"
0,1.27111996576388,0.434,0.102,0,"4","PRLR"
0,1.2621744644665,0.343,0.051,0,"4","MAPRE3"
0,1.20182750823374,0.275,0.009,0,"4","FAM13C"
0,1.18951705440791,0.356,0.056,0,"4","DSG2"
0,1.18217784586027,0.279,0.015,0,"4","ENSG00000228791"
0,1.17458341003605,0.392,0.074,0,"4","ATP6AP2"
0,1.17122833702647,0.258,0.019,0,"4","SYT10"
0,1.16663193539219,0.284,0.038,0,"4","ITIH5"
0,1.15966719767396,0.322,0.043,0,"4","PSD3"
0,1.15035485199233,0.42,0.09,0,"4","CHL1"
0,1.14846525639514,0.369,0.055,0,"4","DOCK8"
0,1.12147587666708,0.365,0.065,0,"4","INPP4A"
0,1.11176862439833,0.35,0.065,0,"4","TMEM117"
0,1.11129612640094,0.307,0.035,0,"4","GMPR"
0,1.07569486595557,0.274,0.039,0,"4","LAMA2"
0,1.05888603167858,0.285,0.027,0,"4","RCAN2"
0,1.01238393070142,0.3,0.046,0,"4","SIPA1L2"
0,1.00089900970944,0.27,0.029,0,"4","PDK1-AS1"
0,0.893711617345657,0.257,0.034,0,"4","CCDC68"
2.19206986060345e-296,1.39771930296241,0.805,0.396,8.61878027792066e-292,"4","ITPR2"
1.64792866095498e-283,1.20395510372942,0.401,0.096,6.47932590914279e-279,"4","IGFBP5"
2.57200347395959e-282,1.0358921261946,0.319,0.063,1.01126032589143e-277,"4","LITAF"
1.73139526803871e-275,0.828388213308846,0.272,0.046,6.80749991487458e-271,"4","DMD"
3.02324861630718e-270,1.31104234677333,0.447,0.131,1.18868089095966e-265,"4","UHMK1"
2.86683147496518e-269,0.801490360405736,0.256,0.042,1.12718079932681e-264,"4","MAGI1-AS1"
9.55877463619591e-268,1.08093017631854,0.903,0.646,3.75831901145951e-263,"4","SDHAP2"
1.16116218851359e-260,1.00906968584428,0.409,0.106,4.56545749279774e-256,"4","FGF9"
3.53897918819135e-259,1.11738447289389,0.692,0.28,1.39145583721307e-254,"4","SCIN"
8.72126709946544e-243,1.51921031057995,0.529,0.205,3.42902779816782e-238,"4","SHROOM3"
1.2759531414697e-236,0.986137479328095,0.518,0.17,5.01679256163058e-232,"4","PDE1A"
1.3098789660447e-222,0.83818059282793,0.324,0.078,5.15018211869454e-218,"4","CAB39"
1.45727940667827e-222,1.00720904666206,0.424,0.131,5.72973117117762e-218,"4","ATP6V1A"
1.27229931323572e-220,0.975610896594411,0.43,0.131,5.00242643978021e-216,"4","SLC25A39"
7.59819717479348e-217,0.7675432788134,0.25,0.049,2.9874591651853e-212,"4","MPP7"
4.86647924182788e-214,1.08855940900387,0.602,0.254,1.91340230830189e-209,"4","ABCC5"
5.08711658129163e-207,0.936146649498343,0.364,0.101,2.00015249743224e-202,"4","ARAP1"
5.15758959823356e-207,0.886933917094978,0.331,0.086,2.02786107823347e-202,"4","CACNB2"
1.37435853194786e-206,1.00083690013725,0.542,0.212,5.40370287591259e-202,"4","TBC1D1"
1.02860236282648e-199,0.782181408051447,0.302,0.074,4.04425877016114e-195,"4","AHCYL2"
2.36330783356275e-196,1.03966175907247,0.583,0.25,9.29205374000201e-192,"4","NRDC"
2.69766522706537e-193,0.714897234777092,0.278,0.064,1.06066801397756e-188,"4","CD200"
3.68795164612274e-188,1.02034958050261,0.544,0.217,1.45002882822254e-183,"4","COL6A1"
1.2664741068482e-187,0.776112617847534,0.255,0.057,4.97952289330576e-183,"4","GLCCI1"
6.29991321536494e-187,1.06203081762294,0.405,0.135,2.47699987801719e-182,"4","TFRC"
3.41708865672692e-186,1.03111270555139,0.447,0.158,1.34353091805189e-181,"4","KIF21A"
1.30720637192795e-183,0.830888306507172,0.279,0.07,5.13967401314631e-179,"4","GNG12"
4.9581188310236e-181,0.910757900995188,0.432,0.148,1.94943316198186e-176,"4","CRYBG3"
4.96625389582421e-181,0.819370434217944,0.779,0.388,1.95263170676016e-176,"4","CLCNKB"
4.65334328263149e-179,0.847706330683651,0.331,0.096,1.82960151186505e-174,"4","PPP2R5A"
1.26213161785876e-177,0.98327242045379,0.479,0.182,4.96244909509709e-173,"4","ASXL1"
5.3097771941015e-177,0.722292933267552,0.273,0.067,2.08769819717683e-172,"4","LGALS3"
8.09670160853034e-177,1.01095277607185,0.449,0.17,3.18346113844196e-172,"4","TMEM116"
5.55429122323511e-176,0.880673759261279,0.373,0.116,2.18383622315158e-171,"4","GAS6"
1.92466895191952e-173,0.966992620668065,0.754,0.437,7.56741338515718e-169,"4","TXNIP"
2.54271682795469e-170,1.03071102997613,0.452,0.169,9.99745402415224e-166,"4","SLC43A2"
3.88352351088047e-170,0.901543360744051,0.508,0.204,1.52692377400798e-165,"4","RNF152"
7.12122103018614e-164,0.76351457694178,0.293,0.081,2.79992168464859e-159,"4","BAIAP2L1"
2.47389810050164e-162,0.915715701446286,0.558,0.244,9.72687255155234e-158,"4","ZSWIM6"
4.90604467785581e-162,0.787793896917329,0.779,0.467,1.92895864643935e-157,"4","TFCP2L1"
2.61672902975125e-159,0.898144691918247,0.4,0.142,1.0288455199176e-154,"4","ANXA4"
1.55722876645353e-158,0.866569929920673,0.515,0.213,6.12271206394197e-154,"4","NCOA7"
2.00182248305207e-158,0.732945149232424,0.257,0.066,7.87076563886412e-154,"4","PTPRJ"
3.32700721415444e-151,0.821581632612169,0.334,0.108,1.30811269646124e-146,"4","NPC1"
1.76616712354188e-150,0.935105983439454,0.697,0.404,6.94421589634195e-146,"4","CA12"
2.16817161873877e-149,0.776196106329372,0.292,0.085,8.52481717055708e-145,"4","WNK3"
3.24656424259398e-147,0.755393245098645,0.304,0.094,1.2764841289031e-142,"4","ELOVL7"
7.38900992383303e-146,0.766993269731312,0.53,0.229,2.90521092185267e-141,"4","FREM1"
3.03635314452485e-143,0.749685885162257,0.323,0.105,1.19383332936428e-138,"4","AMFR"
1.05868411869338e-142,0.678168388986192,0.281,0.082,4.16253421787863e-138,"4","CEP152"
4.26567704170291e-140,0.78166730584945,0.36,0.128,1.67717889925675e-135,"4","RNASEK"
1.8269118245768e-138,0.749573615719848,0.454,0.185,7.18305191187108e-134,"4","TBC1D4"
4.41620548471369e-138,0.817816575707904,0.329,0.111,1.73636367247973e-133,"4","FOXO1"
1.48428704567684e-137,0.512768258996154,0.777,0.404,5.8359198061922e-133,"4","ENSG00000236283"
3.21582227272612e-134,0.789863315033522,0.301,0.097,1.26439700119046e-129,"4","MAPKAP1"
3.59770759232784e-134,0.66531385211268,0.265,0.078,1.41454667115146e-129,"4","TMEM65"
7.40952907809172e-134,0.82669834049311,0.506,0.232,2.9132786429241e-129,"4","NNT"
5.17568145290297e-133,0.612667493192806,0.723,0.368,2.03497443365239e-128,"4","CLCNKA"
4.57640337578275e-131,0.778117653586312,0.486,0.213,1.79935027929026e-126,"4","ITPR1"
6.73317627520209e-129,0.736354659351828,0.298,0.098,2.64735024788396e-124,"4","NSUN7"
7.45866069693842e-128,0.804786332001887,0.418,0.17,2.93259621282225e-123,"4","TBC1D24"
2.63283191746401e-127,0.575600220429362,0.334,0.115,1.0351768533085e-122,"4","HLA-B"
9.01995206023424e-127,0.60858805230201,0.265,0.08,3.5464647510429e-122,"4","ATP7A"
2.15731379020079e-125,0.779199821039622,0.28,0.09,8.48212636031145e-121,"4","DSCAML1"
3.55392725923867e-125,0.742858834545858,0.372,0.141,1.39733311978746e-120,"4","KCNC4"
3.88259793005118e-125,0.777093832299014,0.448,0.189,1.52655985413752e-120,"4","CKB"
2.57817834067662e-124,0.77457688134956,0.727,0.478,1.01368815998723e-119,"4","MSI2"
2.5097470007478e-120,0.712726851948257,0.5,0.23,9.86782325754022e-116,"4","CLIP1"
1.3691588196512e-118,0.851728189285432,0.313,0.112,5.38325864710459e-114,"4","ZDHHC3"
1.55510345683515e-118,0.627055437436613,0.281,0.092,6.11435577158444e-114,"4","SPTLC2"
1.74002010548759e-118,0.827294415620713,0.476,0.224,6.84141105075611e-114,"4","MAP1LC3A"
1.0876920747933e-117,0.653177800813523,0.346,0.13,4.27658769967229e-113,"4","GULP1"
2.97980299810032e-117,0.581887647470041,0.321,0.114,1.17159894279308e-112,"4","ST3GAL6"
5.64746385385256e-117,0.74060877618619,0.529,0.262,2.22046983805775e-112,"4","MAP4K3"
9.26744020905671e-117,0.749165269495969,0.459,0.209,3.64377214139692e-112,"4","LNPEP"
1.89891864349464e-116,0.789482250542199,0.43,0.19,7.46616832249221e-112,"4","PNPLA8"
2.23424244994586e-115,0.794176304123297,0.366,0.147,8.78459446469713e-111,"4","HERPUD1"
3.31948920914817e-115,0.808863008052053,0.518,0.266,1.30515676725288e-110,"4","FNDC3A"
7.21003041282472e-115,0.64024073161677,0.409,0.168,2.83483975771442e-110,"4","ABCA10"
2.19236698789805e-112,0.680083641616214,0.346,0.133,8.61994852301754e-108,"4","MAGI3"
2.74856275153356e-112,0.80678818302615,0.634,0.378,1.08067990264796e-107,"4","ENSG00000285106"
1.00970987213961e-111,0.695410072029728,0.566,0.295,3.96997727527854e-107,"4","DPY19L2"
2.20531351345065e-111,0.654737883665072,0.283,0.098,8.67085167218528e-107,"4","SELENOI"
3.01421156545989e-111,0.687328109579289,0.39,0.161,1.18512770330752e-106,"4","FBXO34"
4.29778109341933e-111,0.598675853336986,0.324,0.121,1.68980157031061e-106,"4","ATP6V0B"
3.95326566420205e-108,0.728573311755275,0.397,0.172,1.55434499385096e-103,"4","EZR"
1.2169755101951e-107,0.61151261649318,0.377,0.155,4.7849043109851e-103,"4","RALGPS2"
1.488458851104e-107,0.57892654891801,0.294,0.106,5.85232251077071e-103,"4","ENSG00000260272"
2.47683369751367e-107,0.548888845535802,0.385,0.157,9.73841473188425e-103,"4","LIMA1"
1.7582171650919e-106,0.673216669133192,0.267,0.091,6.91295824970835e-102,"4","RAD54L2"
2.60439070295058e-106,0.908440103311047,0.499,0.259,1.02399433658611e-101,"4","ITGAV"
4.74910192012783e-106,0.760015385564726,0.556,0.295,1.86725189295586e-101,"4","SPTAN1"
6.13879222299331e-105,0.586945605241142,0.253,0.084,2.41365032623651e-100,"4","IPCEF1"
2.39519143379408e-104,0.647495328835087,0.567,0.297,9.41741367939156e-100,"4","OXR1"
3.23422976196606e-104,0.534265239501864,0.324,0.122,1.27163445780982e-99,"4","PRKG1"
8.29010395046709e-104,0.684263545277051,0.342,0.136,3.25950307124465e-99,"4","ACADL"
3.47950884134039e-103,0.668202616666806,0.401,0.174,1.36807328623821e-98,"4","MAL"
2.49620075248224e-102,0.747287545748301,0.336,0.133,9.81456211860967e-98,"4","CAMK2N1"
1.8636443682664e-101,0.657986529449798,0.29,0.107,7.32747692714981e-97,"4","STK17A"
2.06603243465236e-101,0.624216305876442,0.304,0.112,8.12322632656617e-97,"4","UGT8"
1.12577346065653e-100,0.536438523021965,0.345,0.138,4.42631609260935e-96,"4","MIR99AHG"
1.65379342252692e-100,0.582704213695005,0.331,0.13,6.50238497869134e-96,"4","PLCL1"
1.00591118210544e-99,0.750701745753756,0.365,0.153,3.95504158580215e-95,"4","RAP1GAP"
1.11530887978822e-99,0.59080028248534,0.387,0.166,4.38517145355131e-95,"4","NSUN5P1"
3.71922859410533e-99,0.631538814985653,0.426,0.195,1.46232629863033e-94,"4","MYO10"
4.47475059525532e-99,0.679327040379723,0.436,0.208,1.75938243904249e-94,"4","GOT1"
1.33153840403494e-95,0.650710534766124,0.377,0.166,5.23534269698457e-91,"4","MAP4K3-DT"
1.01942681340064e-94,0.579195206212101,0.72,0.469,4.00818234492862e-90,"4","PDE4D"
3.19108132185491e-94,0.569242841790031,0.279,0.103,1.25466935412691e-89,"4","ADIPOR2"
1.52208552447612e-93,0.572019410106556,0.549,0.295,5.98453586513521e-89,"4","RUFY3"
1.01863873149865e-92,0.526281388429709,0.343,0.142,4.0050837645064e-88,"4","HLA-C"
3.44231215031369e-92,0.652478433377232,0.497,0.259,1.35344829126034e-87,"4","RGPD5"
3.08278197766558e-91,0.5316975452764,0.252,0.089,1.21208821797855e-86,"4","CDH1"
9.95526915472179e-91,0.71109144628586,0.343,0.146,3.91421272625351e-86,"4","GCGR"
2.35393844780973e-90,0.63118852337005,0.531,0.287,9.25521518909828e-86,"4","PTBP3"
2.57309864193155e-90,0.577042956712407,0.328,0.136,1.01169092403465e-85,"4","FAM107B"
2.83309480122096e-90,0.611000287410979,0.488,0.249,1.11391621394406e-85,"4","COL4A4"
7.54684608981805e-89,0.500609373428028,0.28,0.107,2.96726894559466e-84,"4","DDX52"
2.1944297864278e-88,0.554690932439637,0.326,0.135,8.62805903427683e-84,"4","GPRIN3"
8.67302077282503e-88,0.504614284896464,0.277,0.105,3.41005830745934e-83,"4","PTPN21"
5.9947048094851e-86,0.456065757304436,0.322,0.132,2.35699803699335e-81,"4","NPNT"
