"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.85108453523757,0.66,0.099,0,"13","ITGB6"
0,1.67389955917975,0.331,0.025,0,"13","TMPRSS4"
1.95364876729539e-260,1.8699297737658,0.292,0.027,7.68135622325201e-256,"13","CD44"
1.04465312748709e-212,1.60677149782496,0.428,0.074,4.10736716665376e-208,"13","CYTOR"
5.84322158653181e-192,1.92465418728302,0.567,0.142,2.29743786339258e-187,"13","MIR4435-2HG"
6.2033625677612e-184,2.53192293946126,0.382,0.068,2.43903809439235e-179,"13","S100A2"
1.62634553164335e-168,1.80998902733509,0.263,0.035,6.39446536131532e-164,"13","PAPPA2"
2.51804530333032e-165,2.24967524935362,0.418,0.087,9.90045052363414e-161,"13","UPP1"
4.76160480371748e-148,1.93086029969732,0.802,0.37,1.87216777672564e-143,"13","VMP1"
2.24921797206392e-138,1.51817362433872,0.469,0.125,8.84347522256093e-134,"13","MET"
5.81831169963298e-138,1.25419302266583,0.515,0.145,2.28764379406169e-133,"13","KCNIP4"
1.08625565941719e-137,1.50707871991967,0.369,0.079,4.27094000169653e-133,"13","WEE1"
5.19598734483209e-136,1.3000129938415,0.394,0.089,2.04295830424108e-131,"13","SLC16A5"
3.95412702888716e-130,1.59682154270026,0.452,0.12,1.55468366521785e-125,"13","ITGA3"
3.68957569274529e-128,1.38694089244655,0.613,0.214,1.45066737087359e-123,"13","ERBB4"
5.07046451035611e-116,2.24689882491187,0.413,0.113,1.99360523618182e-111,"13","ENSG00000270069"
1.6615897945067e-114,1.11954235771992,0.369,0.089,6.53303875404144e-110,"13","KLHL13"
5.49398956379065e-109,1.55159683895051,0.452,0.135,2.16012681669121e-104,"13","TCIM"
6.6615116830234e-107,1.34812053421484,0.399,0.109,2.61917316353114e-102,"13","MGLL"
2.39275004906903e-104,1.52140573554785,0.474,0.149,9.40781464292961e-100,"13","ACSL4"
1.85254646962405e-103,1.02239697271012,0.635,0.225,7.28384220926783e-99,"13","SLC12A1"
9.59636066196219e-101,1.59867400043228,0.495,0.168,3.7730970850703e-96,"13","NFKBIZ"
7.00234338923467e-99,1.11244627135003,0.483,0.158,2.75318137377929e-94,"13","DGKH"
2.6862909417809e-97,1.23510052243211,0.575,0.224,1.05619587248941e-92,"13","PPP1CB"
1.66801216450327e-93,1.13669436695856,0.282,0.064,6.55829022839397e-89,"13","FAM110C"
1.67001256996783e-93,1.74878172348818,0.282,0.066,6.56615542259952e-89,"13","BBOX1"
2.76791671805494e-93,0.99384040209357,0.445,0.139,1.08828949520484e-88,"13","LINC01606"
5.59232792490795e-93,0.970096623093254,0.428,0.131,2.19879149351531e-88,"13","PFKP"
3.70395484525617e-90,0.884586257160682,0.263,0.057,1.45632096605782e-85,"13","WFDC2"
1.16764478787472e-89,0.990703577190417,0.307,0.076,4.59094577696584e-85,"13","GPR132"
7.78422590543561e-89,0.905214354478162,0.271,0.062,3.06060194149918e-84,"13","DEPTOR"
1.45411121137158e-84,0.98389915880829,0.265,0.061,5.71727446087077e-80,"13","PROM1"
1.36238952171125e-83,1.03521027620825,0.331,0.092,5.3566431214643e-79,"13","TNFRSF12A"
1.45215601354971e-81,0.966926272205275,0.353,0.104,5.70958701407475e-77,"13","MYOF"
1.12659724745871e-80,0.907945156642697,0.294,0.074,4.42955505755816e-76,"13","SIM2"
1.40270627085317e-78,0.880493993819047,0.282,0.072,5.51516051574048e-74,"13","SAMD4A"
3.74379156291643e-75,0.848774891949499,0.362,0.112,1.47198396670748e-70,"13","MFHAS1"
