,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
hsa00982.2,1.53581040283905e-05,3.23787933054575e-08,0.182,0.164,0.00477637035282943,6,hsa00982
hsa00430.1,2.23960666347951e-05,7.06438824175847e-08,0.148,0.11,0.00696517672342128,6,hsa00430
hsa04371.1,2.49934430663722e-05,2.77475259508173e-08,0.444,0.378,0.00777296079364176,6,hsa04371
hsa00630.2,5.1586033342566e-05,1.74983898407657e-09,0.175,0.174,0.016043256369538,6,hsa00630
hsa04062.2,5.53261902641211e-05,3.90359375389765e-08,0.386,0.335,0.0172064451721417,6,hsa04062
hsa05161.1,7.53063090017321e-05,8.79253458900415e-08,0.368,0.298,0.0234202620995387,6,hsa05161
hsa00601.2,9.09028190588116e-05,9.3764830244613e-09,0.114,0.119,0.0282707767272904,6,hsa00601
hsa04611,9.26034953379079e-05,3.88652938598164e-08,0.29,0.222,0.0287996870500894,6,hsa04611
hsa04658.2,9.57486810093233e-05,5.46716831062875e-09,0.138,0.175,0.0297778397938995,6,hsa04658
hsa04630.1,0.00017961465951344,1.6220935639673e-08,0.611,0.546,0.0558601591086799,6,hsa04630
hsa04360.2,0.000202129808045901,2.02167352492958e-09,0.257,0.315,0.0628623703022751,6,hsa04360
hsa05166.2,0.000293169550090628,1.35161213638409e-07,0.236,0.19,0.0911757300781852,6,hsa05166
hsa05230.2,0.000367000995357066,1.37267872102116e-07,0.446,0.398,0.114137309556048,6,hsa05230
hsa04150.2,0.000410616003669059,4.33441771992821e-08,0.376,0.318,0.127701577141077,6,hsa04150
hsa04146.2,0.000630814662471079,2.1474868927768e-08,0.186,0.181,0.196183360028506,6,hsa04146
hsa04620.2,0.000924561914276135,3.03499429643592e-08,0.261,0.221,0.287538755339878,6,hsa04620
hsa04310.2,0.00120205512216206,5.99188670916089e-08,0.471,0.431,0.373839142992399,6,hsa04310
hsa05211.2,0.00122233418637684,5.48232504916022e-08,0.406,0.344,0.380145931963196,6,hsa05211
hsa04916.2,0.00122858224036023,1.1933327061354e-08,0.47,0.418,0.382089076752032,6,hsa04916
hsa04060.2,0.0013312494113369,9.34234154896507e-09,0.21,0.185,0.414018566925776,6,hsa04060
hsa00500.1,0.00153452419502767,5.04664996302605e-08,0.277,0.21,0.477237024653605,6,hsa00500
hsa00515.2,0.00201689775803065,5.67747276355666e-09,0.35,0.306,0.627255202747532,6,hsa00515
hsa04659.1,0.00215227567036402,7.16933728664919e-08,0.388,0.332,0.669357733483211,6,hsa04659
hsa04022.2,0.00246914574408238,1.55429941555648e-07,0.4,0.309,0.767904326409619,6,hsa04022
hsa04390.1,0.00252683789375652,7.40059680299903e-09,0.255,0.255,0.785846584958279,6,hsa04390
hsa03010.2,0.00349401112796306,4.06399812309965e-08,0.602,0.565,1,6,hsa03010
hsa04217.1,0.00409201639765656,1.79339770687074e-08,0.373,0.319,1,6,hsa04217
hsa05160.2,0.00429786212249179,4.71986635845634e-08,0.332,0.291,1,6,hsa05160
hsa04623.2,0.00453782911693893,1.06761568139301e-08,0.315,0.302,1,6,hsa04623
hsa04330.1,0.0049668515770955,2.02622740803346e-08,0.412,0.37,1,6,hsa04330
hsa00052.1,0.0083091379460027,4.86433895000714e-08,0.146,0.116,1,6,hsa00052
hsa04914.2,0.00974729486653226,8.51252298764024e-09,0.265,0.246,1,6,hsa04914
hsa04978.3,0,1.22535164603298e-06,0.551,0.154,0,1,hsa04978
hsa04928.3,0,9.24421887637461e-07,0.65,0.19,0,1,hsa04928
hsa04919.2,0,7.07701100311143e-07,0.166,0.127,0,1,hsa04919
hsa04012.3,0,5.98663437834149e-07,0.266,0.156,0,1,hsa04012
hsa05208.3,0,5.65320919162207e-07,0.373,0.158,0,1,hsa05208
hsa05222,0,5.2853783545677e-07,0.149,0.084,0,1,hsa05222
hsa00650.3,0,4.94071242791911e-07,0.807,0.248,0,1,hsa00650
hsa05225.3,0,4.44915835226603e-07,0.327,0.17,0,1,hsa05225
hsa05130.3,0,4.31404490412753e-07,0.184,0.129,0,1,hsa05130
hsa05418.3,0,3.65608553288443e-07,0.335,0.131,0,1,hsa05418
hsa04977.3,0,3.45020467236401e-07,0.795,0.283,0,1,hsa04977
hsa04921.3,0,3.02604998480512e-07,0.24,0.109,0,1,hsa04921
hsa04664.2,0,2.22927024703739e-07,0.112,0.104,0,1,hsa04664
hsa04721.3,0,2.19387363819143e-07,0.801,0.392,0,1,hsa04721
hsa04512.3,0,2.01121322371924e-07,0.27,0.154,0,1,hsa04512
hsa04979.3,0,1.96002180350937e-07,0.762,0.329,0,1,hsa04979
hsa04727.3,0,1.89885757501165e-07,0.764,0.321,0,1,hsa04727
hsa04974.3,0,1.5601715412576e-07,0.405,0.162,0,1,hsa04974
hsa04726.2,0,1.25398541005438e-07,0.154,0.122,0,1,hsa04726
hsa04666.3,4.74523515272522e-304,2.44797410508167e-07,0.229,0.17,1.47576813249754e-301,1,hsa04666
hsa04024.3,1.41942446946052e-300,1.93928927337325e-07,0.272,0.163,4.41441010002221e-298,1,hsa04024
hsa04926.3,1.20435580630675e-297,1.93672952156245e-07,0.19,0.163,3.74554655761399e-295,1,hsa04926
hsa05110.2,3.17381517157477e-289,1.605227440566e-07,0.134,0.116,9.87056518359754e-287,1,hsa05110
hsa04662.2,6.95534699422564e-288,1.77035120516777e-07,0.232,0.158,2.16311291520417e-285,1,hsa04662
hsa04530.2,1.35136566307772e-286,5.37028456289013e-07,0.259,0.159,4.20274721217172e-284,1,hsa04530
hsa04340.3,7.38414175563794e-285,1.96129990925081e-07,0.745,0.436,2.2964680860034e-282,1,hsa04340
hsa04210.3,1.94514268787516e-278,2.76358056041218e-07,0.201,0.118,6.04939375929175e-276,1,hsa04210
hsa04370.1,7.90039613949136e-277,3.31778374926478e-07,0.09,0.123,2.45702319938181e-274,1,hsa04370
hsa04658.3,2.24939566016764e-276,1.44395250736376e-07,0.262,0.161,6.99562050312135e-274,1,hsa04658
hsa04918.3,9.45118373695253e-274,3.03681582979115e-07,0.405,0.171,2.93931814219224e-271,1,hsa04918
hsa04912.3,1.30959976204322e-271,1.81558390834262e-07,0.314,0.181,4.07285525995441e-269,1,hsa04912
hsa05210.3,1.4967484704569e-269,2.43274994470417e-07,0.21,0.165,4.65488774312096e-267,1,hsa05210
hsa04915.3,8.50172674865662e-269,1.98523435595027e-07,0.301,0.168,2.64403701883221e-266,1,hsa04915
hsa04964.3,4.2013414868729e-260,6.9866167147903e-07,0.368,0.168,1.30661720241747e-257,1,hsa04964
hsa04015.3,1.23799139393469e-259,2.85501365766716e-07,0.514,0.282,3.8501532351369e-257,1,hsa04015
hsa05410.2,2.78584354418872e-258,1.99492751091177e-07,0.171,0.171,8.66397342242692e-256,1,hsa05410
hsa04910.3,1.40540969519935e-255,3.77697546195315e-07,0.525,0.292,4.37082415206998e-253,1,hsa04910
hsa04613.3,2.5270079187072e-255,1.30891035377933e-07,0.205,0.181,7.8589946271794e-253,1,hsa04613
hsa04014.3,5.37581301327026e-246,2.07147434745923e-07,0.492,0.274,1.67187784712705e-243,1,hsa04014
hsa04068.3,8.13485409051213e-240,3.1661070234224e-07,0.454,0.277,2.52993962214927e-237,1,hsa04068
hsa04360.3,2.24550013858156e-233,1.85061357510932e-07,0.461,0.292,6.98350543098864e-231,1,hsa04360
hsa04670.2,5.70928162729728e-230,2.42726335866272e-07,0.321,0.219,1.77558658608945e-227,1,hsa04670
hsa05135.3,3.01566137793358e-229,3.49847652481189e-07,0.303,0.215,9.37870688537345e-227,1,hsa05135
hsa05231.2,3.25351118251516e-224,2.58563553892815e-07,0.371,0.258,1.01184197776221e-221,1,hsa05231
hsa04510.2,1.08868768226726e-220,3.67120762068237e-07,0.398,0.27,3.38581869185119e-218,1,hsa04510
hsa04933.1,3.05366081183998e-218,2.31147049355792e-07,0.255,0.209,9.49688512482232e-216,1,hsa04933
hsa04660.1,2.15130824449755e-210,1.79820611584224e-07,0.172,0.166,6.69056864038739e-208,1,hsa04660
hsa04070.3,1.76931926628013e-203,2.95084000181049e-07,0.388,0.245,5.50258291813121e-201,1,hsa04070
hsa05220.3,5.09158345561069e-202,3.45367673895305e-07,0.131,0.139,1.58348245469493e-199,1,hsa05220
hsa04145.2,3.11209000230656e-201,1.64307948292308e-07,0.186,0.17,9.6785999071734e-199,1,hsa04145
hsa05132.2,3.10100937762583e-198,3.65448298777472e-07,0.356,0.262,9.64413916441634e-196,1,hsa05132
hsa05214.3,1.02340154466325e-196,2.04970881813154e-07,0.352,0.23,3.1827788039027e-194,1,hsa05214
hsa05012.3,2.67241677248362e-189,3.57875508368048e-07,0.322,0.211,8.31121616242406e-187,1,hsa05012
hsa05166.3,7.75367973203455e-188,3.57180074516704e-07,0.197,0.192,2.41139439666274e-185,1,hsa05166
hsa00620.3,4.25316418554647e-182,2.28390477546632e-07,0.548,0.327,1.32273406170495e-179,1,hsa00620
hsa04961.3,9.15766592895823e-177,2.25552755552857e-07,0.358,0.167,2.84803410390601e-174,1,hsa04961
hsa04971.3,3.4500612464513e-169,1.87541367115053e-07,0.206,0.169,1.07296904764635e-166,1,hsa04971
hsa04625.2,1.10620114597227e-167,2.1926844064097e-07,0.194,0.162,3.44028556397376e-165,1,hsa04625
hsa04620.3,1.48992382462412e-166,1.14282243452308e-07,0.246,0.221,4.63366309458102e-164,1,hsa04620
hsa04514.2,1.41125646628021e-165,5.66725476769708e-08,0.207,0.18,4.38900761013144e-163,1,hsa04514
hsa05163.3,8.31887051821279e-165,2.88497746813809e-07,0.18,0.175,2.58716873116418e-162,1,hsa05163
hsa05170.2,2.4966000307597e-162,2.00156903045009e-07,0.332,0.26,7.76442609566268e-160,1,hsa05170
hsa05416.3,3.11870526998035e-162,1.13013937607548e-07,0.088,0.125,9.69917338963889e-160,1,hsa05416
hsa05414.3,4.22584086166965e-162,1.27342960646943e-07,0.179,0.231,1.31423650797926e-159,1,hsa05414
hsa04218.3,4.33484480276143e-160,4.1942989971454e-07,0.189,0.181,1.3481367336588e-157,1,hsa04218
hsa00640.3,3.41575989172132e-158,1.74871780774936e-07,0.346,0.175,1.06230132632533e-155,1,hsa00640
hsa05146.2,5.94721972579168e-157,8.09630290997192e-08,0.399,0.307,1.84958533472121e-154,1,hsa05146
hsa04380.2,8.05214069705699e-157,1.44312160929892e-07,0.226,0.238,2.50421575678472e-154,1,hsa04380
hsa04922.3,7.3627409781814e-153,2.79304733977515e-07,0.416,0.267,2.28981244421442e-150,1,hsa04922
hsa05150.3,1.30368372560956e-152,4.97054467349249e-09,0.187,0.095,4.05445638664572e-150,1,hsa05150
hsa05164.3,8.7002168137329e-152,1.44079345142794e-07,0.279,0.233,2.70576742907093e-149,1,hsa05164
hsa04611.1,4.73364090870613e-151,1.09969010791209e-07,0.253,0.223,1.47216232260761e-148,1,hsa04611
hsa04650.1,1.53146444023818e-146,5.79941123379738e-08,0.382,0.286,4.76285440914074e-144,1,hsa04650
hsa05100.3,2.89964816006979e-146,1.88741780585703e-07,0.179,0.185,9.01790577781705e-144,1,hsa05100
hsa04260.3,1.82803254672457e-143,1.38644094567093e-07,0.149,0.187,5.68518122031341e-141,1,hsa04260
hsa05167.3,2.76071523284447e-142,2.49683235104391e-07,0.259,0.237,8.5858243741463e-140,1,hsa05167
hsa04722.1,3.04656017884136e-141,1.92339714109177e-07,0.401,0.29,9.47480215619663e-139,1,hsa04722
hsa04925.3,2.82153508456338e-140,7.24597766686636e-08,0.331,0.265,8.7749741129921e-138,1,hsa04925
hsa04932.2,4.99591120489971e-140,2.34060651811536e-07,0.305,0.217,1.55372838472381e-137,1,hsa04932
hsa02010.3,1.79827094717424e-138,1.31221274619929e-07,0.076,0.11,5.59262264571188e-136,1,hsa02010
hsa05412.3,8.19501396213273e-138,1.22087322540559e-07,0.196,0.227,2.54864934222328e-135,1,hsa05412
hsa04668.3,2.11036335388026e-137,1.50754050649032e-07,0.14,0.172,6.56323003056762e-135,1,hsa04668
hsa04973.3,4.63708085702709e-129,1.13867893509773e-07,0.128,0.135,1.44213214653543e-126,1,hsa04973
hsa04927.2,1.52240923033633e-128,6.80035583025795e-08,0.148,0.162,4.73469270634599e-126,1,hsa04927
hsa05415.2,4.47274991142214e-127,2.91506682970152e-07,0.152,0.155,1.39102522245229e-124,1,hsa05415
hsa04072,2.0387113967993e-125,1.10342179964321e-07,0.28,0.245,6.34039244404581e-123,1,hsa04072
hsa00562.3,4.82427007571182e-125,1.82741563262084e-07,0.31,0.231,1.50034799354638e-122,1,hsa00562
hsa04723.3,4.76734717456896e-124,1.39467632011786e-07,0.136,0.139,1.48264497129095e-121,1,hsa04723
hsa04010.2,2.77255607507626e-123,2.36259120035774e-07,0.498,0.365,8.62264939348718e-121,1,hsa04010
hsa03320.3,1.30340384579074e-121,1.79011144140392e-07,0.509,0.315,4.05358596040921e-119,1,hsa03320
hsa05218.3,2.14088336226663e-121,1.146165661627e-07,0.24,0.233,6.65814725664922e-119,1,hsa05218
hsa04914.3,5.36531008269938e-120,1.38948277460356e-07,0.253,0.246,1.66861143571951e-117,1,hsa04914
hsa05120,1.97846308567727e-119,1.28440272796933e-07,0.215,0.236,6.15302019645631e-117,1,hsa05120
hsa04972.3,1.3898572601868e-110,9.74501869874114e-08,0.176,0.195,4.32245607918094e-108,1,hsa04972
hsa04114.3,1.08323982229703e-107,1.36330212330435e-07,0.318,0.268,3.36887584734376e-105,1,hsa04114
hsa00190.3,2.16356079441415e-105,2.76140017201146e-07,0.219,0.208,6.72867407062801e-103,1,hsa00190
hsa04152.2,1.12449086821553e-104,1.37814505767316e-07,0.462,0.337,3.49716660015029e-102,1,hsa04152
hsa03040.3,4.45018377798233e-103,3.92191256801517e-07,0.354,0.3,1.3840071549525e-100,1,hsa03040
hsa03015.3,6.77820837966725e-101,3.61377438792022e-07,0.157,0.192,2.10802280607652e-98,1,hsa03015
hsa03018.2,3.58218553549266e-100,1.19740232069305e-07,0.218,0.234,1.11405970153822e-97,1,hsa03018
hsa04930.1,6.05486718676494e-98,8.03220447611376e-08,0.235,0.186,1.8830636950839e-95,1,hsa04930
hsa00230.2,2.57657079988784e-95,6.32073692871774e-08,0.234,0.229,8.01313518765117e-93,1,hsa00230
hsa04931.2,2.64610415809257e-93,2.07289204559599e-07,0.543,0.408,8.22938393166788e-91,1,hsa04931
hsa05417.2,9.05768608183206e-93,1.06647786345248e-07,0.343,0.298,2.81694037144977e-90,1,hsa05417
hsa00601.3,9.30074741849948e-93,2.24519405183304e-08,0.206,0.107,2.89253244715334e-90,1,hsa00601
hsa04540.3,1.76580332451003e-89,6.04502965644333e-08,0.156,0.216,5.49164833922618e-87,1,hsa04540
hsa04970.3,2.27493754745604e-89,7.53464057222336e-08,0.195,0.224,7.07505577258828e-87,1,hsa04970
hsa04714.2,1.96213885858747e-88,2.16145611404748e-07,0.32,0.279,6.10225185020704e-86,1,hsa04714
hsa05219.2,3.40348154890676e-86,1.22972783081585e-07,0.455,0.392,1.05848276171e-83,1,hsa05219
hsa04062.3,9.02916111840139e-86,6.38442719063433e-08,0.363,0.335,2.80806910782283e-83,1,hsa04062
hsa04929.2,6.27276235801523e-85,4.80477120905474e-08,0.25,0.244,1.95082909334274e-82,1,hsa04929
hsa00020.3,1.04577221416052e-84,2.45500152546186e-07,0.648,0.494,3.2523515860392e-82,1,hsa00020
hsa05133.2,1.3674200140123e-83,4.64785868145699e-08,0.352,0.3,4.25267624357825e-81,1,hsa05133
hsa04136.2,2.48438396190084e-82,4.2176810925763e-08,0.3,0.265,7.72643412151161e-80,1,hsa04136
hsa04390.2,2.37936693965253e-81,1.11463632979926e-07,0.239,0.257,7.39983118231938e-79,1,hsa04390
hsa04728.2,9.33877697169465e-81,7.96513974942826e-08,0.366,0.324,2.90435963819704e-78,1,hsa04728
hsa05161.2,1.34816971615756e-77,1.51481262993715e-07,0.288,0.305,4.19280781725e-75,1,hsa05161
hsa03013.3,8.31708730365218e-77,2.22728400008093e-07,0.214,0.239,2.58661415143583e-74,1,hsa03013
hsa05034.1,2.70411894478571e-76,5.36622618757285e-08,0.377,0.336,8.40980991828356e-74,1,hsa05034
hsa04810.2,2.7430428827564e-76,1.94077905974777e-07,0.494,0.381,8.53086336537241e-74,1,hsa04810
hsa04724.3,5.16622794991645e-75,3.55370354286144e-08,0.176,0.257,1.60669689242402e-72,1,hsa04724
hsa05224.2,1.9560705305418e-73,1.10968337479633e-07,0.381,0.354,6.083379349985e-71,1,hsa05224
hsa05235.3,1.87269677334345e-72,6.81727813433683e-08,0.228,0.291,5.82408696509813e-70,1,hsa05235
hsa05020.3,3.70267769497197e-72,1.68565452314053e-07,0.295,0.284,1.15153276313628e-69,1,hsa05020
hsa00564.2,1.2216367528966e-68,8.06979451348309e-08,0.35,0.313,3.79929030150841e-66,1,hsa00564
hsa04261.3,2.74264142154924e-66,5.60857824607222e-08,0.373,0.346,8.52961482101815e-64,1,hsa04261
hsa04725.2,2.67098941542738e-65,3.55196037783465e-08,0.275,0.296,8.30677708197914e-63,1,hsa04725
hsa00630.3,8.28590200555361e-65,9.54451754354192e-08,0.255,0.164,2.57691552372717e-62,1,hsa00630
hsa00970.3,1.45738628656339e-64,5.83045646310546e-08,0.168,0.208,4.53247135121215e-62,1,hsa00970
hsa04744.3,2.16017556135079e-64,1.82548451659304e-08,0.31,0.22,6.71814599580096e-62,1,hsa04744
hsa00591.3,2.25632792534358e-64,1.96467588323745e-09,0.189,0.15,7.01717984781854e-62,1,hsa00591
hsa04917.2,3.40378105882575e-63,8.17049650386171e-08,0.299,0.305,1.05857590929481e-60,1,hsa04917
hsa00240.3,3.84649020413424e-63,8.59840029327269e-08,0.364,0.283,1.19625845348575e-60,1,hsa00240
hsa00330.3,4.57742110520696e-62,1.10352381727064e-07,0.267,0.32,1.42357796371936e-59,1,hsa00330
hsa05032.3,9.89279719871421e-62,1.70069692870688e-08,0.203,0.291,3.07665992880012e-59,1,hsa05032
hsa00130.3,2.05451514180354e-61,1.00626109396033e-07,0.177,0.115,6.38954209100901e-59,1,hsa00130
hsa04720.2,1.6841578446603e-58,5.23116664713305e-08,0.372,0.338,5.23773089689354e-56,1,hsa04720
hsa04213.3,4.35314562363498e-58,5.79654740779564e-08,0.251,0.265,1.35382828895048e-55,1,hsa04213
hsa04140.3,1.13588385662379e-57,1.03143222664767e-07,0.58,0.451,3.53259879409999e-55,1,hsa04140
hsa04270.3,9.32265707327029e-57,5.82645948507872e-08,0.353,0.335,2.89934634978706e-54,1,hsa04270
hsa04923.3,1.21740748274598e-54,6.08478153869478e-08,0.101,0.185,3.78613727134e-52,1,hsa04923
hsa05212.1,2.43049489647115e-54,1.6112893474592e-07,0.264,0.324,7.55883912802526e-52,1,hsa05212
hsa03030.2,8.93904594684957e-54,2.81354427642925e-08,0.133,0.155,2.78004328947022e-51,1,hsa03030
hsa04130.2,1.53969576715766e-53,5.22974766413924e-08,0.138,0.207,4.78845383586031e-51,1,hsa04130
hsa00592.3,5.83667579655406e-53,9.87294954009524e-09,0.248,0.221,1.81520617272831e-50,1,hsa00592
hsa04371.2,1.66862567424483e-52,5.13240893551154e-08,0.423,0.377,5.18942584690142e-50,1,hsa04371
hsa05134.2,6.68997623388736e-52,5.94317326414943e-08,0.112,0.197,2.08058260873897e-49,1,hsa05134
hsa05216.2,7.68577955872775e-52,9.95796733092327e-08,0.408,0.362,2.39027744276433e-49,1,hsa05216
hsa00280.3,4.16255871115546e-51,1.1746071978394e-07,0.275,0.182,1.29455575916935e-48,1,hsa00280
hsa00270.3,2.25537253674289e-50,4.21282955863521e-08,0.434,0.291,7.01420858927038e-48,1,hsa00270
hsa04920.2,2.46324704565321e-50,1.21518896841324e-07,0.486,0.434,7.66069831198148e-48,1,hsa04920
hsa05221.3,1.13607266995403e-48,9.62486029544285e-08,0.168,0.257,3.53318600355704e-46,1,hsa05221
hsa04621.2,1.74885083442239e-47,5.96294722208305e-08,0.433,0.386,5.43892609505362e-45,1,hsa04621
hsa04916.3,2.00636327515327e-47,2.26909520278439e-08,0.458,0.416,6.23978978572667e-45,1,hsa04916
hsa04137.1,1.00196725845944e-46,1.21514287674698e-07,0.299,0.308,3.11611817380886e-44,1,hsa04137
hsa04730.3,4.8550620944878e-45,4.7269582767843e-08,0.205,0.274,1.50992431138571e-42,1,hsa04730
hsa00100.2,9.06379870943956e-45,6.67934655037415e-08,0.12,0.149,2.8188413986357e-42,1,hsa00100
hsa05213.2,1.22131685025215e-44,1.06355116528481e-07,0.327,0.343,3.79829540428419e-42,1,hsa05213
hsa00900.2,1.18433915816975e-43,8.40910190221447e-08,0.112,0.165,3.68329478190792e-41,1,hsa00900
hsa05207.2,2.09675887927013e-43,1.1322036101677e-07,0.176,0.189,6.52092011453011e-41,1,hsa05207
hsa05031.2,1.05805268563365e-42,2.37922088393451e-08,0.413,0.388,3.29054385232065e-40,1,hsa05031
hsa05169.2,4.66706510067963e-42,9.34739762478358e-08,0.248,0.318,1.45145724631137e-39,1,hsa05169
hsa05223.1,3.00855528015953e-40,1.03798474457763e-07,0.326,0.352,9.35660692129615e-38,1,hsa05223
hsa05145.2,3.24684693766973e-40,6.65180388772594e-08,0.229,0.295,1.00976939761529e-37,1,hsa05145
hsa01040.3,8.82737759649749e-40,1.61065849754519e-08,0.187,0.174,2.74531443251072e-37,1,hsa01040
hsa05226.2,3.21213135396797e-39,6.42156113597566e-08,0.382,0.392,9.98972851084039e-37,1,hsa05226
hsa04020.3,4.20728286506356e-39,7.38412624372391e-08,0.699,0.592,1.30846497103477e-36,1,hsa04020
hsa05131.2,1.44363866934429e-38,1.59763249697652e-07,0.313,0.345,4.48971626166075e-36,1,hsa05131
hsa00450.3,1.70590268648567e-38,2.97805923562383e-08,0.072,0.13,5.30535735497045e-36,1,hsa00450
hsa03410.3,1.83180542060729e-38,2.98145332620856e-08,0.27,0.266,5.69691485808868e-36,1,hsa03410
hsa05160.3,2.74921372164699e-37,8.71485645710271e-08,0.267,0.298,8.55005467432213e-35,1,hsa05160
hsa00770.2,3.88859119585942e-37,1.48287426648185e-07,0.256,0.131,1.20935186191228e-34,1,hsa00770
hsa00561.1,3.29835678654332e-36,3.73393345740597e-08,0.323,0.294,1.02578896061497e-33,1,hsa00561
hsa04550.2,2.27880033353146e-35,2.16204948862386e-08,0.524,0.459,7.08706903728285e-33,1,hsa04550
hsa03022.2,2.92195844142432e-35,3.78388474744228e-08,0.092,0.203,9.08729075282963e-33,1,hsa03022
hsa04935.3,6.18667395726487e-35,3.92595915452601e-08,0.316,0.361,1.92405560070938e-32,1,hsa04935
hsa00062.3,6.77252612645223e-33,3.87867720199136e-08,0.262,0.272,2.10625562532664e-30,1,hsa00062
hsa05211.3,1.73660946970385e-32,6.54719044471314e-08,0.3,0.355,5.40085545077898e-30,1,hsa05211
hsa04622.1,1.85809225370619e-31,2.50721226669239e-08,0.25,0.31,5.77866690902626e-29,1,hsa04622
hsa00220.2,2.9552184811085e-31,4.32466326782799e-08,0.319,0.18,9.19072947624743e-29,1,hsa00220
hsa04911.1,1.38874883107051e-30,2.35755817915754e-08,0.23,0.279,4.31900886462928e-28,1,hsa04911
hsa05215.2,2.37818561433927e-29,5.57445230384947e-08,0.351,0.373,7.39615726059513e-27,1,hsa05215
hsa00510.2,3.43276130456201e-29,2.23328510747877e-08,0.245,0.313,1.06758876571879e-26,1,hsa00510
hsa04146.3,2.04951376777083e-27,5.47843863668703e-08,0.206,0.178,6.37398781776729e-25,1,hsa04146
hsa04060.3,1.46746608093556e-26,1.51678470434486e-08,0.143,0.192,4.5638195117096e-24,1,hsa04060
hsa00010.3,1.1656120861069e-24,3.18778878423269e-08,0.444,0.333,3.62505358779246e-22,1,hsa00010
hsa05152.2,1.41669066790586e-24,1.56957475659847e-08,0.381,0.381,4.40590797718721e-22,1,hsa05152
hsa00730.3,4.24254836661299e-24,1.25191892863931e-08,0.156,0.152,1.31943254201664e-21,1,hsa00730
hsa00983.2,1.23907738527165e-23,8.22988160650986e-08,0.335,0.192,3.85353066819482e-21,1,hsa00983
hsa04217.2,1.91970871868081e-22,3.53851649480295e-08,0.281,0.328,5.97029411509731e-20,1,hsa04217
hsa04144.3,2.78585181566842e-22,6.97737937997201e-08,0.479,0.428,8.66399914672877e-20,1,hsa04144
hsa00563.1,1.71623288628858e-21,3.00571634003759e-08,0.098,0.176,5.33748427635747e-19,1,hsa00563
hsa04520.1,1.27670431955571e-20,7.1939258916216e-08,0.388,0.404,3.97055043381826e-18,1,hsa04520
hsa03050.1,1.82181879938878e-20,1.21339472328701e-08,0.139,0.239,5.6658564660991e-18,1,hsa03050
hsa00410.1,2.95242446999053e-19,9.7428664113199e-08,0.337,0.238,9.18204010167055e-17,1,hsa00410
hsa04150.3,3.55440984705307e-19,2.79396208631012e-08,0.282,0.326,1.10542146243351e-16,1,hsa04150
hsa00380.2,5.62682417436235e-19,3.19991298951793e-08,0.437,0.345,1.74994231822669e-16,1,hsa00380
hsa05205.3,1.00911039708557e-18,1.12617131445189e-07,0.414,0.42,3.13833333493612e-16,1,hsa05205
hsa05144.2,3.15334925604379e-18,2.12717925538807e-08,0.099,0.156,9.80691618629618e-16,1,hsa05144
hsa05171.2,5.308893272211e-18,2.47222086194875e-08,0.522,0.469,1.65106580765762e-15,1,hsa05171
hsa03440.2,9.49333416791816e-18,1.12549967948985e-08,0.22,0.302,2.95242692622255e-15,1,hsa03440
hsa04710.1,8.25935029391268e-17,5.10380064889987e-08,0.274,0.356,2.56865794140684e-14,1,hsa04710
hsa04950.1,1.43315202775571e-16,1.05674092372957e-08,0.136,0.047,4.45710280632027e-14,1,hsa04950
hsa04110,4.90774826235791e-16,5.0739043339786e-08,0.319,0.386,1.52630970959331e-13,1,hsa04110
hsa05217.2,1.40474213392588e-15,1.8029548941348e-08,0.191,0.259,4.36874803650949e-13,1,hsa05217
hsa04976.2,6.22074425894163e-14,4.8082848326094e-08,0.156,0.096,1.93465146453085e-11,1,hsa04976
hsa04659.2,2.27681066747266e-12,1.55158299019304e-08,0.246,0.347,7.08088117583998e-10,1,hsa04659
hsa03450.2,3.58037586446616e-12,1.88591860268203e-08,0.056,0.139,1.11349689384898e-09,1,hsa03450
hsa05202.2,1.6948097385194e-11,1.3259992491792e-08,0.582,0.517,5.27085828679533e-09,1,hsa05202
hsa00514.2,2.5741418194759e-11,6.21779963467565e-09,0.141,0.23,8.00558105857005e-09,1,hsa00514
hsa04612.3,1.14897973479719e-10,5.94648889445991e-09,0.188,0.281,3.57332697521927e-08,1,hsa04612
hsa04934.2,1.79429455581499e-10,5.64868070537586e-09,0.435,0.443,5.58025606858461e-08,1,hsa04934
hsa03420.1,4.37094339778679e-09,1.39471157160907e-08,0.201,0.296,1.35936339671169e-06,1,hsa03420
hsa03430.2,1.24052104814158e-07,1.85401231507982e-08,0.375,0.409,3.85802045972032e-05,1,hsa03430
hsa04640.3,3.60656079992923e-06,8.05822270530186e-09,0.022,0.196,0.00112164040877799,1,hsa04640
hsa00534.1,0.000117337916826007,7.58711706802007e-10,0.104,0.173,0.0364920921328881,1,hsa00534
hsa00513.1,0.000232189375774126,8.47766280556134e-09,0.231,0.335,0.0722108958657532,1,hsa00513
hsa00071.2,0.000831177542490568,3.40863946362028e-08,0.514,0.51,0.258496215714566,1,hsa00071
hsa04966.2,0.000858182138731424,4.81351224358577e-08,0.268,0.413,0.266894645145473,1,hsa04966
hsa04810.3,0,1.02894954183608e-06,0.735,0.35,0,2,hsa04810
hsa04022.4,0,7.96816491658327e-07,0.694,0.266,0,2,hsa04022
hsa04071.3,0,5.54280562662609e-07,0.747,0.321,0,2,hsa04071
hsa05142.4,0,5.10645503663249e-07,0.716,0.248,0,2,hsa05142
hsa04750.4,0,4.17052705577502e-07,0.717,0.322,0,2,hsa04750
