,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
hsa00230,8.93711863519856e-31,2.9519338587945e-05,0.564,0.443,2.77944389554675e-28,3,hsa00230
hsa04927,1.38495130425874e-29,2.33270234106003e-05,0.504,0.37,4.30719855624468e-27,3,hsa04927
hsa04916,2.27678286457265e-29,2.81242069793044e-05,0.573,0.458,7.08079470882093e-27,3,hsa04916
hsa04925,7.9995325219558e-28,3.71292498963514e-05,0.288,0.168,2.48785461432825e-25,3,hsa04925
hsa04919,1.84185451864879e-26,7.89394941742814e-05,0.308,0.194,5.72816755299773e-24,3,hsa04919
hsa04974,3.45418745429749e-26,3.28524442423067e-05,0.777,0.661,1.07425229828652e-23,3,hsa04974
hsa00520,3.94517006242165e-26,2.730115362441e-05,0.391,0.182,1.22694788941313e-23,3,hsa00520
hsa05414,8.28098731729846e-26,2.08870210100171e-05,0.465,0.374,2.57538705567982e-23,3,hsa05414
hsa05416,3.70548903694976e-25,2.48737475306526e-05,0.19,0.098,1.15240709049138e-22,3,hsa05416
hsa04152,2.84320044707019e-24,6.17333876723817e-05,0.512,0.365,8.8423533903883e-22,3,hsa04152
hsa00051,5.1378913315512e-24,1.34322542690165e-05,0.238,0.082,1.59788420411242e-21,3,hsa00051
hsa04658,4.25681675307026e-23,2.45137101887713e-05,0.406,0.259,1.32387001020485e-20,3,hsa04658
hsa04064,5.79843230694425e-23,1.69766952711498e-05,0.485,0.337,1.80331244745966e-20,3,hsa04064
hsa05152,2.15867758147822e-22,5.44039568620597e-05,0.583,0.465,6.71348727839725e-20,3,hsa05152
hsa05223,2.54607155854267e-22,6.61344503230915e-05,0.395,0.26,7.91828254706769e-20,3,hsa05223
hsa04510,4.3011249955816e-22,7.86177184952478e-05,0.758,0.697,1.33764987362588e-19,3,hsa04510
hsa04115,4.73488308446421e-22,2.7389896240939e-05,0.48,0.353,1.47254863926837e-19,3,hsa04115
hsa04360,6.46052251553214e-21,7.02616313803462e-05,0.599,0.502,2.0092225023305e-18,3,hsa04360
hsa04950,7.25531095048286e-21,6.43434717302861e-06,0.312,0.052,2.25640170560017e-18,3,hsa04950
hsa04612,3.30964006894415e-20,1.7839893355559e-05,0.607,0.453,1.02929806144163e-17,3,hsa04612
hsa05417,5.5821264741091e-20,4.79776910005027e-05,0.532,0.428,1.73604133344793e-17,3,hsa05417
hsa04146,6.689849775887e-20,6.28348441317813e-05,0.459,0.268,2.08054328030086e-17,3,hsa04146
hsa04710,7.92519355349268e-20,0.000129035723142945,0.493,0.348,2.46473519513622e-17,3,hsa04710
hsa05323,1.47910936009363e-18,7.6887939303341e-06,0.527,0.407,4.60003010989117e-16,3,hsa05323
hsa04913,1.76132748375026e-18,9.47525341963672e-06,0.335,0.191,5.47772847446332e-16,3,hsa04913
hsa05218,3.80750589349087e-18,5.84692768524544e-05,0.329,0.184,1.18413433287566e-15,3,hsa05218
hsa05412,2.95628644407733e-17,2.00167553877084e-05,0.394,0.322,9.19405084108048e-15,3,hsa05412
hsa05210,1.33406535765946e-16,5.12432242073125e-05,0.312,0.22,4.14894326232093e-14,3,hsa05210
hsa04928,1.38981177581227e-15,4.02102330225554e-05,0.441,0.279,4.32231462277617e-13,3,hsa04928
hsa05164,1.9400402099408e-15,4.24747542960435e-05,0.445,0.341,6.03352505291587e-13,3,hsa05164
hsa04012,2.84243715573598e-15,7.52018339769892e-05,0.37,0.268,8.83997955433889e-13,3,hsa04012
hsa04713,3.91203263306092e-15,3.25242771267711e-05,0.637,0.545,1.21664214888195e-12,3,hsa04713
hsa05226,1.02362876627527e-14,4.23411240635474e-05,0.358,0.239,3.18348546311609e-12,3,hsa05226
hsa04340,2.25625583503701e-14,2.8975776023524e-05,0.448,0.303,7.01695564696509e-12,3,hsa04340
hsa04725,4.38144172336244e-14,3.04055133153848e-05,0.552,0.456,1.36262837596572e-11,3,hsa04725
hsa05340,1.24181166852412e-12,7.06905892684399e-07,0.141,0.228,3.86203428911001e-10,3,hsa05340
hsa04910,1.74098063709404e-12,5.69079546930826e-05,0.389,0.281,5.41444978136246e-10,3,hsa04910
hsa04940,5.4633744752127e-12,6.35774225638415e-06,0.011,0.1,1.69910946179115e-09,3,hsa04940
hsa05208,6.06886129290626e-12,5.06991242050647e-05,0.394,0.29,1.88741586209385e-09,3,hsa05208
hsa04062,9.07494342066448e-12,4.79488212917113e-05,0.556,0.461,2.82230740382665e-09,3,hsa04062
hsa05012,1.50834514719615e-11,6.57016227070158e-05,0.357,0.294,4.69095340778002e-09,3,hsa05012
hsa04371,4.51307268280501e-11,2.51935344057718e-05,0.535,0.468,1.40356560435236e-08,3,hsa04371
hsa05213,2.84509184236011e-10,5.0396074544375e-05,0.33,0.217,8.84823562973994e-08,3,hsa05213
hsa04659,5.82867388238134e-10,2.85946877142701e-05,0.515,0.417,1.8127175774206e-07,3,hsa04659
hsa05410,7.27151416703407e-10,6.8230690604081e-06,0.57,0.479,2.2614409059476e-07,3,hsa05410
hsa04911,9.01847665022777e-10,2.54176335301192e-05,0.273,0.179,2.80474623822084e-07,3,hsa04911
hsa04066,6.65758722315298e-09,2.75400551523174e-05,0.408,0.324,2.07050962640058e-06,3,hsa04066
hsa05020,1.37351370075707e-08,3.79787728557432e-05,0.501,0.427,4.27162760935449e-06,3,hsa05020
hsa05171,2.3799356126116e-08,3.49254551978584e-05,0.525,0.445,7.40159975522207e-06,3,hsa05171
hsa00532,3.33904481889188e-08,2.11945996203409e-06,0.185,0.122,1.03844293867537e-05,3,hsa00532
hsa05224,3.57664307309932e-08,3.4581721015701e-05,0.31,0.222,1.11233599573389e-05,3,hsa05224
hsa04330,9.66736599400028e-08,2.00632452819621e-05,0.249,0.171,3.00655082413409e-05,3,hsa04330
hsa03022,4.10471505500435e-07,2.14317598468422e-05,0.459,0.357,0.000127656638210635,3,hsa03022
hsa05132,7.20384788949592e-07,3.42419591756835e-05,0.573,0.528,0.000224039669363323,3,hsa05132
hsa04310,1.62748013089811e-06,2.05873564150697e-05,0.407,0.342,0.000506146320709314,3,hsa04310
hsa05225,1.63395547870467e-06,3.13094675941356e-05,0.296,0.203,0.000508160153877152,3,hsa05225
hsa04270,2.04830062627301e-06,2.47686466126066e-05,0.413,0.352,0.000637021494770907,3,hsa04270
hsa05144,3.05604828320842e-06,2.09582874544756e-06,0.283,0.264,0.000950431016077817,3,hsa05144
hsa04720,1.68551379690737e-05,3.64504735389022e-05,0.425,0.382,0.00524194790838191,3,hsa04720
hsa00100,4.75475277131795e-05,1.29823764821811e-05,0.391,0.296,0.0147872811187988,3,hsa00100
hsa04630,5.55013978584944e-05,2.6819741409996e-05,0.488,0.397,0.0172609347339918,3,hsa04630
hsa05235,6.15153228636502e-05,2.1177128427844e-05,0.42,0.363,0.0191312654105952,3,hsa05235
hsa04260,7.5198167639684e-05,3.29079985239904e-05,0.201,0.198,0.0233866301359417,3,hsa04260
hsa03450,0.000170775482929398,2.83864983912085e-05,0.246,0.149,0.0531111751910429,3,hsa03450
hsa00591,0.000298447173718934,4.4170726485628e-06,0.351,0.259,0.0928170710265885,3,hsa00591
hsa05212,0.00132607586074025,2.44168865796259e-05,0.285,0.216,0.412409592690218,3,hsa05212
hsa00760,0.00143735781776003,1.54297807010203e-05,0.436,0.287,0.447018281323368,3,hsa00760
hsa00510,0.00291304412841775,7.02419660081839e-06,0.339,0.258,0.905956723937921,3,hsa00510
hsa00053,0.004382587220197,8.02972272143819e-05,0.547,0.304,1,3,hsa00053
hsa05214,0.00900636685198968,8.69498692022269e-06,0.307,0.18,1,3,hsa05214
hsa04610.1,1.96559491038605e-147,2.75814189184165e-05,0.701,0.379,6.11300017130062e-145,7,hsa04610
hsa04750.1,3.3161081890523e-112,9.78829246713927e-05,0.683,0.37,1.03130964679526e-109,7,hsa04750
hsa05143.1,9.48492941383388e-85,1.12370511743873e-05,0.598,0.281,2.94981304770234e-82,7,hsa05143
hsa04974.1,2.58143695341413e-83,9.02627599290578e-05,0.829,0.661,8.02826892511794e-81,7,hsa04974
hsa05142.1,4.58692738327387e-80,7.69910225239384e-05,0.698,0.468,1.42653441619817e-77,7,hsa05142
hsa00670.1,1.66749806357151e-74,6.37695469362208e-05,0.605,0.367,5.1859189777074e-72,7,hsa00670
hsa03010.1,6.71431901963201e-65,0.000195314686690074,0.795,0.628,2.08815321510556e-62,7,hsa03010
hsa00910.1,5.53284468584077e-63,1.20028909218858e-05,0.603,0.321,1.72071469729648e-60,7,hsa00910
hsa05030.1,3.43871762589986e-60,3.90510525765384e-05,0.628,0.369,1.06944118165486e-57,7,hsa05030
hsa04071.1,1.17655754074268e-58,7.90805131573641e-05,0.628,0.386,3.65909395170972e-56,7,hsa04071
hsa04810.1,3.88210736371329e-52,0.000136580465860585,0.603,0.385,1.20733539011483e-49,7,hsa04810
hsa04022.1,1.19408621075016e-46,9.76004599944908e-05,0.593,0.343,3.71360811543299e-44,7,hsa04022
hsa04933,1.71201782922381e-46,5.06148996545507e-05,0.69,0.458,5.32437544888606e-44,7,hsa04933
hsa00565.1,1.74331407691906e-44,2.05793229172513e-05,0.564,0.309,5.42170677921826e-42,7,hsa00565
hsa00340.1,2.22109406004899e-44,4.526828457814e-05,0.243,0.136,6.90760252675237e-42,7,hsa00340
hsa04714.1,1.43665631228598e-42,0.00017607768239015,0.652,0.504,4.46800113120941e-40,7,hsa04714
hsa04512,5.49537194705572e-41,4.87973408020579e-05,0.881,0.742,1.70906067553433e-38,7,hsa04512
hsa04614.1,1.46641137519571e-40,2.48104059132185e-05,0.411,0.271,4.56053937685867e-38,7,hsa04614
hsa04916.1,2.83984090417527e-34,2.03514453022974e-05,0.644,0.456,8.8319052119851e-32,7,hsa04916
hsa05146,1.05519717347798e-26,2.43699359904407e-05,0.788,0.651,3.28166320951653e-24,7,hsa05146
hsa00770.1,9.84697945081355e-25,3.39779051586125e-05,0.295,0.12,3.06241060920301e-22,7,hsa00770
hsa04926.1,1.16983927059202e-23,2.9081443633878e-05,0.579,0.38,3.63820013154118e-21,7,hsa04926
hsa00270.1,2.2690948631637e-23,6.96871288722606e-05,0.566,0.422,7.0568850244391e-21,7,hsa00270
hsa04966.1,2.14249015891409e-22,2.47674663421087e-06,0.723,0.501,6.66314439422282e-20,7,hsa04966
hsa04927.1,1.36346744169146e-21,2.16327436922312e-05,0.544,0.37,4.24038374366044e-19,7,hsa04927
hsa04725.1,7.63243154762952e-21,2.01667380265212e-05,0.628,0.454,2.37368621131278e-18,7,hsa04725
hsa05320,3.02647962198091e-20,3.68477393093209e-06,0.113,0.058,9.41235162436064e-18,7,hsa05320
hsa05340.1,5.64507755572527e-19,6.75326924416965e-06,0.335,0.214,1.75561911983056e-16,7,hsa05340
hsa00515.1,8.49147063717256e-19,1.45132952708506e-05,0.384,0.23,2.64084736816067e-16,7,hsa00515
hsa04392,1.51951833340336e-14,1.84795167700017e-05,0.366,0.241,4.72570201688445e-12,7,hsa04392
hsa04723,2.08806513367745e-14,2.68522173506e-05,0.549,0.429,6.49388256573688e-12,7,hsa04723
hsa04510.1,2.97277301253998e-14,5.2465789226085e-05,0.761,0.698,9.24532406899932e-12,7,hsa04510
hsa00830.1,8.65186040455774e-14,9.95166116900265e-06,0.317,0.25,2.69072858581746e-11,7,hsa00830
hsa00040.1,9.76085493925797e-14,9.57507492877251e-06,0.39,0.292,3.03562588610923e-11,7,hsa00040
hsa04934.1,1.83651679078884e-12,2.00539467725575e-05,0.544,0.439,5.7115672193533e-10,7,hsa04934
hsa04744.1,6.95542169701745e-12,5.35868630013806e-06,0.165,0.128,2.16313614777243e-09,7,hsa04744
hsa00450,1.62293662271636e-11,7.95877067136055e-06,0.575,0.424,5.04733289664787e-09,7,hsa00450
hsa00600.1,2.45610051621133e-11,4.73991325946107e-06,0.588,0.421,7.63847260541725e-09,7,hsa00600
hsa04962,1.23726021067859e-10,3.79994852593129e-05,0.496,0.361,3.84787925521041e-08,7,hsa04962
hsa00983.1,1.76682211044246e-10,1.8687522680826e-05,0.468,0.36,5.49481676347604e-08,7,hsa00983
hsa00790,7.42127660435318e-10,9.10569851681025e-06,0.141,0.087,2.30801702395384e-07,7,hsa00790
hsa04371.1,1.35537332176131e-09,1.39432562706621e-05,0.569,0.468,4.21521103067767e-07,7,hsa04371
hsa04064.1,2.1356331353176e-09,2.41428295392861e-05,0.425,0.344,6.64181905083775e-07,7,hsa04064
hsa05033.1,2.9314219408236e-09,8.45961825780484e-07,0.136,0.076,9.11672223596139e-07,7,hsa05033
hsa04640.1,3.00066749658102e-09,7.48109668055328e-06,0.2,0.181,9.33207591436696e-07,7,hsa04640
hsa04727.1,4.70729459862336e-09,7.2397918941949e-06,0.308,0.211,1.46396862017186e-06,7,hsa04727
hsa04621.1,6.40388743164940e-09,2.21781462579759e-05,0.513,0.44,1.99160899124296e-06,7,hsa04621
hsa00591.1,8.7950221497905e-09,2.45315065766619e-06,0.355,0.261,2.73525188858484e-06,7,hsa00591
hsa04612.1,1.09833975955129e-08,1.57967245683082e-05,0.563,0.459,3.41583665220451e-06,7,hsa04612
hsa04922.1,1.11602378320322e-08,9.16893399538957e-05,0.6,0.517,3.47083396576201e-06,7,hsa04922
hsa05144.1,2.45259234932049e-08,6.16599022725782e-06,0.335,0.261,7.62756220638671e-06,7,hsa05144
hsa04217.1,7.68014651886888e-08,1.3760545392423e-05,0.69,0.636,2.38852556736822e-05,7,hsa04217
hsa04920.1,3.80655979723011e-07,0.000100842397460898,0.598,0.526,0.000118384009693856,7,hsa04920
hsa05412.1,5.04456497696316e-07,1.34931647132205e-05,0.439,0.32,0.000156885970783554,7,hsa05412
hsa03320.1,5.11505671798677e-07,2.19836284602337e-05,0.618,0.547,0.000159078263929389,7,hsa03320
hsa00860.1,1.87309680506925e-06,6.42163536509275e-06,0.387,0.324,0.000582533106376538,7,hsa00860
hsa00592.1,2.15349842567805e-06,2.38457308251735e-06,0.449,0.348,0.000669738010385873,7,hsa00592
hsa00240.1,2.5108508274258e-06,1.49337122180445e-05,0.539,0.455,0.000780874607329423,7,hsa00240
hsa03060.1,4.70294682194028e-06,6.24327516297325e-05,0.408,0.277,0.00146261646162343,7,hsa03060
hsa04668.1,5.54319937742742e-06,2.26285400170151e-05,0.457,0.377,0.00172393500637993,7,hsa04668
hsa04024.1,6.33583751619806e-06,3.8279347381464e-06,0.404,0.395,0.0019704454675376,7,hsa04024
hsa05161,9.99362909838537e-06,3.58668929468955e-05,0.487,0.389,0.00310801864959785,7,hsa05161
hsa01040.1,1.28642895904902e-05,9.48508449681161e-06,0.39,0.268,0.00400079406264246,7,hsa01040
hsa04211.1,1.93355130786927e-05,2.13752905399068e-05,0.463,0.359,0.00601334456747342,7,hsa04211
hsa04721.1,4.40092765273503e-05,2.70017834385541e-05,0.353,0.317,0.0136868850000059,7,hsa04721
hsa04730.1,5.35545814046416e-05,1.43562035220319e-05,0.301,0.27,0.0166554748168435,7,hsa04730
hsa04728,0.000101526161486124,2.05395438777343e-05,0.46,0.368,0.0315746362221846,7,hsa04728
hsa00120.1,0.00010990165945554,2.32542276549226e-06,0.161,0.135,0.0341794160906731,7,hsa00120
hsa05418.1,0.000143489480973284,6.64982830239671e-06,0.174,0.196,0.0446252285826913,7,hsa05418
hsa05321.1,0.000241265743275901,1.15727111382963e-05,0.311,0.237,0.0750336461588053,7,hsa05321
hsa03420.1,0.000374020081595544,5.35598842773318e-07,0.324,0.245,0.116320245376214,7,hsa03420
hsa05031,0.00046299777245175,2.43660383667393e-06,0.462,0.338,0.143992307232494,7,hsa05031
hsa04514,0.000964296389404646,8.01174232033995e-06,0.419,0.327,0.299896177104845,7,hsa04514
hsa00071.1,0.00108580671647017,4.97148435528032e-06,0.246,0.221,0.337685888822224,7,hsa00071
hsa04136.1,0.00171168152807462,2.2043333890433e-05,0.355,0.225,0.532332955231208,7,hsa04136
hsa00510.1,0.00237240034821924,1.02935121048136e-05,0.375,0.258,0.737816508296185,7,hsa00510
hsa05222,0.002658799842276,7.97558406075034e-08,0.566,0.485,0.826886750947836,7,hsa05222
hsa00564,0.00527900330672055,1.9297572285927e-05,0.477,0.381,1,7,hsa00564
hsa05410.1,0.0055691664331936,3.88236331426475e-06,0.545,0.482,1,7,hsa05410
hsa05133.1,0.00562228811756229,5.50190782302088e-06,0.406,0.32,1,7,hsa05133
hsa04614.2,3.15531781940566e-60,4.07597183092703e-05,0.381,0.273,9.8130384183516e-58,6,hsa04614
hsa00670.2,1.4532252849478e-46,4.07348080687517e-05,0.528,0.371,4.51953063618767e-44,6,hsa00670
hsa04923.2,3.71612179859031e-32,4.98408638479456e-05,0.468,0.296,1.15571387936159e-29,6,hsa04923
hsa04540.1,3.14361134229347e-29,4.51637316485873e-05,0.439,0.269,9.77663127453269e-27,6,hsa04540
hsa00340.2,5.24795810951644e-28,4.06881691327821e-05,0.164,0.14,1.63211497205961e-25,6,hsa00340
hsa04714.2,4.18147438838004e-25,0.000122007403917874,0.606,0.506,1.30043853478619e-22,6,hsa04714
hsa04730.2,2.43436190428398e-21,5.53719271460438e-05,0.414,0.262,7.57086552232317e-19,6,hsa04730
hsa04070.2,5.26131111879812e-21,3.98577235567801e-05,0.305,0.231,1.63626775794622e-18,6,hsa04070
hsa05150.1,1.04745134129661e-20,3.8539141622664e-06,0.311,0.141,3.25757367143247e-18,6,hsa05150
hsa04144.2,1.59777502430152e-20,0.000105659137860056,0.567,0.456,4.96908032557774e-18,6,hsa04144
hsa05146.1,5.46377109126365e-20,3.44975479587655e-05,0.761,0.652,1.699232809383e-17,6,hsa05146
hsa00310.2,4.68074405142404e-19,0.000107737809489747,0.424,0.329,1.45571139999288e-16,6,hsa00310
hsa04514.1,2.23750014937776e-16,7.80725111016941e-06,0.428,0.326,6.95862546456483e-14,6,hsa04514
hsa00450.1,3.13108024443924e-16,1.12951821318023e-05,0.549,0.425,9.73765956020605e-14,6,hsa00450
hsa05143.2,1.82598150388999e-14,2.64632219047244e-06,0.374,0.294,5.67880247709788e-12,6,hsa05143
hsa04727.2,4.56274843193994e-14,9.34647591596188e-06,0.279,0.213,1.41901476233332e-11,6,hsa04727
hsa04022.2,1.09466317753411e-12,6.11368844756133e-05,0.484,0.349,3.40440248213107e-10,6,hsa04022
hsa04721.2,3.62110752902742e-12,2.23959785690287e-05,0.387,0.315,1.12616444152753e-09,6,hsa04721
hsa04211.2,6.78886680968601e-12,2.36699274171601e-05,0.46,0.358,2.11133757781235e-09,6,hsa04211
hsa00410.1,1.5408654349158e-11,3.14103658386905e-05,0.316,0.282,4.79209150258814e-09,6,hsa00410
hsa04672.2,2.48281190483689e-11,3.15674977548505e-06,0.163,0.136,7.72154502404273e-09,6,hsa04672
hsa04744.2,2.83190282012767e-11,4.34348405468426e-06,0.152,0.128,8.80721777059707e-09,6,hsa04744
hsa05145,1.06869905472174e-10,2.06997660571997e-05,0.662,0.566,3.32365406018462e-08,6,hsa05145
hsa04713.1,1.11650197505152e-09,1.89607616791131e-05,0.64,0.546,3.47232114241022e-07,6,hsa04713
hsa04270.2,1.14521075082748e-09,4.07865557147425e-05,0.442,0.351,3.56160543507347e-07,6,hsa04270
hsa00100.2,1.23167789345734e-09,7.44849392860878e-06,0.405,0.296,3.83051824865232e-07,6,hsa00100
hsa00730.1,5.83758247592546e-09,8.85669328549853e-06,0.262,0.205,1.81548815001282e-06,6,hsa00730
hsa05340.2,4.06075336216706e-08,3.19052969968825e-06,0.275,0.217,1.26289429563395e-05,6,hsa05340
hsa04071.2,4.38645244486461e-08,2.84288386948441e-05,0.487,0.394,1.36418671035289e-05,6,hsa04071
hsa04810.2,4.99588884446228e-08,5.68097337636196e-05,0.464,0.393,1.55372143062777e-05,6,hsa04810
hsa05171.2,6.92953270292436e-08,3.6724770091622e-05,0.512,0.448,2.15508467060948e-05,6,hsa05171
hsa04623.2,1.10879189006366e-07,5.8132687272369e-06,0.362,0.3,3.448342778098e-05,6,hsa04623
hsa04550.1,1.79022785897463e-07,3.68393531874675e-05,0.535,0.479,5.5676086414111e-05,6,hsa04550
hsa04915.2,1.89381593773131e-07,3.99007147706869e-05,0.375,0.291,5.88976756634437e-05,6,hsa04915
hsa05219.2,2.62407815505214e-07,1.07194853995354e-05,0.483,0.408,8.16088306221215e-05,6,hsa05219
hsa04610.2,1.20675625760151e-06,3.04612372180301e-06,0.419,0.396,0.00037530119611407,6,hsa04610
hsa05142.2,1.30104468638105e-06,2.44066673674589e-05,0.545,0.477,0.000404624897464506,6,hsa05142
hsa00071.2,4.60868579131087e-06,4.58970647129588e-05,0.262,0.219,0.00143330128109768,6,hsa00071
hsa04977.2,5.16925642196337e-06,8.63134320820535e-06,0.177,0.255,0.00160763874723061,6,hsa04977
hsa04975.1,5.47843739175211e-06,7.0785653912502e-06,0.197,0.161,0.00170379402883491,6,hsa04975
hsa03010.2,8.38137796002761e-06,3.61131481679937e-05,0.689,0.634,0.00260660854556859,6,hsa03010
hsa00240.2,1.01713640882805e-05,7.7601664635633e-06,0.508,0.456,0.00316329423145524,6,hsa00240
hsa00590.2,1.73980050535761e-05,3.12637656667312e-06,0.302,0.285,0.00541077957166216,6,hsa00590
hsa04662.2,3.74432245783281e-05,1.73197927315963e-05,0.379,0.302,0.0116448428438601,6,hsa04662
hsa00770.2,6.87770688536651e-05,2.81976423881731e-05,0.135,0.13,0.0213896684134898,6,hsa00770
hsa04962.1,7.71220967448496e-05,2.03545085946793e-05,0.432,0.364,0.0239849720876482,6,hsa04962
hsa00983.2,9.804322122027e-05,1.2333681615019e-05,0.394,0.364,0.030491441799504,6,hsa00983
hsa04970.2,0.000124365417564716,4.38410958015492e-05,0.344,0.201,0.0386776448626266,6,hsa04970
hsa04974.2,0.000130597070951468,3.17831975090087e-05,0.642,0.672,0.0406156890659065,6,hsa04974
hsa04612.2,0.000201434547054147,8.4261349320461e-06,0.541,0.46,0.0626461441338399,6,hsa04612
hsa00830.2,0.000234248576498921,8.38866224089942e-07,0.136,0.262,0.0728513072911646,6,hsa00830
hsa04150.1,0.000256165802384938,3.44695701784565e-05,0.384,0.326,0.0796675645417158,6,hsa04150
hsa04924.1,0.000560848484128563,6.92472296713106e-06,0.485,0.441,0.174423878563983,6,hsa04924
hsa00380.2,0.000660635132382674,2.24613455972063e-05,0.149,0.152,0.205457526171011,6,hsa00380
hsa04927.2,0.000965696638286745,6.09661323425412e-06,0.453,0.376,0.300331654507178,6,hsa04927
hsa04926.2,0.00102014124422511,2.61813482060841e-05,0.443,0.388,0.317263926954009,6,hsa04926
hsa00561.1,0.0010542637206836,1.35960507323413e-05,0.278,0.259,0.327876017132599,6,hsa00561
hsa05321.2,0.00340123477573731,1.65246081391454e-05,0.27,0.24,1,6,hsa05321
hsa03440.2,0.00386731046549243,8.54630343074279e-06,0.356,0.266,1,6,hsa03440
hsa04668.2,0.00547486652575167,8.47116891793471e-08,0.335,0.385,1,6,hsa04668
hsa04371.2,0.00585913625588357,9.58593932475573e-06,0.516,0.471,1,6,hsa04371
hsa04014.2,0.0062189775677025,2.88679376918704e-05,0.227,0.184,1,6,hsa04014
hsa04650.2,0.0074468949457006,1.78940585455537e-06,0.258,0.271,1,6,hsa04650
hsa03460.2,0.0079621437207964,2.04744520410474e-06,0.183,0.177,1,6,hsa03460
