,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
hsa00340.13,1.78567223461002e-11,1.07762659547569e-05,0.189,0.267,5.55344064963716e-09,8,hsa00340
hsa00900.8,3.53476333089355e-11,0.000103954815281496,0.167,0.242,1.09931139590789e-08,8,hsa00900
hsa04721.8,9.34678150946973e-11,3.79076353901167e-05,0.415,0.375,2.90684904944509e-08,8,hsa04721
hsa04660.12,1.51325200402068e-10,0.000423483000929192,0.309,0.368,4.70621373250432e-08,8,hsa04660
hsa00350.8,1.59460383885477e-10,0.000121893048411023,0.107,0.148,4.95921793883833e-08,8,hsa00350
hsa04530.11,3.84117288539128e-10,0.00020051935386882,0.327,0.335,1.19460476735669e-07,8,hsa04530
hsa03410.6,4.50843290314711e-10,0.000117981719386778,0.157,0.219,1.40212263287875e-07,8,hsa03410
hsa05130.10,9.38182724284138e-10,0.00044590055981829,0.405,0.391,2.91774827252367e-07,8,hsa05130
hsa05416.9,1.26622700868458e-09,6.66073337004716e-05,0.274,0.322,3.93796599700903e-07,8,hsa05416
hsa05208.8,1.48591849488851e-09,0.000523094126667509,0.396,0.377,4.62120651910326e-07,8,hsa05208
hsa04977.11,3.66453412100344e-09,1.33095085395705e-05,0.381,0.342,1.13967011163207e-06,8,hsa04977
hsa04146.9,4.75775522864332e-09,4.06550618869924e-05,0.307,0.354,1.47966187610807e-06,8,hsa04146
hsa03040.6,5.18235392857297e-09,0.000573957535914502,0.466,0.424,1.6117120717862e-06,8,hsa03040
hsa04710.9,5.65519211726018e-09,0.000184606622334288,0.16,0.278,1.75876474846792e-06,8,hsa04710
hsa04142.7,1.12716614215935e-08,0.000125082044912544,0.42,0.412,3.50548670211557e-06,8,hsa04142
hsa00053.11,1.35791397563583e-08,0.000202806286232527,0.104,0.133,4.22311246422743e-06,8,hsa00053
hsa04614.10,2.16318870255748e-08,0.000130673877061499,0.133,0.148,6.72751686495378e-06,8,hsa04614
hsa04064.12,3.58133536200198e-08,0.000183261657689721,0.333,0.349,1.11379529758262e-05,8,hsa04064
hsa04979.12,9.31256302879197e-08,9.74527860703538e-05,0.481,0.453,2.8962071019543e-05,8,hsa04979
hsa00534.4,1.2526200780063e-07,5.01053722423381e-05,0.067,0.128,3.89564844259959e-05,8,hsa00534
hsa00310.12,1.30601737348787e-07,0.00117015882386026,0.225,0.267,4.06171403154727e-05,8,hsa00310
hsa00910.12,1.81473227645776e-07,8.93896087361665e-06,0.054,0.143,5.64381737978363e-05,8,hsa00910
hsa00052.11,2.29881558436981e-07,7.00457690680438e-05,0.153,0.212,7.14931646739011e-05,8,hsa00052
hsa00670.8,2.42420496459955e-07,0.000253634283470321,0.091,0.13,7.53927743990459e-05,8,hsa00670
hsa00760.10,4.54550616525358e-07,2.87296926218112e-05,0.145,0.24,0.000141365241739386,8,hsa00760
hsa04210.8,4.76630253450003e-07,0.000253967558945069,0.371,0.378,0.000148232008822951,8,hsa04210
hsa04613.13,6.20616768464531e-07,0.000126191955466126,0.345,0.37,0.000193011814992469,8,hsa04613
hsa05140.7,6.79188562441008e-07,8.83577903490566e-05,0.324,0.396,0.000211227642919154,8,hsa05140
hsa03022.5,1.22962705408332e-06,0.000117226197068464,0.171,0.29,0.000382414013819911,8,hsa03022
hsa04940.11,1.45067640195904e-06,5.19670667554554e-06,0.192,0.325,0.000451160361009262,8,hsa04940
hsa05226.11,2.30772006650518e-06,0.000157243156216401,0.381,0.412,0.00071770094068311,8,hsa05226
hsa04114.11,3.2235631479069e-06,0.000145511522392993,0.381,0.399,0.00100252813899904,8,hsa04114
hsa00770.11,4.88800295239882e-06,0.000690843704105571,0.187,0.239,0.00152016891819603,8,hsa00770
hsa00563.6,5.19744121150251e-06,6.80750443896298e-05,0.214,0.287,0.00161640421677728,8,hsa00563
hsa05031.10,8.20921636553714e-06,0.000100736029690401,0.212,0.314,0.00255306628968205,8,hsa05031
hsa04920.11,1.13931971410188e-05,0.000235840341243943,0.261,0.346,0.00354328431085684,8,hsa04920
hsa04520.7,1.47439243812497e-05,0.000386343768657984,0.356,0.382,0.00458536048256865,8,hsa04520
hsa00730.5,1.54933714652569e-05,9.72390309626525e-05,0.057,0.125,0.0048184385256949,8,hsa00730
hsa04211.7,1.71887821932561e-05,7.03384654736785e-05,0.397,0.407,0.00534571126210266,8,hsa04211
hsa05218.8,1.80501387502976e-05,0.000177760635184279,0.255,0.369,0.00561359315134257,8,hsa05218
hsa00983.12,5.20384036010607e-05,6.98229408782103e-05,0.275,0.334,0.0161839435199299,8,hsa00983
hsa04919.8,5.71385516975758e-05,0.000203890811549583,0.376,0.413,0.0177700895779461,8,hsa04919
hsa00220.12,7.1721834438729e-05,4.25641951527835e-06,0.148,0.186,0.0223054905104447,8,hsa00220
hsa00565.10,7.82655596104359e-05,2.74861128408323e-05,0.172,0.319,0.0243405890388456,8,hsa00565
hsa04932.9,0.000104144941588683,0.000224172067301604,0.356,0.389,0.0323890768340804,8,hsa04932
hsa03430.6,0.00017470885676166,6.09908736713961e-06,0.291,0.447,0.0543344544528762,8,hsa03430
hsa00982.10,0.000209493974689454,2.58844157072564e-05,0.319,0.323,0.0651526261284202,8,hsa00982
hsa00190.8,0.000262558309107943,0.000255700475439381,0.353,0.392,0.0816556341325703,8,hsa00190
hsa04966.10,0.000276241440306759,0.000208924207383991,0.294,0.369,0.085911087935402,8,hsa04966
hsa04350.9,0.000305482035700198,0.000128621911023495,0.256,0.355,0.0950049131027614,8,hsa04350
hsa00270.12,0.000469558155481232,0.000149155191287421,0.236,0.324,0.146032586354663,8,hsa00270
hsa04512.10,0.00046996077754953,0.000114216714719629,0.441,0.463,0.146157801817904,8,hsa04512
hsa05321.11,0.000487467124115655,0.000182091620930143,0.204,0.329,0.151602275599969,8,hsa05321
hsa04145.8,0.000512232009191027,6.52753135390416e-05,0.367,0.402,0.159304154858409,8,hsa04145
hsa04670.10,0.000979063672925368,0.000168099665220821,0.381,0.399,0.304488802279789,8,hsa04670
hsa03020.1,0.00149511977861469,4.83951000762262e-05,0.186,0.296,0.464982251149168,8,hsa03020
hsa05170.7,0.00203747745913208,0.000114368780746212,0.418,0.429,0.633655489790077,8,hsa05170
hsa04062.12,0.0025554706354345,8.68929167189299e-05,0.315,0.384,0.794751367620129,8,hsa04062
hsa05144.13,0.00352176096834739,1.57801402592334e-05,0.143,0.23,1,8,hsa05144
hsa05222.9,0.00375083875548814,0.000150719887025651,0.366,0.441,1,8,hsa05222
hsa00604.7,0.00497541157627877,4.88522095529374e-05,0.045,0.101,1,8,hsa00604
hsa03320.7,0.00562791073207522,6.64948911292324e-05,0.42,0.443,1,8,hsa03320
hsa02010.8,0.00922238757628691,0.000183106669814973,0.229,0.351,1,8,hsa02010
hsa00601.11,9.47945945472267e-216,0.000521173473707007,0.817,0.218,2.94811189041875e-213,12,hsa00601
hsa04390.9,4.53628309988449e-161,0.00609992456894676,0.839,0.448,1.41078404406408e-158,12,hsa04390
hsa04130.6,1.82131345445205e-106,0.00168154264129752,0.833,0.527,5.66428484334587e-104,12,hsa04130
hsa05222.10,2.83596817859668e-105,0.00112744599312651,0.873,0.424,8.81986103543569e-103,12,hsa05222
hsa04371.13,7.34453650088944e-79,0.00474279281286097,0.62,0.29,2.28415085177662e-76,12,hsa04371
hsa05146.12,2.41211879247516e-78,0.0005682962088819,0.658,0.261,7.50168944459775e-76,12,hsa05146
hsa04310.10,1.06998876963341e-69,0.00178934579117448,0.722,0.432,3.3276650735599e-67,12,hsa04310
hsa04926.14,5.44057224331618e-67,0.000742577866238601,0.876,0.528,1.69201796767133e-64,12,hsa04926
hsa04916.9,5.89420755491346e-61,0.000654369274925141,0.568,0.226,1.83309854957808e-58,12,hsa04916
hsa05230.10,3.20712393256243e-59,0.000867739026130584,0.577,0.269,9.97415543026915e-57,12,hsa05230
hsa00604.8,1.55062501076096e-41,0.00010943104422247,0.417,0.088,4.82244378346657e-39,12,hsa00604
hsa05219.9,3.63982472503276e-39,0.000618311403656285,0.793,0.475,1.13198548948519e-36,12,hsa05219
hsa05412.11,7.15413378512215e-36,0.000841444643590433,0.774,0.662,2.22493560717299e-33,12,hsa05412
hsa03030.7,5.14235451281708e-35,0.00023570642219676,0.601,0.353,1.59927225348611e-32,12,hsa03030
hsa00591.3,1.58842771063555e-32,5.8988579034243e-05,0.188,0.074,4.94001018007657e-30,12,hsa00591
hsa04713.9,3.66680260847182e-30,0.000601050170958824,0.599,0.37,1.14037561123473e-27,12,hsa04713
hsa04370.8,1.14688021737416e-29,0.000410568241802527,0.558,0.301,3.56679747603363e-27,12,hsa04370
hsa04912.14,1.22062299055975e-28,0.00111845246278211,0.73,0.569,3.79613750064082e-26,12,hsa04912
hsa05225.6,6.60700780516424e-28,0.00092911178844975,0.66,0.479,2.05477942740608e-25,12,hsa05225
hsa04934.12,5.62180876195217e-27,0.000583660306665579,0.72,0.548,1.74838252496713e-24,12,hsa04934
hsa00450.10,1.05143375108198e-25,0.000659380629755747,0.332,0.112,3.26995896586496e-23,12,hsa00450
hsa05231.12,1.41795786151563e-25,0.00118512175295976,0.669,0.465,4.4098489493136e-23,12,hsa05231
hsa00650.13,3.807448593819e-25,0.00031561812682279,0.323,0.247,1.18411651267771e-22,12,hsa00650
hsa04611.13,5.29036682730006e-25,0.00102410383294448,0.644,0.513,1.64530408329032e-22,12,hsa04611
hsa04920.12,8.34730367226572e-24,0.000761476690599754,0.525,0.336,2.59601144207464e-21,12,hsa04920
hsa04510.8,9.04077855768198e-24,0.00100495701311257,0.663,0.493,2.81168213143909e-21,12,hsa04510
hsa04722.11,2.15155359338121e-23,0.00111167079874875,0.707,0.543,6.69133167541557e-21,12,hsa04722
hsa04914.12,8.69778595714449e-23,0.00120411910964987,0.787,0.654,2.70501143267194e-20,12,hsa04914
hsa05217.8,3.30107533964037e-22,0.000307027050038717,0.569,0.353,1.02663443062815e-19,12,hsa05217
hsa04730.12,7.64934509039836e-21,0.000557967924603243,0.682,0.548,2.37894632311389e-18,12,hsa04730
hsa05017.11,4.27278978447109e-20,0.00118799410243643,0.83,0.699,1.32883762297051e-17,12,hsa05017
hsa04068.12,1.24535189123907e-19,0.00126044469328741,0.811,0.718,3.87304438175352e-17,12,hsa04068
hsa04622.12,2.99676380074343e-19,0.00056703939514133,0.736,0.589,9.31993542031208e-17,12,hsa04622
hsa05166.11,3.34520970228155e-18,0.00120318059967044,0.704,0.573,1.04036021740956e-15,12,hsa05166
hsa05210.10,3.66786564295956e-18,0.00110084585671091,0.696,0.548,1.14070621496042e-15,12,hsa05210
hsa04714.12,6.51219743267682e-18,0.00153816342208101,0.65,0.553,2.02529340156249e-15,12,hsa04714
hsa04530.12,1.36181337793785e-17,0.00140059011518613,0.515,0.328,4.23523960538671e-15,12,hsa04530
hsa04931.11,5.87751171310885e-17,0.000844159331472748,0.742,0.609,1.82790614277685e-14,12,hsa04931
hsa04723.13,5.02869158872316e-16,0.000472064199356559,0.715,0.592,1.5639230840929e-13,12,hsa04723
hsa04514.13,8.49542401861311e-16,0.000321861234462529,0.507,0.253,2.64207686978868e-13,12,hsa04514
hsa05215.8,1.22588778329386e-15,0.000725271725133288,0.636,0.453,3.81251100604391e-13,12,hsa05215
hsa05216.8,1.78803608886665e-15,0.000504148975959056,0.623,0.452,5.56079223637527e-13,12,hsa05216
hsa05410.10,3.04035995220841e-15,0.000533247882210099,0.719,0.643,9.45551945136815e-13,12,hsa05410
hsa00910.13,4.03281420590973e-15,5.56783323832225e-05,0.167,0.138,1.25420521803793e-12,12,hsa00910
hsa00790.10,6.7066155572617e-15,5.28991972628615e-05,0.437,0.292,2.08575743830839e-12,12,hsa00790
hsa00350.9,1.44322740729811e-14,0.000167501271282581,0.186,0.145,4.48843723669714e-12,12,hsa00350
hsa05213.9,2.59231979467718e-14,0.00081413397852149,0.576,0.407,8.06211456144603e-12,12,hsa05213
hsa05142.12,2.67937841306634e-14,0.000491802963391703,0.572,0.406,8.33286686463631e-12,12,hsa05142
hsa04966.11,7.28739860264405e-14,0.000595005402300915,0.429,0.363,2.2663809654223e-11,12,hsa04966
hsa05100.11,1.17901019865469e-13,0.00100523527578867,0.44,0.297,3.66672171781607e-11,12,hsa05100
hsa04923.11,3.38768609050508e-13,0.000504045916367007,0.728,0.634,1.05357037414708e-10,12,hsa04923
hsa04620.10,6.12665487493069e-13,0.00046677549859978,0.72,0.607,1.90538966610344e-10,12,hsa04620
hsa00510.3,2.02893315981979e-12,0.000154282930700218,0.548,0.361,6.30998212703956e-10,12,hsa00510
hsa04215.9,4.18286913476792e-12,0.000448334163921536,0.607,0.451,1.30087230091282e-09,12,hsa04215
hsa04540.13,4.53916963651194e-12,0.000671512784165002,0.641,0.632,1.41168175695521e-09,12,hsa04540
hsa04962.7,4.97429923893371e-12,0.000489684326076783,0.534,0.372,1.54700706330838e-09,12,hsa04962
hsa03430.7,1.0467332794267e-11,9.42928878613782e-05,0.572,0.435,3.25534049901703e-09,12,hsa03430
hsa04728.13,1.12385153390967e-11,0.000558651191765748,0.661,0.536,3.49517827045908e-09,12,hsa04728
hsa04658.10,2.80321586787287e-11,0.000483114666098638,0.563,0.436,8.71800134908464e-09,12,hsa04658
hsa04621.12,3.15335426553111e-11,0.000526412057422315,0.8,0.702,9.80693176580176e-09,12,hsa04621
hsa04137.9,3.25364891152536e-11,0.000824886927224118,0.644,0.534,1.01188481148439e-08,12,hsa04137
hsa00513.2,3.54626280346198e-11,0.000133499797838738,0.528,0.352,1.10288773187668e-08,12,hsa00513
hsa04664.10,3.74940635676582e-11,0.000356439226223494,0.622,0.467,1.16606537695417e-08,12,hsa04664
hsa04072.10,5.65205329323292e-11,0.00038297213946564,0.445,0.313,1.75778857419544e-08,12,hsa04072
hsa04668.8,7.66393529612886e-11,0.000454983176266314,0.582,0.454,2.38348387709607e-08,12,hsa04668
hsa04928.12,1.10214178102968e-10,0.00055234407353441,0.382,0.496,3.42766093900231e-08,12,hsa04928
hsa00620.12,1.50080688778006e-10,0.000466191169823921,0.258,0.174,4.66750942099598e-08,12,hsa00620
hsa00561.10,1.56675946971035e-10,0.000241366100995145,0.362,0.256,4.87262195079918e-08,12,hsa00561
hsa00592.12,3.27554282066556e-10,1.99567664046181e-05,0.272,0.213,1.01869381722699e-07,12,hsa00592
hsa04930.12,7.37356762733544e-10,0.000205519691546776,0.747,0.606,2.29317953210132e-07,12,hsa04930
hsa00052.12,8.49350646469323e-10,9.3657330733798e-05,0.211,0.209,2.64148051051959e-07,12,hsa00052
hsa04066.11,1.57963336395578e-09,0.000240507735346799,0.631,0.472,4.91265976190247e-07,12,hsa04066
hsa05145.12,1.58454753755882e-09,0.000582510954076882,0.695,0.601,4.92794284180794e-07,12,hsa05145
hsa00670.9,2.32801290619229e-09,0.000348425361426288,0.183,0.126,7.24012013825803e-07,12,hsa00670
hsa04392.10,7.14515838734e-09,7.6132407819766e-05,0.507,0.263,2.22214425846274e-06,12,hsa04392
hsa04935.9,8.0564162404022e-08,0.000381209596102527,0.672,0.566,2.50554545076509e-05,12,hsa04935
hsa05161.9,8.20449659529765e-08,0.000634807444272921,0.696,0.624,2.55159844113757e-05,12,hsa05161
hsa04657.10,8.56387590304331e-08,0.000287459701192648,0.698,0.595,2.66336540584647e-05,12,hsa04657
hsa04270.11,9.43349630094539e-08,0.000479681490685886,0.548,0.458,2.93381734959402e-05,12,hsa04270
hsa05414.10,1.00802519935906e-07,0.000430664157472698,0.742,0.75,3.13495837000668e-05,12,hsa05414
hsa04720.11,1.02338913149433e-07,0.000456632040128781,0.555,0.468,3.18274019894737e-05,12,hsa04720
hsa04970.13,1.91578194538207e-07,0.000147557679734103,0.781,0.655,5.95808185013823e-05,12,hsa04970
hsa04975.6,2.91598029889786e-07,2.55966178039797e-05,0.364,0.314,9.06869872957233e-05,12,hsa04975
hsa03420.6,1.3657169735404e-06,0.000386333775019917,0.569,0.459,0.000424737978771063,12,hsa03420
hsa04724.12,1.66442382996619e-06,0.000184608284188281,0.477,0.381,0.000517635811119484,12,hsa04724
hsa05167.10,2.98822431212726e-06,0.000397694803071259,0.636,0.552,0.000929337761071577,12,hsa05167
hsa04721.9,3.40532764818248e-06,0.000208542927623148,0.431,0.375,0.00105905689858475,12,hsa04721
hsa04932.10,9.85863546880277e-06,0.000598914346816881,0.474,0.385,0.00306603563079766,12,hsa04932
hsa00531.8,1.005560041495e-05,0.000102673345056009,0.362,0.265,0.00312729172904946,12,hsa00531
hsa05221.11,1.22931637863902e-05,0.000244203682823713,0.596,0.493,0.00382317393756735,12,hsa05221
hsa04913.9,1.6285460708086e-05,6.55769300962996e-05,0.596,0.482,0.00506477828021474,12,hsa04913
hsa05133.11,2.2573280952884e-05,0.000298918944056777,0.631,0.531,0.00702029037634692,12,hsa05133
hsa03050.4,2.38790669402414e-05,0.000203046345291365,0.529,0.417,0.00742638981841507,12,hsa03050
hsa00330.9,6.40254332452624e-05,0.000564947537209084,0.057,0.112,0.0199119097392766,12,hsa00330
hsa05163.8,8.22407347405522e-05,0.000756180235780746,0.415,0.48,0.0255768685043117,12,hsa05163
hsa00920.8,8.60942334883947e-05,2.71595704602984e-05,0.114,0.136,0.0267753066148907,12,hsa00920
hsa04672.1,0.000200153875636547,5.73909171104138e-05,0.126,0.071,0.062247855322966,12,hsa04672
hsa04140.11,0.000213301998273229,0.000394144979229815,0.677,0.602,0.0663369214629743,12,hsa04140
hsa04071.11,0.000245874425818559,0.000304649050185425,0.483,0.381,0.0764669464295718,12,hsa04071
hsa04744.11,0.000264051210425678,2.91364113136809e-05,0.234,0.175,0.082119926442386,12,hsa04744
hsa04015.12,0.000330728499677517,0.000213431822373424,0.653,0.593,0.102856563399708,12,hsa04015
hsa04910.7,0.000358929558929681,0.000449096842787235,0.583,0.527,0.111627092827131,12,hsa04910
hsa00564.10,0.000476110513864174,0.00015322263438294,0.401,0.314,0.148070369811758,12,hsa00564
hsa00220.13,0.000477983091164625,0.00012147715961939,0.126,0.186,0.148652741352198,12,hsa00220
hsa05208.9,0.000509087035186632,0.000650020697904005,0.429,0.377,0.158326067943043,12,hsa05208
hsa00071.10,0.00051705162443247,0.00050906079253514,0.272,0.233,0.160803055198498,12,hsa00071
hsa04012.8,0.00074195536413092,0.000300372417650937,0.51,0.426,0.230748118244716,12,hsa04012
hsa05020.8,0.000929369928139132,0.000291242291074371,0.544,0.484,0.28903404765127,12,hsa05020
hsa04150.12,0.00106539892348551,0.00042040899142893,0.569,0.535,0.331339065203994,12,hsa04150
hsa04512.11,0.00107598306901887,9.0958000275226e-05,0.537,0.459,0.334630734464869,12,hsa04512
hsa00270.13,0.00108506448689149,0.00018317558589584,0.345,0.319,0.337455055423252,12,hsa00270
hsa04727.11,0.00123772032079517,0.000101478218186917,0.669,0.665,0.384931019767297,12,hsa04727
hsa04064.13,0.00176966781509452,0.000187019033068724,0.413,0.347,0.550366690494394,12,hsa04064
hsa02010.9,0.00376516357534089,3.07646506104144e-05,0.266,0.348,1,12,hsa02010
hsa00983.13,0.00449775494490666,4.13383976375766e-05,0.372,0.33,1,12,hsa00983
hsa04022.13,0.00486245736660091,0.000507219919000999,0.669,0.701,1,12,hsa04022
hsa05212.13,0.00658078896361605,0.000349905159126853,0.628,0.562,1,12,hsa05212
hsa04922.14,0.00776663038835562,0.000246900534611463,0.288,0.259,1,12,hsa04922
hsa05135.5,0.00805396370725062,0.000681775067795271,0.51,0.471,1,12,hsa05135
hsa00730.6,0.00832390387838509,4.56209984655496e-05,0.146,0.121,1,12,hsa00730
hsa05110.9,0.00959092177851777,0.000171642223436865,0.536,0.496,1,12,hsa05110
hsa04514.14,2.81074547915396e-65,0.00166493552165451,0.721,0.255,8.74141844016883e-63,17,hsa04514
hsa05340.1,5.39401369318176e-54,0.00186075115020144,0.665,0.055,1.67753825857953e-51,17,hsa05340
hsa04666.11,4.02715276306505e-34,0.00124674833791219,0.717,0.346,1.25244450931323e-31,17,hsa04666
hsa00330.10,5.42705916003458e-29,0.00110069431001802,0.08,0.11,1.68781539877075e-26,17,hsa00330
hsa04360.13,8.72076018209332e-23,0.00111003441001579,0.351,0.168,2.71215641663102e-20,17,hsa04360
hsa00670.10,1.60904096540582e-22,0.000636626369342159,0.131,0.128,5.0041174024121e-20,17,hsa00670
hsa04670.11,2.21944116724722e-20,0.000833987852504862,0.641,0.395,6.90246203013887e-18,17,hsa04670
hsa00240.10,3.55860130775116e-19,0.00049953345218642,0.331,0.221,1.10672500671061e-16,17,hsa00240
hsa05132.11,9.46140825579737e-18,0.00127474991422063,0.586,0.32,2.94249796755298e-15,17,hsa05132
hsa04660.14,1.65470959345935e-17,0.00129561433044929,0.614,0.362,5.14614683565858e-15,17,hsa04660
hsa00061.8,2.16982394450803e-17,0.00039379865949172,0.12,0.159,6.74815246741998e-15,17,hsa00061
hsa00071.11,2.22848958977161e-17,0.00123848977451449,0.271,0.234,6.93060262418969e-15,17,hsa00071
hsa00620.13,3.08266289765455e-16,0.00081906372055535,0.135,0.177,9.58708161170565e-14,17,hsa00620
hsa05230.11,2.1579633087888e-15,0.000424587905831616,0.43,0.277,6.71126589033317e-13,17,hsa05230
hsa04810.10,1.85678111615418e-14,0.00135456719492374,0.418,0.266,5.7745892712395e-12,17,hsa04810
hsa04392.11,2.01087566177589e-14,0.000529581598714431,0.339,0.27,6.25382330812302e-12,17,hsa04392
hsa00910.14,1.08402197199657e-12,8.12724715506715e-05,0.088,0.139,3.37130833290933e-10,17,hsa00910
hsa04922.15,2.84178219976335e-12,0.000734842060954385,0.335,0.259,8.83794264126401e-10,17,hsa04922
hsa04612.4,1.05223014934615e-11,0.00342417351747223,0.546,0.377,3.27243576446654e-09,17,hsa04612
hsa04061.11,1.09759673682605e-11,0.000537050455934068,0.606,0.453,3.41352585152903e-09,17,hsa04061
hsa04060.11,1.628699647562e-10,0.000381804223488019,0.562,0.402,5.06525590391783e-08,17,hsa04060
hsa00052.13,3.1113764950303e-10,0.000170460153962151,0.175,0.21,9.67638089954422e-08,17,hsa00052
hsa00051.10,3.67409055673096e-10,9.31332503804562e-05,0.104,0.188,1.14264216314333e-07,17,hsa00051
hsa00350.10,4.02278422445553e-10,0.000207467142693548,0.076,0.147,1.25108589380567e-07,17,hsa00350
hsa04921.10,5.11409510830451e-10,0.000384108131882786,0.534,0.392,1.5904835786827e-07,17,hsa04921
hsa00983.14,6.72342573850928e-10,0.000144765276430538,0.402,0.33,2.09098540467639e-07,17,hsa00983
hsa00380.12,4.69090753979049e-09,0.000736900901750825,0.12,0.166,1.45887224487484e-06,17,hsa00380
hsa00650.14,4.92877192295291e-09,0.000311395128099156,0.159,0.25,1.53284806803835e-06,17,hsa00650
hsa04152.9,1.35030132309132e-08,0.000667923926360129,0.355,0.31,4.19943711481401e-06,17,hsa04152
hsa04371.14,2.7289323217868e-08,0.000288453496569046,0.382,0.299,8.48697952075696e-06,17,hsa04371
hsa00450.11,3.75720411688256e-08,0.000330511738919302,0.08,0.119,1.16849048035048e-05,17,hsa00450
hsa00053.12,1.12726244137673e-07,0.000507829774281203,0.056,0.132,3.50578619268162e-05,17,hsa00053
hsa00561.11,1.45899390952807e-07,0.000314725228424792,0.299,0.259,4.53747105863229e-05,17,hsa00561
hsa04530.13,2.95862780382678e-07,0.000865236917387119,0.375,0.334,9.20133246990128e-05,17,hsa04530
hsa04062.14,3.0412153119256e-07,0.000430544396897652,0.534,0.379,9.4581796200886e-05,17,hsa04062
hsa00770.12,5.93998949747942e-07,0.000970767544642527,0.243,0.237,0.00018473367337161,17,hsa00770
hsa04145.10,6.92753827554417e-07,0.00042228146942664,0.526,0.399,0.000215446440369424,17,hsa04145
hsa05100.12,1.88821672795621e-06,0.000692502247946929,0.347,0.301,0.000587235402394381,17,hsa05100
hsa04710.11,1.89148112259294e-06,0.000364078903999123,0.247,0.272,0.000588250629126404,17,hsa04710
hsa05146.13,2.77393256923396e-06,0.000318755965295567,0.299,0.273,0.000862693029031761,17,hsa05146
hsa00511.9,3.24997386601354e-06,0.000822516209547285,0.151,0.126,0.00101074187233021,17,hsa00511
hsa04928.13,5.85215568861325e-06,0.00192843963834374,0.61,0.491,0.00182002041915872,17,hsa04928
hsa04668.9,6.83869056248618e-06,0.000103328728744249,0.339,0.46,0.0021268327649332,17,hsa04668
hsa04929.8,4.42273891136526e-05,0.000207107664012492,0.47,0.408,0.013754718014346,17,hsa04929
hsa04610.1,4.89538351062596e-05,4.97161577277101e-05,0.135,0.085,0.0152246427180468,17,hsa04610
hsa05320,7.59421408601382e-05,0.000248538955603254,0.195,0.058,0.023618005807503,17,hsa05320
hsa04120.12,0.000112320994510256,0.0011824026033163,0.315,0.256,0.0349318292926897,17,hsa04120
hsa05163.9,0.000123414388887934,0.00318141906445965,0.602,0.477,0.0383818749441476,17,hsa05163
hsa03410.8,0.000137502905330022,0.000202997583935022,0.223,0.216,0.0427634035576369,17,hsa03410
hsa00430.11,0.000156055426132433,0.000110601546732395,0.024,0.115,0.0485332375271865,17,hsa00430
hsa04916.10,0.000166526709321061,0.000235248452497906,0.227,0.237,0.0517898065988501,17,hsa04916
hsa04520.8,0.000266276465641816,0.000563644638886263,0.406,0.38,0.0828119808146048,17,hsa04520
hsa00564.11,0.000285638339017051,0.000294094660596853,0.311,0.317,0.0888335234343027,17,hsa00564
hsa04144.11,0.000324376980412117,0.00162069052273401,0.538,0.436,0.100881240908169,17,hsa04144
hsa00220.14,0.000546831680805794,9.78548552395975e-05,0.044,0.186,0.170064652730602,17,hsa00220
hsa03030.8,0.000712487224963351,6.53277669286583e-05,0.422,0.36,0.221583526963602,17,hsa03030
hsa04614.12,0.000901004700460796,9.25973698906754e-05,0.08,0.148,0.280212461843308,17,hsa04614
hsa04146.11,0.000916497487334666,5.81020078792924e-05,0.378,0.351,0.285030718561081,17,hsa04146
hsa00534.6,0.00100294897501657,4.87231584832383e-05,0.116,0.125,0.311917131230153,17,hsa00534
hsa04114.12,0.00113277612767132,0.000365463944132832,0.454,0.397,0.35229337570578,17,hsa04114
hsa04915.12,0.00116743989134475,0.000327846074192391,0.347,0.298,0.363073806208218,17,hsa04915
hsa03015.9,0.00192879344062155,0.000849377429686416,0.323,0.306,0.599854760033301,17,hsa03015
hsa03008.10,0.00222195953252363,0.000247365009190381,0.303,0.281,0.691029414614848,17,hsa03008
hsa03460.8,0.00230197785937995,0.00025685898943651,0.211,0.23,0.715915114267165,17,hsa03460
hsa04920.13,0.00235884026118406,0.000590883403055728,0.303,0.343,0.733599321228244,17,hsa04920
hsa05224.12,0.00236526643775544,0.000310289788159628,0.299,0.336,0.735597862141942,17,hsa05224
hsa00730.7,0.00301848109919101,9.23640662669653e-05,0.048,0.123,0.938747621848405,17,hsa00730
hsa04210.10,0.00335593918748258,0.000332538004448292,0.426,0.377,1,17,hsa04210
hsa00270.14,0.00350872048849944,0.000273369932275566,0.231,0.321,1,17,hsa00270
hsa05322.10,0.0039473483078065,0.000146262304741233,0.279,0.18,1,17,hsa05322
hsa05031.11,0.00451721836935295,0.000227895881624088,0.351,0.308,1,17,hsa05031
hsa04613.15,0.00610982556469681,0.000207008064141391,0.438,0.368,1,17,hsa04613
hsa04370.9,0.00637947882841918,0.000180552950861133,0.347,0.308,1,17,hsa04370
hsa03430.8,0.00779765769387544,4.53911167014897e-06,0.275,0.441,1,17,hsa03430
hsa05218.10,0.00848770909851186,0.000178272552975877,0.339,0.363,1,17,hsa05218
hsa03320.8,0.00897670619792709,0.000146188598576859,0.394,0.443,1,17,hsa03320
hsa04975.7,1.14938506642198e-60,0.000235592605187389,0.774,0.31,3.57458755657236e-58,16,hsa04975
hsa00565.12,4.4160807945694e-45,0.000472531634302152,0.782,0.306,1.37340112711108e-42,16,hsa00565
