,PCC,pvalue,adj_logp,adj_pvalue,weight_pcc
TSPAN6,0.0051819305153087,1.97350171941935e-11,6.11017107254814,7.75941406041299e-07,0.0316624819345937
TNMD,-0.00657461192961978,0.00514775603703512,0,1,0
DPM1,0.0241449400473099,3.34774092548419e-30,24.8806567401604,1.31626477708187e-25,0.60074196532887
SCYL3,0.0270038715311548,1.7109815729739e-16,11.1721632493832,6.72723734861878e-12,0.301691661111433
FIRRM,0.00450155979109688,1.40875945069749e-08,3.25657173912105,0.000553896040825239,0.0146596523976497
FGR,-0.0179566431721969,0.801730800427537,0,1,0
CFH,0.00364622529679222,0.0423949979003582,0,1,0
FUCA2,0.00884644754623615,1.66658540645449e-14,9.18358100707712,6.55268050109778e-10,0.0812420676657183
GCLC,0.0129627006474141,6.68868451343901e-18,12.5800678696818,2.62985697699395e-13,0.163071653918839
NFYA,0.0160677158288514,2.25964891418138e-15,10.0513676144058,8.88448760077836e-11,0.161502518519593
STPG1,0.0102835852157164,2.03959048686713e-14,9.09586560401233,8.01926187626419e-10,0.0935381090495643
NIPAL3,0.0144254205791447,6.94402927558419e-11,5.56379703853011,2.73025343057419e-06,0.0802601122977964
LAS1L,-0.00685181548319005,1.48893183785087e-10,5.2325337651188,5.85418220006203e-06,-0.0358523558681557
ENPP4,0.0237278574329121,1.72414241830975e-19,14.1688354449213,6.77898316031028e-15,0.336196107427484
SEMA3F,-0.0206892577830135,4.32391490834892e-06,0.769531442909504,0.170007686366463,-0.0159210343944891
CFTR,0.0209192755433932,1.39032965563181e-16,11.2622907953288,5.46649814001315e-12,0.235598964397304
ANKIB1,0.0170486190284813,4.05362268078257e-38,32.7975652604114,1.59380336563009e-33,0.559153195186505
CYP51A1,0.0575513343307139,3.81705469929765e-39,33.8236801981238,1.50078956666985e-34,1.94659792737737
KRIT1,0.0218634347683445,5.52610064894945e-26,20.662989791039,2.17275225315394e-21,0.451763929415348
RAD52,0.0275599313897836,1.09188984809724e-19,14.3672297535264,4.29309250474873e-15,0.395959866268445
MYH16,0.0123590785323374,5.52555419621571e-07,1.66303273870795,0.0217253739886809,0.0205535522195397
BAD,0.0341114280482546,1.10379222850649e-16,11.3625212496666,4.33989028404183e-12,0.387591826054767
LAP3,-0.0113144628226055,3.21969581717789e-06,0.897593738275344,0.1265920001398,-0.0101557909815199
CD99,0.0127619997233542,1.12493936379357e-24,19.3542794678169,4.42303659056357e-20,0.246999309213998
HS3ST1,0.00561614880983115,5.03507049419683e-17,11.7034030263284,1.97968901690831e-12,0.0657280529772886
AOC1,-0.00859986372137855,0.0264788098230178,0,1,0
WNT16,0.0135712065151014,0.00319424416120047,0,1,0
HECW1,0.0123110416895103,2.1518728599985e-09,4.07259197350984,8.46073371094209e-05,0.0501378495702448
MAD1L1,-0.00346902989019546,1.63714830041914e-09,4.1913205600757,6.43693968758799e-05,-0.0145398163022934
LASP1,0.0211172203538859,5.63009055842325e-21,15.6548932012481,2.21363900576085e-16,0.330587829347307
SNX11,0.0157776175342868,2.23834805368286e-19,14.0554809632565,8.80073687747027e-15,0.22176200289871
TMEM176A,0.0130300821222213,1.53113524504512e-19,14.2203950280732,6.02011755646842e-15,0.185292915026222
M6PR,0.0146321837699759,5.86749341246699e-23,17.636955970979,2.30698105991377e-18,0.258067180910338
KLHL13,0.0288668429980592,1.00710004409269e-34,29.4023359666783,3.95971595336363e-30,0.848752616126292
CYP26B1,-0.017984895676787,0.556001669273374,0,1,0
ICA1,0.0128650432031149,6.41379582200961e-16,10.5982934512605,2.52177624129774e-11,0.136347503129756
DBNDD1,0.0348782674587172,9.79813237671026e-21,15.4142652790071,3.85242968787494e-16,0.537622867080827
ALS2,0.020185004372293,1.52924181684472e-38,33.2209324164457,6.01267297547008e-34,0.670564666077606
CASP10,-0.0105315214930033,9.76535476279015e-08,2.41572055638929,0.00383954218563383,-0.0254412129607037
CFLAR,-0.0211446499645382,6.17075756730317e-07,1.6150700971889,0.0242621846031226,-0.0341500918732519
TFPI,-0.0214439836126541,9.51209358981119e-05,0,1,0
NDUFAF7,0.0170711058966466,1.1067836977009e-20,15.3613458280568,4.35165214262041e-16,0.262235161345768
RBM5,-0.00213933203715416,3.98246518538513e-06,0.80525659376237,0.156582566158972,-0.00172271122916547
MTMR7,0.00173117951782295,0.0302565641626167,0,1,0
SLC7A2,0.0216623471721149,1.58758709854085e-10,5.20467102068642,6.24207495404292e-06,0.112745390566755
ARF5,0.0403745576621047,9.04836810503465e-30,24.4488383214478,3.55763737153752e-25,0.987111032580769
SARM1,0.0164008049239557,3.26411263735779e-13,7.89164344477113,1.28338380675633e-08,0.129429304667105
POLDIP2,0.0215618558649694,1.44049717074238e-20,15.2468961720338,5.66374677592491e-16,0.328751377649547
PLXND1,-0.0523858168570136,0.916979631245011,0,1,0
AK2,0.0601368637708541,7.4266088203036e-43,37.5346180326144,2.91999405596697e-38,2.25721421131838
CD38,-0.0166260763964275,0.707248390618939,0,1,0
FKBP4,0.0200401659482897,1.70112915013627e-05,0.174671295053932,0.668849959250578,0.00350044173928347
KDM1A,0.0133484963146535,3.80803857161069e-26,20.8247072429581,1.49724460558589e-21,0.277978527886363
RBM6,0.0300416638534194,1.99344612064507e-17,12.1058040797219,7.83783145715229e-13,0.363678496838358
CAMKK1,-0.00569610710542031,0.000270605354306388,0,1,0
RECQL,-0.00489810952453037,1.88540860281489e-07,2.13000309729473,0.00741304954454758,-0.0104329884581385
VPS50,0.0262849384188433,2.08124137364737e-32,27.0870861308747,8.18302483290674e-28,0.711982390895947
HSPB6,0.00152630536510731,0.754401144126224,0,1,0
ARHGAP33,0.00387620868963234,2.17629471906597e-11,6.06769087344796,8.55675557642359e-07,0.0235196360896618
NDUFAB1,-0.0100314898520513,1.91239147623265e-09,4.12383178233683,7.51914080625154e-05,-0.0413681766760785
