"cluster","gene","avg_log2FC","pct.1","pct.2","p_val_adj","label"
"3","SLC7A8",1.39461455788886,0.529,0.112,0,""
"3","KIAA1191",1.39047141589532,0.444,0.076,0,""
"3","MTARC2",1.38888551388066,0.552,0.1,0,""
"3","SLC28A1",1.38562425470109,0.48,0.045,0,""
"3","RMST",1.38409549506072,0.401,0.038,0,""
"3","CLEC18C",1.38383014839516,0.533,0.056,0,""
"3","IFIT5",1.37883948330534,0.458,0.098,0,""
"3","HNF4A",1.37737649979726,0.479,0.04,0,""
"3","G0S2",1.37419411568433,0.345,0.061,0,""
"3","SLC22A11",1.37340854628446,0.616,0.077,0,""
"3","CYP27B1",1.36999204141908,0.3,0.021,0,""
"3","GPR155",1.36732766390153,0.477,0.077,0,""
"3","FABP1",1.36688501975473,0.332,0.017,0,""
"3","SLC2A2",1.35681909707659,0.385,0.031,0,""
"3","SLC17A4",1.34918070093823,0.418,0.033,0,""
"3","TTC38",1.34097368003518,0.568,0.087,0,""
"3","IL6R",1.33785300974088,0.471,0.065,0,""
"3","MT1G",1.3362843267103,0.387,0.072,0,""
"3","PGAP4",1.32860930282342,0.42,0.037,0,""
"3","ADAMTS9-AS1",1.32195427969354,0.736,0.215,0,""
"3","CNTNAP3B",1.31908341016528,0.566,0.096,0,""
"3","CLEC18B",1.31533415010911,0.601,0.086,0,""
"3","RSAD1",1.30963985195316,0.55,0.099,0,""
"3","RTTN",1.30728424112821,0.525,0.119,0,""
"3","ABCC2",1.30726443034911,0.483,0.046,0,""
"3","SH3BP2",1.30191156236257,0.538,0.083,0,""
"3","ERBB3",1.28789318334085,0.586,0.128,0,""
"3","OR2T10",1.28373078708332,0.378,0.024,0,""
"3","TM7SF3",1.27894475979754,0.503,0.095,0,""
"3","GATM",1.27759363767512,0.434,0.053,0,""
"3","ENSG00000258472",1.2766649676166,0.613,0.161,0,""
"3","TMEM106A",1.26583016648905,0.442,0.042,0,""
"3","MIA2",1.26028994707455,0.842,0.285,0,""
"3","ENSG00000211683",1.25844056785093,0.563,0.106,0,""
"3","ENSG00000258461",1.25645697868948,0.504,0.081,0,""
"3","DMGDH",1.25479492542053,0.54,0.108,0,""
"3","SLC26A6",1.24863282367377,0.494,0.072,0,""
"3","C11orf54",1.24764529170571,0.706,0.225,0,""
"3","SLC25A42",1.24519200768635,0.404,0.043,0,""
"3","PCK2",1.23989316870189,0.4,0.038,0,""
"3","HGD",1.23472362761247,0.515,0.091,0,""
"3","KCNK5",1.2271880765949,0.405,0.04,0,""
"3","LINC02499",1.22649467831876,0.366,0.023,0,""
"3","ANK2",1.2207601042205,0.752,0.223,0,""
"3","HDHD3",1.21226354346114,0.531,0.108,0,""
"3","UGT2A3",1.20674803592848,0.395,0.039,0,""
"3","MAPT",1.19020906485841,0.366,0.03,0,""
"3","WDR72",1.18937000091599,0.809,0.342,0,""
"3","CYP4V2",1.18720357670015,0.599,0.184,0,""
"3","FBP1",1.18175857830616,0.361,0.03,0,""
"3","ACMSD",1.17826776737898,0.394,0.031,0,""
"3","NHERF4",1.1744079887122,0.36,0.026,0,""
"3","CLEC18A",1.17377236395859,0.667,0.12,0,""
"3","TRPM3",1.17017248657803,0.737,0.223,0,""
"3","GSTA2",1.16629198779871,0.346,0.035,0,""
"3","PLEKHA5",1.16304814143522,0.889,0.422,0,""
"3","IDH1",1.15852950215924,0.426,0.068,0,""
"3","AKR1A1",1.14726407120121,0.493,0.078,0,""
"3","TNS1",1.14308365441493,0.73,0.248,0,""
"3","CHDH",1.14239449934645,0.447,0.069,0,""
"3","EHHADH",1.14066114850581,0.474,0.065,0,""
"3","HPN",1.13935346907651,0.692,0.218,0,""
"3","PGPEP1",1.13493599592537,0.446,0.087,0,""
"3","HPD",1.12978537337585,0.385,0.043,0,""
"3","P4HA2",1.12916233071295,0.368,0.033,0,""
"3","EPB41L3",1.11914058656102,0.509,0.123,0,""
"3","ASPA",1.11871621564381,0.572,0.119,0,""
"3","ACAA1",1.1168646816029,0.436,0.081,0,""
"3","MFSD4B",1.11514378423137,0.549,0.14,0,""
"3","ENSG00000231205",1.1147482885832,0.337,0.058,0,""
"3","ABCC6",1.11279175722279,0.429,0.057,0,""
"3","KHK",1.10568771781608,0.436,0.047,0,""
"3","PRLR",1.10408474061306,0.471,0.102,0,""
"3","HECW1",1.10131602083495,0.335,0.021,0,""
"3","CNTNAP3",1.09918966895209,0.463,0.076,0,""
"3","AFMID",1.09630885944037,0.515,0.117,0,""
"3","PAPLN",1.09513564668266,0.547,0.128,0,""
"3","XYLB",1.09395526647623,0.343,0.033,0,""
"3","CYB5A",1.09105295809878,0.56,0.155,0,""
"3","RNF186",1.08922665904568,0.299,0.013,0,""
"3","PTPRD",1.08571898283663,0.538,0.099,0,""
"3","SLC2A9",1.08347597830062,0.362,0.041,0,""
"3","EBNA1BP2",1.08325218796745,0.435,0.065,0,""
"3","SLC7A7",1.08118000061011,0.336,0.027,0,""
"3","TLN2",1.07958580313172,0.549,0.146,0,""
"3","CDHR5",1.07614891410976,0.488,0.068,0,""
"3","CCDC200",1.0757330628004,0.446,0.08,0,""
"3","OR2G6",1.07212550644589,0.347,0.034,0,""
"3","BNC2",1.06791232093598,0.416,0.058,0,""
"3","CRYL1",1.06741032080345,0.544,0.154,0,""
"3","TERLR1",1.06380868150355,0.315,0.028,0,""
"3","CMBL",1.06050995604767,0.342,0.037,0,""
"3","GPR89B",1.06048145362261,0.543,0.148,0,""
"3","GIPC2",1.05524524929417,0.375,0.04,0,""
"3","LIN52",1.05491692630361,0.356,0.045,0,""
"3","HADH",1.05242654936022,0.413,0.077,0,""
"3","ENSG00000256340",1.05164994109031,0.39,0.043,0,""
"3","DEPDC7",1.05108848609024,0.316,0.021,0,""
"3","SLC6A12",1.0451403439348,0.404,0.06,0,""
"3","FMO1",1.04326997086073,0.297,0.02,0,""
"3","ALDH6A1",1.04131753948413,0.412,0.084,0,""
"3","AMN",1.03263355102756,0.511,0.084,0,""
"3","NET1",1.03118452043057,0.345,0.049,0,""
"3","RNF183",1.03053672437228,0.29,0.024,0,""
"3","CYP2B6",1.02887908023229,0.313,0.024,0,""
"3","CES3",1.02539425032835,0.323,0.032,0,""
"3","ATP6V1B2",1.0241317197281,0.461,0.111,0,""
"3","RIGI",1.021769439534,0.437,0.082,0,""
"3","ESPN",1.02174282310183,0.437,0.06,0,""
"3","ALAD",1.01893625947583,0.335,0.044,0,""
"3","EAF2",1.01791077407679,0.349,0.044,0,""
"3","BCAT2",1.01763324260911,0.428,0.082,0,""
"3","PCDH15",1.0146128080792,0.266,0.01,0,""
"3","MSRA",1.01246803733995,0.337,0.052,0,""
"3","RBP5",1.01104994849087,0.399,0.058,0,""
"3","TMEM150A",1.00320688582018,0.356,0.048,0,""
"3","SLC22A12",1.0008899180796,0.312,0.036,0,""
"3","XPNPEP2",0.996046131047654,0.286,0.019,0,""
"3","FAAH",0.985143737207313,0.543,0.127,0,""
"3","SLC25A44",0.983729390478656,0.358,0.059,0,""
"3","SLC12A7",0.977927056508812,0.501,0.117,0,""
"3","OTOGL",0.977540327622943,0.267,0.018,0,""
"3","SERPINF2",0.97673130772395,0.376,0.051,0,""
"3","GPD1",0.972604029585101,0.335,0.028,0,""
"3","GRAMD1B",0.970984777569127,0.392,0.076,0,""
"3","TRPV1",0.965845591097376,0.427,0.089,0,""
"3","ENSG00000272356",0.962924980518079,0.366,0.065,0,""
"3","ENSG00000238105",0.956502813280899,0.507,0.13,0,""
"3","NAPSA",0.954474477080114,0.321,0.043,0,""
"3","FGGY",0.952790491254958,0.418,0.083,0,""
"3","BAIAP2L2",0.951169032892136,0.347,0.05,0,""
"3","ENSG00000251637",0.945242892946574,0.277,0.021,0,""
"3","ENSG00000248373",0.94505720308841,0.255,0.015,0,""
"3","HNF4A-AS1",0.944379921572799,0.251,0.009,0,""
"3","GGT3P",0.931770944665428,0.431,0.079,0,""
"3","ALDH8A1",0.925691989456972,0.3,0.028,0,""
"3","SLC5A2",0.92562268529038,0.273,0.016,0,""
"3","ZYG11A",0.92424111536365,0.282,0.02,0,""
"3","NAT8",0.923665155772993,0.262,0.015,0,""
"3","SDC1",0.921651831255145,0.314,0.048,0,""
"3","MIR100HG",0.921031885887354,0.321,0.038,0,""
"3","PROZ",0.919060769117067,0.267,0.02,0,""
"3","LINC01060",0.912640478694258,0.262,0.014,0,""
"3","OR2T35",0.910966855903949,0.257,0.014,0,""
"3","TENM1",0.910840719090788,0.334,0.049,0,""
"3","PCSK5",0.910192716998587,0.304,0.036,0,""
"3","EVA1A",0.899894769529875,0.306,0.044,0,""
"3","ACOX2",0.897460617183939,0.294,0.034,0,""
"3","RGL1",0.895970146979938,0.323,0.037,0,""
"3","DRAIC",0.894947832761471,0.25,0.025,0,""
"3","SCN8A",0.893471851886746,0.3,0.029,0,""
"3","BBOX1",0.893066329468508,0.355,0.05,0,""
"3","TMEM37",0.892898300237207,0.323,0.048,0,""
"3","GPT2",0.892515314284815,0.341,0.054,0,""
"3","KCNH6",0.890534871200442,0.255,0.018,0,""
"3","CDHR3",0.890327344472936,0.322,0.045,0,""
"3","ABR",0.881407281448201,0.337,0.057,0,""
"3","SLC27A2",0.881336494546166,0.271,0.023,0,""
"3","PNPLA3",0.879173069202051,0.279,0.028,0,""
"3","GGT1",0.86658695853324,0.446,0.081,0,""
"3","FIGNL1",0.865639489473046,0.335,0.054,0,""
"3","ENSG00000257894",0.859315867060438,0.275,0.029,0,""
"3","SCRN2",0.854531116334077,0.374,0.072,0,""
"3","ENSG00000215859",0.853617735958573,0.314,0.045,0,""
"3","ABI3BP",0.851514350851208,0.372,0.062,0,""
"3","FGFR3",0.843406556343052,0.502,0.118,0,""
"3","ENSG00000262660",0.84151333470742,0.285,0.038,0,""
"3","RAB29",0.841187629187451,0.302,0.04,0,""
"3","ETNK2",0.840771669561367,0.26,0.022,0,""
"3","ABAT",0.840579152882438,0.272,0.034,0,""
"3","C4B",0.83611120921123,0.412,0.078,0,""
"3","ADGRG5",0.830600645882368,0.265,0.03,0,""
"3","KCNAB2",0.830236958347733,0.308,0.032,0,""
"3","PRUNE2",0.817197453608873,0.379,0.072,0,""
"3","AZGP1",0.81324719334575,0.263,0.031,0,""
"3","SLC37A4",0.805619362469621,0.29,0.041,0,""
"3","DBH-AS1",0.786917429240476,0.267,0.032,0,""
"3","TTYH3",0.780053944093769,0.292,0.04,0,""
"3","PEPD",0.736602774211493,0.253,0.03,0,""
"3","STX3",1.04868118911859,0.533,0.149,1.15064357399788e-300,""
"3","QPRT",0.758522369538011,0.259,0.035,2.57928064383922e-300,""
"3","PFKFB2",1.21262779456861,0.526,0.152,2.91900402619891e-299,""
"3","GALM",0.778013842223554,0.25,0.032,3.35440512093759e-299,""
"3","LSP1P4",0.949899366362949,0.395,0.082,3.48562527826563e-298,""
"3","SLC39A14",0.901810740472338,0.323,0.057,7.84621402076642e-296,""
"3","ARHGAP10",0.741492485643422,0.315,0.052,1.37686359139792e-292,""
"3","FAHD1",0.746169925697723,0.255,0.035,2.67308904882827e-292,""
"3","RGN",0.937826535623509,0.351,0.067,4.3272366190048e-292,""
"3","TNFRSF14",0.885713361275299,0.55,0.15,1.1578559335037e-291,""
"3","MYO7B",0.677790547307011,0.269,0.038,5.62161395554602e-290,""
"3","NIT2",1.04958323326279,0.519,0.147,2.1501321818377e-287,""
"3","ENSG00000271789",0.87405073719274,0.332,0.061,9.89625152115178e-287,""
"3","CALM1",0.913375805767346,0.554,0.158,4.03066533171078e-286,""
"3","FREM2",0.924251639592057,0.411,0.093,4.62669876531319e-285,""
"3","SUCLG1",1.07591395651696,0.572,0.181,9.40849275508007e-284,""
"3","HDAC6",0.888197359389682,0.549,0.156,8.95969395796226e-283,""
"3","RTKN",0.953733489141245,0.433,0.104,2.67802760291008e-281,""
"3","SLC16A4",0.945697529427114,0.429,0.103,4.67567878414693e-279,""
"3","SLC9B2",0.852974369997506,0.372,0.078,2.2024296101814e-278,""
"3","ENSG00000247903",0.821192318362384,0.29,0.048,3.24791476286347e-278,""
"3","FRMD1",0.729304316567156,0.357,0.069,6.82420732810858e-278,""
"3","SCN9A",0.819496446114414,0.316,0.056,7.5548708603144e-277,""
"3","AASS",1.1485645471139,0.517,0.153,8.98652795833522e-276,""
"3","ENSG00000280537",0.814627493103722,0.267,0.041,6.48817779167703e-275,""
"3","SNX30",0.928527058303624,0.308,0.056,8.65199899004193e-271,""
"3","GPR89A",0.952889806273501,0.497,0.14,8.8479862400634e-270,""
"3","GGTLC2",0.690991790259105,0.323,0.059,9.11281294073829e-269,""
"3","BNIP3L",0.877014380444783,0.337,0.067,1.43818032381762e-268,""
"3","AGPAT3",0.882310764657731,0.435,0.108,1.14598720736646e-267,""
"3","SLC2A4RG",0.829642389248861,0.438,0.108,3.22350570555764e-267,""
"3","BAIAP2",0.849826444319651,0.402,0.092,1.41898136904174e-266,""
"3","ENSG00000274317",0.849802244172318,0.294,0.051,8.65188947369886e-265,""
"3","LRRC75B",0.728272397474815,0.341,0.068,3.17349427116902e-262,""
"3","MALT1",0.926852850119352,0.45,0.116,5.58323357853947e-262,""
"3","ENSG00000215154",0.912975298922053,0.424,0.105,1.38553921609874e-260,""
"3","NCKAP5",0.773764544397876,0.414,0.099,1.45435637043444e-258,""
"3","ZFAT",0.747944675637531,0.298,0.054,2.03538857703047e-258,""
"3","RCN3",0.733911010232765,0.255,0.039,4.25389417235128e-258,""
"3","GK",1.08768433452458,0.391,0.095,1.93158266889627e-255,""
"3","GRINA",0.853776811723163,0.385,0.089,2.26242587702127e-255,""
"3","MFSD14B",0.95187290449254,0.339,0.072,9.81495043530432e-255,""
"3","CAMK2G",0.78676346035681,0.339,0.07,1.13132215957396e-254,""
"3","CHRM3",0.824485452994649,0.296,0.054,9.28242994131527e-254,""
"3","AQP7",0.799371871113,0.302,0.056,1.0218241243744e-252,""
"3","LPAR6",0.820654415720674,0.406,0.098,2.46548665046527e-252,""
"3","FKBP5",1.36650194138899,0.532,0.169,7.91148285822626e-249,""
"3","HAGH",0.880177085073817,0.343,0.075,3.37608975531406e-245,""
"3","RASA4.1",0.741565485585882,0.382,0.088,5.46867796585225e-244,""
"3","CTSB",0.852091438804001,0.343,0.075,9.25351752806866e-244,""
"3","ACSS2",0.762572022937467,0.385,0.091,1.14029699346536e-242,""
"3","PTH1R",0.637450547743466,0.917,0.419,1.19531707219073e-242,""
"3","PDGFC",0.718081531935064,0.289,0.054,4.46007579413274e-242,""
"3","ALDH1L1",0.906923745280044,0.537,0.168,7.21879161692106e-242,""
"3","ACOX1",0.874351678017591,0.393,0.098,2.7709436905706e-241,""
"3","ENTPD5",0.832065621153751,0.356,0.082,7.01278612383532e-241,""
"3","MAST4",0.918875899433989,0.587,0.201,1.33853555206225e-239,""
"3","FAM20C",0.783080448243681,0.36,0.081,2.19316674365013e-237,""
"3","DHTKD1",0.74249193311319,0.339,0.074,4.8523477417455e-236,""
"3","DMXL2",0.856810722353187,0.696,0.272,2.55330745522023e-235,""
"3","KLKB1",0.672895122236281,0.301,0.059,4.48787339954769e-233,""
"3","DCXR",0.873985821292603,0.43,0.118,6.57369862061252e-233,""
"3","PRR5",0.614893796100307,0.304,0.06,7.79406114608693e-233,""
"3","GANC",0.820270709681693,0.403,0.104,3.06170571074396e-232,""
"3","SAMD5",0.903770949240142,0.409,0.109,2.69065620181764e-230,""
"3","SLC3A2",0.867506485073035,0.418,0.113,4.81139843436032e-229,""
"3","BIN1",0.65047558747648,0.265,0.047,1.65496375732899e-226,""
"3","LINC01317",0.911058067583523,0.575,0.197,1.73905801714129e-226,""
"3","PTGR1",0.900897290433096,0.466,0.139,6.92643158649724e-226,""
"3","DECR2",0.653255617580284,0.271,0.05,7.02482677471945e-226,""
"3","D2HGDH",0.820366658889213,0.549,0.179,2.21071800899462e-225,""
"3","SELENBP1",0.794931071830905,0.378,0.094,7.12306976323695e-221,""
"3","VPS13A",0.840348999084165,0.768,0.351,7.92211899242907e-221,""
"3","ZBTB16",0.830414982373452,0.471,0.141,2.8618349709282e-220,""
"3","SLC22A18",0.702940517631391,0.25,0.044,7.72365339078804e-220,""
"3","ENSG00000246695",0.898030903113771,0.471,0.144,4.16244484237711e-219,""
"3","MAOA",0.828535373734562,0.294,0.062,3.66299356106407e-217,""
"3","COL27A1",0.730210806076523,0.514,0.16,4.09896096531479e-217,""
"3","PDPR",0.858682906272793,0.471,0.144,8.57928872896449e-216,""
"3","HMGN3",0.942757807657395,0.636,0.257,6.68938606399544e-215,""
"3","KIAA1549",0.688869736166881,0.311,0.068,2.420618163836e-214,""
"3","L3MBTL4",0.82051241473635,0.373,0.097,4.83612266579392e-213,""
"3","NFIB",0.858810884889338,0.58,0.212,1.18584290675767e-211,""
"3","IFIT1",0.819633652740759,0.3,0.065,3.15731620543808e-211,""
"3","GRHPR",0.84153919028864,0.332,0.079,1.39719689346631e-210,""
"3","STX7",0.971984551578704,0.601,0.236,2.19799814409822e-209,""
"3","FMO4",0.834226625879793,0.366,0.096,1.53847494164446e-208,""
"3","MCF2L",0.741947603262722,0.5,0.16,1.88809749877463e-205,""
"3","ENSG00000283196",0.736247151312508,0.288,0.062,4.45494857768039e-205,""
"3","MTHFR",0.709691840640539,0.318,0.073,1.07211698617046e-204,""
"3","MAP3K13",0.873543147170054,0.481,0.16,1.84910572210758e-202,""
"3","TCP11L1",0.72558653565125,0.288,0.063,9.09736638848753e-202,""
"3","DNAJC16",0.787526362316699,0.362,0.096,1.11714648180696e-201,""
"3","FTL",1.04028878385148,0.448,0.144,1.8445548878334e-200,""
"3","KCNQ1OT1",0.876363823408046,0.935,0.616,4.77769122688226e-200,""
"3","TRIM13",0.706271150069118,0.328,0.079,7.13023292114315e-200,""
"3","PDK4",0.831890249184709,0.694,0.31,6.25494917265848e-199,""
"3","DENND5B",0.689825598014742,0.317,0.075,1.07933180058981e-198,""
"3","SNX5",0.889508543246748,0.475,0.16,7.24955393460496e-197,""
"3","TTC21B",0.792632612296904,0.503,0.17,4.09920628736312e-196,""
"3","PPP1R16A",0.647261003403451,0.411,0.117,4.22924660558487e-196,""
"3","ALDH7A1",0.801874908430778,0.379,0.106,6.07111204871759e-194,""
"3","GLDC",0.722846674015382,0.378,0.104,1.56328711943401e-193,""
"3","ECHS1",0.674890433058586,0.288,0.064,2.69707912405167e-193,""
"3","RORA",0.875676849845763,0.611,0.253,6.13935933744668e-193,""
"3","EPHX2",0.771910366389683,0.552,0.204,7.80551257091534e-192,""
"3","ENSG00000285330",0.700947639401254,0.486,0.16,8.42432696000252e-191,""
"3","RPS27L",0.76003731454633,0.36,0.098,1.28634368882096e-190,""
"3","TMEM176B",0.60717689566889,0.251,0.05,7.63557680973137e-190,""
"3","PLEKHA6",0.694977912148386,0.369,0.102,1.46713084972736e-187,""
"3","ENSG00000254154",0.720917400078903,0.346,0.092,2.66801707409706e-186,""
"3","CTSA",0.759141591125577,0.312,0.077,9.93712336470422e-186,""
"3","PPP1R21",0.768364029743328,0.403,0.123,1.47623110777437e-184,""
"3","FBXO21",0.842921673789983,0.517,0.19,1.59891981316063e-184,""
"3","PAX2",0.737663416313264,0.77,0.361,4.01255663654383e-184,""
"3","GRB10",0.583212336663016,0.369,0.101,7.02906597453593e-184,""
"3","SLC2A11",0.722873371573866,0.453,0.148,1.43049391051039e-182,""
"3","INSR",0.712659398396038,0.505,0.177,1.43944077032912e-182,""
"3","ABCA1",0.640863462371301,0.255,0.054,1.72398107062177e-181,""
"3","ECHDC2",0.77627406436206,0.807,0.429,1.13353635896698e-180,""
"3","CELSR1",0.674312596594905,0.303,0.075,4.66053773286577e-179,""
"3","FGFR4",0.579433187445515,0.269,0.059,9.55794154836762e-179,""
"3","ACSL1",0.806896992291227,0.476,0.167,1.18325458615998e-178,""
"3","SLC1A1",0.621983524243209,0.257,0.056,3.97469545597984e-177,""
"3","PCLO",0.66487655259173,0.608,0.239,3.25919261924033e-176,""
"3","NSMF",0.552217249529529,0.401,0.12,2.6864757959021e-173,""
"3","ACAD11",0.719171355101685,0.392,0.121,2.19047355799479e-171,""
"3","ULK3",0.647487654437893,0.372,0.109,4.88776096553219e-171,""
"3","DMXL1",0.743805160010182,0.694,0.325,1.12179837117383e-169,""
"3","ULK4",0.749160828366322,0.349,0.1,4.33083024412952e-169,""
"3","LRIG3",0.660009917205533,0.282,0.069,1.42666492428935e-167,""
"3","APOE",0.594708917915092,0.256,0.058,5.46884149344544e-167,""
"3","SMTN",0.543169765988796,0.333,0.09,2.34074428309545e-166,""
"3","SFXN5",0.732214681290227,0.43,0.145,2.82703324802631e-165,""
"3","SLC66A2",0.619338432249453,0.287,0.072,2.41846149560351e-164,""
"3","DNM1",0.590321996059935,0.292,0.073,4.28621495050437e-164,""
"3","REV3L",0.722561788277382,0.674,0.319,5.50685725533999e-164,""
"3","ACBD4",0.57390353674369,0.251,0.056,3.73766585850379e-163,""
"3","ENSG00000255508",0.597827113810406,0.252,0.057,6.59061929271069e-163,""
"3","GADD45A",0.68227692563006,0.347,0.1,2.38330152925844e-162,""
"3","TUBGCP3",0.796098822438762,0.333,0.096,1.56278852379827e-161,""
"3","CNDP2",0.681465100790936,0.484,0.178,2.9488224968312e-160,""
"3","GATD3",0.681439817462852,0.313,0.086,3.74966363249361e-160,""
"3","P4HA1",0.780390912597376,0.306,0.084,1.32629186364373e-159,""
"3","ENSG00000131797",0.738194685294638,0.335,0.099,1.97236984691444e-157,""
"3","B3GAT1-DT",0.547652873440531,0.326,0.09,2.50838302214838e-155,""
"3","B4GALT4",0.628916325199131,0.259,0.063,5.37218029420049e-155,""
"3","FRMD4B",0.619641798309519,0.399,0.129,5.99289970523863e-155,""
"3","USP2",0.595533002161476,0.421,0.14,6.33291652037236e-155,""
"3","L2HGDH",0.65856016739323,0.293,0.078,3.81281719357108e-153,""
"3","MSH3",0.633842253377457,0.38,0.121,4.59403369353408e-153,""
"3","TTC39B",0.729469301770345,0.387,0.128,1.24323744045598e-152,""
"3","MT1E",0.794388723550264,0.29,0.079,5.67912562664704e-152,""
"3","ATP6V0A1",0.695615511864896,0.535,0.218,1.30127734711547e-151,""
"3","CAT",0.66746570975777,0.33,0.098,3.54873537291127e-150,""
"3","ACADL",0.717865281521794,0.397,0.133,3.56274207125363e-150,""
"3","CALD1",0.267719445606224,0.468,0.161,6.92083599611531e-150,""
"3","OPTN",0.647300025242475,0.341,0.104,1.22573521079528e-148,""
"3","ASAH1",0.666824509815794,0.366,0.117,3.04545156358998e-148,""
"3","SRRM2",0.59735143195894,0.912,0.582,4.09012159725516e-147,""
"3","DIP2C",0.61799386651469,0.366,0.117,9.78381414747598e-147,""
"3","KLHL20",0.638137363389569,0.281,0.076,1.36559062021735e-146,""
"3","NRP1",0.529017438320157,0.351,0.106,6.13410615980129e-146,""
"3","DLG2",0.593776074893493,0.36,0.114,4.4765621628683e-145,""
"3","GALNT11",0.771158477641985,0.424,0.155,9.47698648302803e-145,""
"3","SLC15A2",0.555448432749602,0.286,0.077,1.20834071610918e-144,""
"3","ENSG00000264031",0.570178395528516,0.327,0.097,2.0166151210628e-144,""
"3","SORBS2",0.671417193892301,0.606,0.27,2.57925271712147e-144,""
"3","DDI2",0.611103204326169,0.364,0.118,7.25963987691485e-144,""
"3","PBX1",0.537115441251734,0.508,0.199,4.22526901999505e-143,""
"3","PTH2R",0.562113690895222,0.576,0.243,1.16637011780215e-142,""
"3","WDFY3",0.723124185858141,0.644,0.308,1.89799721958299e-142,""
"3","ZKSCAN1",0.655932181993498,0.574,0.254,2.12323159289946e-141,""
"3","PECR",0.559645473530115,0.253,0.064,4.07254008859106e-140,""
"3","NPLOC4",0.583605253133933,0.455,0.172,6.85668922196876e-140,""
"3","HNF1A-AS1",0.636866823083978,0.578,0.252,1.40032436289415e-139,""
"3","ENSG00000203709",0.731120884946656,0.659,0.329,2.52626124185304e-138,""
"3","FAT1",0.491418486809496,0.555,0.228,3.27813796153164e-138,""
"3","SLC43A2",0.629522641219406,0.455,0.171,4.18379305020413e-138,""
"3","TMEM63A",0.680455412175724,0.318,0.098,2.27991987337421e-137,""
"3","SLC3A1",0.669786283048583,0.508,0.207,6.00313385593911e-137,""
"3","CEP135",0.589719639939513,0.312,0.093,9.62035951724516e-137,""
"3","PATJ",0.663745179880462,0.795,0.458,8.5093621548757e-136,""
"3","SLIT2",0.531573712561544,0.362,0.116,9.65725090831628e-136,""
"3","SLC22A2",0.571581577464901,0.321,0.097,2.14492004745163e-134,""
"3","NUDT16",0.646719558563627,0.284,0.082,2.3740486762892e-134,""
"3","OSBPL1A",0.502093830809594,0.263,0.071,1.35479642628698e-133,""
"3","PRODH.1",0.482163997320773,0.259,0.068,1.99967269316198e-132,""
"3","NUMB",0.710246788720022,0.613,0.302,6.51978533160718e-132,""
"3","ADD1",0.645821488241104,0.558,0.249,2.988433327291e-131,""
"3","SETD3",0.629915796992946,0.354,0.12,5.06331669106342e-131,""
"3","ATG4B",0.630484866469861,0.517,0.221,9.67690772577233e-131,""
"3","GALE",0.568607419666843,0.259,0.07,3.54377091376464e-130,""
"3","HIBCH",0.662222832123025,0.526,0.231,8.80621640070928e-130,""
"3","ZEB2",0.370177563031322,0.268,0.073,6.59894454890936e-129,""
"3","NT5DC1",0.61669533862779,0.333,0.111,1.19294640641253e-126,""
"3","IFT88",0.622486976120248,0.483,0.2,1.23198607328719e-125,""
"3","RETREG1",0.586810683008818,0.337,0.112,1.80294489991097e-125,""
"3","DZIP1",0.47394290062519,0.327,0.104,2.67188072499801e-125,""
"3","TRPS1",0.577767465150878,0.358,0.124,2.75753482775923e-125,""
"3","KIF12",0.570013331240507,0.8,0.435,1.30281934311652e-124,""
"3","AIG1",0.638126993368125,0.45,0.18,1.31165370350654e-124,""
"3","IGF1R",0.627082914532096,0.471,0.195,1.3218758267686e-123,""
"3","ENSG00000248124",0.490906808185234,0.258,0.072,6.00855069844671e-123,""
"3","EIF4EBP2",0.509971925249477,0.279,0.083,1.38135967583914e-122,""
"3","POLD4",0.470791782328394,0.266,0.076,2.50693277482283e-122,""
"3","PARP10",0.42322876347241,0.386,0.136,2.880520970104e-122,""
"3","PEBP1",0.595927474490771,0.361,0.128,1.61095395513871e-121,""
"3","ARL16",0.560961692978116,0.306,0.097,2.12328516605798e-121,""
"3","DDX56",0.559319583824926,0.386,0.14,4.690407440717e-121,""
"3","KCNC3",0.623270625817891,0.331,0.111,5.26912281692013e-121,""
"3","ELL2",0.590492523355546,0.37,0.134,5.06669892331229e-120,""
"3","RUFY3",0.683380535934133,0.596,0.294,1.54995136155401e-119,""
"3","PTPRM",0.41629699601142,0.399,0.146,1.53608295020365e-118,""
"3","TPCN2",0.485585821503225,0.251,0.071,2.25601118885822e-118,""
"3","NPR3",0.566720168833261,0.303,0.097,5.33184762084493e-118,""
"3","ENSG00000273154",0.341749102011712,0.296,0.091,1.43499161886413e-117,""
"3","KIAA1958",0.598438070171949,0.281,0.087,1.44141078923982e-117,""
"3","LTBR",0.589562731911298,0.294,0.094,1.82740090006353e-117,""
"3","ENSG00000284606",0.56772520716248,0.295,0.094,2.97776609837076e-117,""
"3","SFXN1",0.719983711464413,0.418,0.17,5.0574223808069e-117,""
"3","GLG1",0.625744976250834,0.511,0.23,1.13881186517905e-116,""
"3","MYO15B",0.49247910427771,0.442,0.177,1.97966352342082e-116,""
"3","XPR1",0.544465166748043,0.298,0.097,2.18388282961465e-115,""
"3","CTTNBP2",0.392696363553079,0.299,0.094,1.80267267240262e-114,""
"3","FAM177A1",0.562304142967722,0.362,0.134,4.14411126634487e-113,""
"3","ZHX3",0.581575460712439,0.387,0.148,5.92049894189763e-113,""
"3","IP6K2",0.583251830338826,0.467,0.202,2.58931134156746e-112,""
