"cluster","gene","avg_log2FC","pct.1","pct.2","p_val_adj"
"15","MEIS2",1.84403515697656,0.385,0.049,3.24115170259316e-206
"15","A2M",2.56023396608266,0.326,0.043,1.17483037770894e-177
"15","RAPGEF5",1.68924469697068,0.255,0.028,1.05343791934204e-158
"15","NFASC",1.99665789692065,0.294,0.042,4.4680460563057e-139
"15","CCN1",3.2472428769419,0.3,0.047,1.58398984691281e-137
"15","COL6A2",2.16139734230432,0.283,0.041,5.90293744813316e-137
"15","EPB41L2",1.75443696117864,0.274,0.044,1.77469474436369e-117
"15","FLNA",2.23725647867817,0.47,0.143,5.8746953328917e-102
"15","LIMA1",2.08246524179623,0.504,0.168,7.11472806444422e-101
"15","ITGA1",2.24343566620299,0.509,0.199,2.10727547398576e-83
"15","MEG3",1.66148414518277,0.285,0.066,9.33371528767634e-71
"15","FOS",2.66236791658083,0.436,0.156,1.34590579184046e-70
"15","NR4A1",2.35152003968549,0.474,0.197,1.30119526988514e-63
"15","ZEB2",1.87962646561051,0.283,0.082,2.90819251225534e-54
"15","TPM1",1.56335533483992,0.485,0.222,3.33485638970864e-51
"15","TINAGL1",1.43321705705286,0.281,0.097,1.06209542315996e-40
"15","NR2F2-AS1",1.68773735170207,0.457,0.238,1.31030262923538e-40
"15","PRKG1",1.55540243052982,0.326,0.134,2.01259750801009e-37
"15","ZFP36",1.80663016612891,0.383,0.174,1.3765232942446e-36
"15","MEF2C",1.24657443002674,0.255,0.087,3.28650103369392e-34
"15","ENSG00000281383",0.646267069588362,1,0.999,2.94339696440582e-33
"15","SLC38A2",1.82326722657519,0.4,0.209,1.45351793914063e-32
"15","ARHGEF17",1.47037347541539,0.291,0.122,1.6289480839323e-29
"16","EMCN",4.97319163522599,0.94,0.027,0
"16","PLAT",4.08740574388585,0.685,0.02,0
"16","PTPRB",3.99948897076497,0.863,0.033,0
"16","HECW2",3.91077733339585,0.778,0.007,0
"16","BTNL9",3.7821251590823,0.778,0.031,0
"16","MEIS2",3.61753401383852,0.827,0.048,0
"16","EGFL7",3.30829665552435,0.815,0.048,0
"16","PLPP1",3.20344578958378,0.71,0.064,0
"16","NHERF2",3.2018981355084,0.633,0.024,0
"16","NOSTRIN",3.19711899424619,0.746,0.06,0
"16","LDB2",3.12316393420257,0.669,0.032,0
"16","CRHBP",2.91586371701148,0.444,0.007,0
"16","FLT1",2.90618622366634,0.577,0.021,0
"16","ZEB1",2.75587289371009,0.593,0.045,0
"16","SHANK3",2.74540529911972,0.673,0.052,0
"16","MEG3",2.7291554382428,0.746,0.063,0
"16","CD34",2.72303690797057,0.484,0.012,0
"16","KLF2",2.71440435720705,0.496,0.027,0
"16","HIF3A",2.65875229207079,0.5,0.025,0
"16","KDR",2.64559532791526,0.468,0.009,0
"16","ENSG00000258168",2.6238189773433,0.472,0.012,0
"16","TEK",2.60933582017989,0.504,0.021,0
"16","RAPGEF4",2.60072634719088,0.5,0.015,0
"16","SLCO2A1",2.49334848329167,0.54,0.033,0
"16","NOTCH4",2.41130101424778,0.456,0.014,0
"16","EHD3",2.39468721898146,0.355,0.005,0
"16","ITGA8",2.32639169326736,0.343,0.008,0
"16","PECAM1",2.23402209702881,0.464,0.026,0
"16","PREX2",2.20131366903113,0.395,0.013,0
"16","ROBO4",2.19644406365867,0.359,0.012,0
"17","PTPRC",3.90528837867689,0.602,0.016,0
"17","INPP5D",2.55516245724604,0.327,0.012,0
"17","ITGA4",2.54484728940097,0.307,0.012,0
"17","IL10RA",2.50347404038593,0.287,0.004,0
"17","FYB1",2.47304673922961,0.295,0.011,0
"17","CXCR4",2.31359312690085,0.255,0.005,0
"17","CD53",2.27812603979572,0.287,0.003,0
"17","HCLS1",2.12892718854946,0.263,0.009,2.09132310933082e-292
"17","STK17B",2.69836006373436,0.375,0.023,4.78417854601467e-262
"17","CD69",2.86971654406213,0.259,0.011,5.15434865574126e-242
"17","IFI16",2.51214754953225,0.378,0.03,2.08224608522401e-198
"17","AKNA",2.40914859897647,0.267,0.016,9.97964427088478e-179
"17","CD37",2.35318806456225,0.287,0.019,1.68114035844968e-178
"17","CD44",2.438436918221,0.331,0.031,1.19158168332637e-146
"17","HLA-DRB1",2.69046449614617,0.307,0.037,3.24531164690657e-106
"17","CELF2",2.14615914977559,0.303,0.038,4.14777442651934e-98
"17","ADAM28",2.3745285766663,0.255,0.032,5.12074419361855e-81
"17","ANKRD44",2.45290250121841,0.43,0.095,6.06236305637291e-79
"17","ACAP1",2.14680344293814,0.267,0.038,8.79491099251773e-75
"17","CD74",2.6935270872414,0.327,0.064,1.2773973005148e-63
"17","DOCK10",1.99072113332577,0.275,0.052,1.0915338228306e-53
"17","CLEC2D",2.39210733454425,0.315,0.07,2.36234337732431e-52
"17","CIITA",2.40977366633285,0.271,0.055,4.89952122115408e-49
"17","DOCK8",2.0120839716912,0.299,0.077,6.37495588788472e-39
"17","ENSG00000281383",0.774687966069097,1,0.999,1.32985105370374e-37
"17","STK4",2.07640848775558,0.339,0.104,2.22632869053839e-36
"17","HLA-E",1.77753323178055,0.315,0.095,1.16155029746445e-31
"17","HLA-B",1.90985373174501,0.355,0.13,7.10936147754095e-28
"17","EVL",1.99518448128761,0.271,0.086,4.48139201897974e-25
"17","SMCHD1",1.77630119436743,0.514,0.302,2.27017407093669e-23
