,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
hsa05222,1.0423494307955e-29,0.00146676343892274,0.511,0.37,3.241706729774e-27,3,hsa05222
hsa05160,6.58949522988048e-29,0.00119128623021638,0.637,0.522,2.04933301649283e-26,3,hsa05160
hsa03030,7.16760860802321e-29,0.000327203115127701,0.473,0.297,2.22912627709522e-26,3,hsa03030
hsa00604,8.70831452457501e-29,0.000231404957934116,0.252,0.096,2.70828581714283e-26,3,hsa00604
hsa04614,1.09135236037492e-28,0.000631194351410347,0.593,0.315,3.39410584076599e-26,3,hsa04614
hsa04114,3.91298204303154e-28,0.00125002127407955,0.551,0.422,1.21693741538281e-25,3,hsa04114
hsa00591,2.92534938198722e-26,0.000184495099633581,0.433,0.28,9.09783657798025e-24,3,hsa00591
hsa04662,1.39357601471714e-25,0.00052744873901126,0.545,0.387,4.3340214057703e-23,3,hsa04662
hsa00830,1.67193977237825e-25,0.000671867088412592,0.593,0.27,5.19973269209635e-23,3,hsa00830
hsa05415,1.79563412467725e-25,0.00111859921563515,0.686,0.57,5.58442212774626e-23,3,hsa05415
hsa00534,1.9481274133896e-25,7.01029799614986e-05,0.418,0.247,6.05867625564165e-23,3,hsa00534
hsa03410,2.61774778350766e-25,0.000498952674274603,0.51,0.322,8.14119560670881e-23,3,hsa03410
hsa04927,3.81505296365931e-25,0.000245243639495507,0.62,0.482,1.18648147169805e-22,3,hsa04927
hsa04024,1.23536959252936e-24,0.000805888688723724,0.613,0.509,3.84199943276631e-22,3,hsa04024
hsa04720,1.89287260189045e-24,0.0013003899539713,0.459,0.357,5.88683379187931e-22,3,hsa04720
hsa05223,2.38449123556302e-24,0.001175519274031,0.527,0.383,7.41576774260101e-22,3,hsa05223
hsa05152,1.36698411353213e-23,0.00101292178934522,0.579,0.461,4.25132059308492e-21,3,hsa05152
hsa04611,2.02035025928971e-23,0.000586335851536598,0.467,0.342,6.28328930639099e-21,3,hsa04611
hsa04940,8.50084693042339e-22,2.99797170767803e-05,0.036,0.158,2.64376339536167e-19,3,hsa04940
hsa00760,1.86100462246375e-21,0.000515057640789185,0.609,0.487,5.78772437586227e-19,3,hsa00760
hsa04620,2.12673797687198e-21,0.000372946240183979,0.7,0.58,6.61415510807186e-19,3,hsa04620
hsa04657,4.71714496170737e-21,0.000469339900131066,0.646,0.525,1.46703208309099e-18,3,hsa04657
hsa04919,1.20373549643483e-20,0.00172516437294953,0.552,0.454,3.74361739391232e-18,3,hsa04919
hsa05230,1.89278812498966e-19,0.000742762523848132,0.636,0.492,5.88657106871784e-17,3,hsa05230
hsa05031,1.34637410003439e-18,0.000576220754086924,0.436,0.302,4.18722345110695e-16,3,hsa05031
hsa05146,1.2663242264689e-17,0.000520940818612805,0.739,0.621,3.93826834431829e-15,3,hsa05146
hsa05131,1.59986409050164e-17,0.0017852700752118,0.551,0.458,4.9755773214601e-15,3,hsa05131
hsa04130,6.9320663560577e-17,0.000316849581438096,0.667,0.525,2.15587263673395e-14,3,hsa04130
hsa03015,1.95027848366322e-16,0.00151773501206783,0.608,0.512,6.06536608419262e-14,3,hsa03015
hsa04730,4.15191024525532e-16,0.00033026624424736,0.573,0.47,1.2912440862744e-13,3,hsa04730
hsa03420,5.34015139864155e-15,0.0004870447516568,0.531,0.369,1.66078708497752e-12,3,hsa03420
hsa05211,7.0124514212621e-15,0.000580776225846241,0.585,0.467,2.18087239201251e-12,3,hsa05211
hsa00513,8.45529890866997e-15,0.000210424486193742,0.222,0.221,2.62959796059636e-12,3,hsa00513
hsa04145,2.43042406439634e-14,0.000634166652611429,0.49,0.394,7.55861884027263e-12,3,hsa04145
hsa05169,4.86173959154311e-14,0.000516959970404238,0.568,0.482,1.51200101296991e-11,3,hsa05169
hsa04713,6.97444994571991e-14,0.000358403091760283,0.512,0.425,2.16905393311889e-11,3,hsa04713
hsa05213,9.60413285677255e-14,0.00108999628428412,0.629,0.545,2.98688531845626e-11,3,hsa05213
hsa03430,2.89432289188216e-13,0.00057601589408354,0.531,0.396,9.00134419375351e-11,3,hsa03430
hsa00730,1.47182634893299e-12,7.55507705533347e-05,0.327,0.079,4.57737994518161e-10,3,hsa00730
hsa05225,1.61146123445965e-12,0.000817027842471529,0.532,0.452,5.0116444391695e-10,3,hsa05225
hsa05143,1.84816402687049e-12,6.89734049650176e-05,0.248,0.241,5.74779012356723e-10,3,hsa05143
hsa05217,2.10657746556028e-12,0.00028133914157644,0.547,0.429,6.55145591789246e-10,3,hsa05217
hsa04971,2.37496084590899e-12,0.001266375413227,0.466,0.439,7.38612823077697e-10,3,hsa04971
hsa04392,2.83512638928632e-12,0.000543083349824909,0.465,0.275,8.81724307068044e-10,3,hsa04392
hsa04914,7.8955329538669e-12,0.000360429028331677,0.691,0.62,2.45551074865261e-09,3,hsa04914
hsa04912,9.79043742997855e-12,0.000601361106580621,0.378,0.26,3.04482604072333e-09,3,hsa04912
hsa04910,1.3233033601092e-11,0.00104060812304533,0.419,0.309,4.11547344993962e-09,3,hsa04910
hsa00190,1.75941177903779e-11,0.00097178223141986,0.501,0.394,5.47177063280752e-09,3,hsa00190
hsa04120,2.33769641552752e-11,0.00214202638443375,0.271,0.167,7.27023585229057e-09,3,hsa04120
hsa04920,1.15341774766457e-10,0.000691294246544221,0.461,0.34,3.5871291952368e-08,3,hsa04920
hsa05412,1.97282664072607e-10,0.000236394651798409,0.475,0.384,6.13549085265809e-08,3,hsa05412
hsa04921,7.51424308743279e-10,0.000685718505908568,0.316,0.246,2.3369296001916e-07,3,hsa04921
hsa04935,1.62361086479001e-09,0.000318030016792166,0.641,0.555,5.04942978949692e-07,3,hsa04935
hsa05226,3.01708100269669e-09,0.000331462074286453,0.549,0.461,9.3831219183867e-07,3,hsa05226
hsa00592,3.12465342015013e-09,0.000105159726212059,0.51,0.342,9.7176721366669e-07,3,hsa00592
hsa05205,4.73366056604352e-09,0.000855496547814779,0.481,0.41,1.47216843603953e-06,3,hsa05205
hsa04960,1.70512236813362e-08,0.00127427306870208,0.248,0.225,5.30293056489556e-06,3,hsa04960
hsa04666,1.84176027473919e-08,0.000263245701122283,0.532,0.45,5.72787445443888e-06,3,hsa04666
hsa03450,2.40020653827924e-08,0.000342600751944299,0.292,0.149,7.46464233404844e-06,3,hsa03450
hsa05210,2.77387084592351e-08,0.000438636348679028,0.657,0.59,8.62673833082213e-06,3,hsa05210
hsa00230,3.35485973421879e-08,0.000305603645243325,0.395,0.276,1.04336137734204e-05,3,hsa00230
hsa05220,9.2709233459441e-08,0.000536748155530435,0.562,0.493,2.88325716058861e-05,3,hsa05220
hsa00515,9.75230759434036e-08,8.14983747941554e-05,0.472,0.35,3.03296766183985e-05,3,hsa00515
hsa04068,4.80663940171746e-07,0.000667771453036715,0.484,0.396,0.000149486485393413,3,hsa04068
hsa03060,1.14181300427104e-06,0.000361548160546072,0.355,0.222,0.000355103844328294,3,hsa03060
hsa05414,2.47830896270014e-06,0.000215831896048241,0.431,0.38,0.000770754087399744,3,hsa05414
hsa03440,5.69821662443986e-06,0.000284433480772616,0.49,0.377,0.0017721453702008,3,hsa03440
hsa05017,1.37169854843941e-05,0.0003933887720831,0.588,0.532,0.00426598248564655,3,hsa05017
hsa04623,2.25322570793405e-05,5.42572091875645e-05,0.47,0.355,0.0070075319516749,3,hsa04623
hsa04926,2.66777366470731e-05,0.000374167171490953,0.603,0.544,0.00829677609723973,3,hsa04926
hsa04350,2.93252556195656e-05,0.000365016319099219,0.42,0.328,0.00912015449768489,3,hsa04350
hsa04810,7.75214008439268e-05,0.000611822968294703,0.504,0.456,0.0241091556624612,3,hsa04810
hsa04140,9.77254796304676e-05,0.000765840011016273,0.482,0.409,0.0303926241650754,3,hsa04140
hsa00020,9.97281579227296e-05,0.000464513029148831,0.593,0.473,0.0310154571139689,3,hsa00020
hsa04218,0.000101004621533627,0.000975269973774131,0.328,0.22,0.031412437296958,3,hsa04218
hsa05132,0.000268060106670977,0.000626301058292272,0.432,0.378,0.083366693174674,3,hsa05132
hsa04310,0.000515258862668899,0.000336665113749275,0.428,0.354,0.160245506290027,3,hsa04310
hsa00900,0.000589555847118602,3.05230472953685e-05,0.224,0.178,0.183351868453885,3,hsa00900
hsa04217,0.000896477841170472,0.000322684847230862,0.509,0.432,0.278804608604017,3,hsa04217
hsa05164,0.00119357758538275,0.000266695230505759,0.508,0.465,0.371202629054036,3,hsa05164
hsa00510,0.00203628130687986,0.00045900808920414,0.277,0.237,0.633283486439638,3,hsa00510
hsa04925,0.00218110384695422,0.000267567237961349,0.474,0.426,0.678323296402761,3,hsa04925
hsa03040,0.00277137329038531,0.0004533387977132,0.488,0.425,0.861897093309833,3,hsa03040
hsa05167,0.00374020175961397,0.000391988858744573,0.343,0.295,1,3,hsa05167
hsa05161,0.00399309270403835,0.000160515863336765,0.619,0.585,1,3,hsa05161
hsa04929,0.00576223101498177,0.00013088477183018,0.401,0.328,1,3,hsa04929
hsa04612,0.0085532444071221,0.000207100624061418,0.524,0.46,1,3,hsa04612
hsa04672,0.00887821015638986,4.95956659231348e-05,0.162,0.101,1,3,hsa04672
hsa04020.1,4.38396406489632e-172,0.00203596227062151,0.737,0.368,1.36341282418276e-169,7,hsa04020
hsa04012,1.74072589147183e-90,0.00227059297072194,0.712,0.456,5.41365752247739e-88,7,hsa04012
hsa00670.1,7.0639745081695e-85,0.00147402511102317,0.627,0.369,2.19689607204071e-82,7,hsa00670
hsa04974.1,9.10035867206933e-75,0.00171662371889581,0.79,0.588,2.83021154701356e-72,7,hsa04974
hsa05205.1,1.08125474655942e-73,0.00267256075639992,0.636,0.401,3.36270226179978e-71,7,hsa05205
hsa04966.1,1.08094702984823e-66,0.00116115796644683,0.833,0.56,3.36174526282798e-64,7,hsa04966
hsa04010.1,6.77099942238181e-58,0.00180220128278067,0.624,0.421,2.10578082036074e-55,7,hsa04010
hsa00350.1,1.19289592722903e-57,0.000151988221007788,0.545,0.328,3.70990633368229e-55,7,hsa00350
hsa05032.1,1.37197531786834e-56,0.000457751910531721,0.655,0.4,4.26684323857053e-54,7,hsa05032
hsa00270.1,2.14925761332856e-52,0.00128199025331203,0.656,0.455,6.68419117745181e-50,7,hsa00270
hsa00565.1,3.00310328251943e-51,0.000361575590819155,0.694,0.463,9.33965120863544e-49,7,hsa00565
hsa00220.1,4.21618826528332e-47,0.00150853322076707,0.444,0.229,1.31123455050311e-44,7,hsa00220
hsa05030,1.20925402563555e-46,0.000264251006451086,0.618,0.38,3.76078001972657e-44,7,hsa05030
hsa04976.1,3.40035402010556e-46,0.000475623321136482,0.732,0.529,1.05751010025283e-43,7,hsa04976
hsa04550,1.23151698096782e-42,0.000919375112660917,0.767,0.594,3.83001781080993e-40,7,hsa04550
hsa00340.1,4.9853296751204e-40,0.000762904379257522,0.297,0.174,1.55043752896245e-37,7,hsa00340
hsa00790.1,1.70540029020952e-39,0.00014431800545231,0.471,0.311,5.30379490255161e-37,7,hsa00790
hsa00010.1,1.80653879051415e-35,0.00086014596297259,0.588,0.388,5.61833563849899e-33,7,hsa00010
hsa05230.1,1.38718427105078e-34,0.00146668016698675,0.654,0.493,4.31414308296793e-32,7,hsa05230
hsa00860.1,6.90085671369084e-32,0.000363878741867618,0.303,0.169,2.14616643795785e-29,7,hsa00860
hsa00480.1,4.82622939043805e-30,0.000829470765111214,0.571,0.4,1.50095734042623e-27,7,hsa00480
hsa00640.1,8.57552142832578e-29,0.00142141618639338,0.603,0.432,2.66698716420932e-26,7,hsa00640
hsa04640.1,4.69548815409608e-28,0.000149253451332695,0.316,0.214,1.46029681592388e-25,7,hsa04640
hsa04510.1,4.8523726215841e-27,0.00211977118295657,0.701,0.593,1.50908788531265e-24,7,hsa04510
hsa04014.1,1.04029412825323e-26,0.00069766492808882,0.608,0.449,3.23531473886753e-24,7,hsa04014
hsa00040.1,1.66422165708234e-26,0.000372533968180669,0.501,0.36,5.17572935352608e-24,7,hsa00040
hsa04721.1,3.13392504648449e-25,0.000372824075577334,0.608,0.445,9.74650689456676e-23,7,hsa04721
hsa00030.1,4.2188739065472e-25,0.000837334848147466,0.52,0.323,1.31206978493618e-22,7,hsa00030
hsa00450.1,2.53566737959957e-24,0.00038709019999045,0.64,0.472,7.88592555055465e-22,7,hsa00450
hsa00620.1,2.10884489422455e-22,0.000907651223250381,0.485,0.295,6.55850762103836e-20,7,hsa00620
hsa04066.1,5.83095027023235e-22,0.00101255327141101,0.522,0.368,1.81342553404226e-19,7,hsa04066
hsa04612.1,2.78500204470235e-19,0.000659901090304035,0.604,0.455,8.66135635902431e-17,7,hsa04612
hsa05219.1,6.15605419726634e-19,0.000595391592409832,0.604,0.473,1.91453285534983e-16,7,hsa05219
hsa05120.1,5.45880012307024e-17,0.000621240297417177,0.566,0.444,1.69768683827484e-14,7,hsa05120
hsa04914.1,7.98798332152303e-16,0.000583440267765792,0.712,0.619,2.48426281299366e-13,7,hsa04914
hsa04931.1,3.41917427944391e-15,0.000914477519910597,0.543,0.426,1.06336320090706e-12,7,hsa04931
hsa00062.1,5.7500890916462e-13,0.000383672561740783,0.499,0.357,1.78827770750197e-10,7,hsa00062
hsa04930.1,1.96485278231401e-12,0.000244379191614012,0.56,0.426,6.11069215299657e-10,7,hsa04930
hsa00592.1,3.67156987058487e-12,5.62883032659751e-05,0.466,0.347,1.14185822975189e-09,7,hsa00592
hsa00564.1,4.82254054931947e-12,0.000514069233765947,0.488,0.369,1.49981011083836e-09,7,hsa00564
hsa04975.1,1.7469083160317e-11,5.31421450317557e-05,0.445,0.321,5.43288486285859e-09,7,hsa04975
hsa02010.1,1.8594359791231e-11,0.000212094683547256,0.641,0.496,5.78284589507284e-09,7,hsa02010
hsa04512.1,2.92755850865521e-11,0.00071373871163025,0.73,0.667,9.1047069619177e-09,7,hsa04512
hsa04115.1,4.17700641545153e-11,0.000352284680645162,0.706,0.634,1.29904899520542e-08,7,hsa04115
hsa00561.1,7.29802051141811e-11,0.000402734269060863,0.472,0.346,2.26968437905103e-08,7,hsa00561
hsa04630,3.74213553362922e-10,0.000424830809275611,0.537,0.432,1.16380415095869e-07,7,hsa04630
hsa04215.1,5.77631097286334e-10,0.000163460126701549,0.454,0.309,1.7964327125605e-07,7,hsa04215
hsa04213,6.36391962037284e-10,0.000456853351247876,0.549,0.436,1.97917900193595e-07,7,hsa04213
hsa00532.1,2.76381310957194e-09,0.000126068784372765,0.301,0.202,8.59545877076872e-07,7,hsa00532
hsa04650,4.49572003760987e-09,0.000147604860161846,0.526,0.408,1.39816893169667e-06,7,hsa04650
hsa04961.1,5.1021695046015e-09,0.000339908855758964,0.5,0.361,1.58677471593107e-06,7,hsa04961
hsa00020.1,7.35380794030046e-09,0.00119747070764724,0.586,0.475,2.28703426943344e-06,7,hsa00020
hsa05214.1,9.60627374798969e-09,0.000328364295696873,0.564,0.455,2.98755113562479e-06,7,hsa05214
hsa04666.1,1.17284209716397e-08,0.000382256812746607,0.541,0.451,3.64753892217994e-06,7,hsa04666
hsa05169.1,2.43189799530429e-08,0.000409227792788169,0.58,0.482,7.56320276539634e-06,7,hsa05169
hsa00760.1,8.94190926533862e-08,0.000130393610013727,0.577,0.491,2.78093378152031e-05,7,hsa00760
hsa05171,1.04410128906846e-07,0.000720593567205801,0.574,0.511,3.2471550090029e-05,7,hsa05171
hsa00410.1,1.34951035444431e-07,0.000440903851266105,0.508,0.397,4.1969772023218e-05,7,hsa00410
hsa05416.1,1.99105634130904e-07,0.000321507230730843,0.566,0.469,6.1921852214711e-05,7,hsa05416
hsa05100.1,8.83229392282772e-07,0.000439227400768013,0.588,0.505,0.000274684340999942,7,hsa05100
hsa05034.1,9.22644673414975e-07,0.000171418990417083,0.48,0.364,0.000286942493432057,7,hsa05034
hsa00520,1.48506186975441e-06,0.000238882594061832,0.549,0.441,0.000461854241493622,7,hsa00520
hsa05225.1,2.57599941444233e-06,0.000451914275158095,0.523,0.454,0.000801135817891565,7,hsa05225
hsa05415.1,3.95095176862491e-06,0.000472811400322022,0.632,0.575,0.00122874600004235,7,hsa05415
hsa05110.1,4.05577048968403e-06,0.000445751058251487,0.561,0.479,0.00126134462229173,7,hsa05110
hsa04211.1,4.10581346743887e-06,0.000337230341248861,0.554,0.478,0.00127690798837349,7,hsa04211
hsa00500,4.38161931046076e-06,0.000243019781454644,0.433,0.312,0.0013626836055533,7,hsa00500
hsa05414.1,1.24313949986186e-05,0.000144396668910568,0.482,0.378,0.00386616384457038,7,hsa05414
hsa04933,1.47647528420928e-05,0.000668330837797856,0.555,0.466,0.00459183813389085,7,hsa04933
hsa00515.1,2.78968601763957e-05,9.45161178503719e-05,0.453,0.353,0.00867592351485906,7,hsa00515
hsa00310.1,3.23056755821257e-05,0.00096797356367189,0.48,0.39,0.0100470651060411,7,hsa00310
hsa04926.1,3.25491980342454e-05,0.00103089607615983,0.577,0.546,0.0101228005886503,7,hsa04926
hsa04370.1,4.28595138492225e-05,0.000194060447239283,0.399,0.302,0.0133293088071082,7,hsa04370
hsa00071.1,6.76106791208291e-05,0.000491885898502571,0.493,0.422,0.0210269212065779,7,hsa00071
hsa05218,9.62290390389788e-05,0.000234638613444739,0.603,0.517,0.0299272311411224,7,hsa05218
hsa05215.1,0.000101501123498619,0.000347513319550201,0.649,0.607,0.0315668494080705,7,hsa05215
hsa00230.1,0.000101822592922185,0.000165173858779729,0.378,0.279,0.0316668263987994,7,hsa00230
hsa04625,0.000124129322230282,0.000264842486626483,0.34,0.248,0.0386042192136177,7,hsa04625
hsa05410,0.000200934153206174,0.000140004823345644,0.405,0.311,0.06249052164712,7,hsa05410
hsa04919.1,0.000210432022910757,0.000644372241849613,0.499,0.458,0.0654443591252455,7,hsa04919
hsa04340.1,0.000270597025852963,0.000210983319665415,0.331,0.227,0.0841556750402716,7,hsa04340
hsa04144.1,0.000509846279604065,0.000700148273856441,0.518,0.47,0.158562192956864,7,hsa04144
hsa04979.1,0.000537439579337334,5.34964777500307e-05,0.224,0.161,0.167143709173911,7,hsa04979
hsa05211.1,0.000878189061100956,0.00023508254720401,0.545,0.471,0.273116798002397,7,hsa05211
hsa00130.1,0.000966041512174618,0.000187522595239188,0.136,0.095,0.300438910286306,7,hsa00130
hsa03013.1,0.0011309570806046,0.000439809941947534,0.558,0.503,0.35172765206803,7,hsa03013
hsa04145.1,0.00128038558460705,0.000400433288581966,0.458,0.397,0.398199916812793,7,hsa04145
hsa05162,0.00130051237825119,0.000245776093681504,0.543,0.489,0.40445934963612,7,hsa05162
hsa04260.1,0.00343061003618118,0.000102851670255503,0.44,0.312,1,7,hsa04260
hsa00770.1,0.00441961604425289,0.000398729108063631,0.34,0.249,1,7,hsa00770
hsa01040.1,0.00506697352079403,0.000214123320999915,0.294,0.168,1,7,hsa01040
hsa00280.1,0.00636837536613619,5.48742917614352e-05,0.338,0.291,1,7,hsa00280
hsa04722.1,0.00952990852643629,0.000256267917134679,0.471,0.4,1,7,hsa04722
hsa04924.1,0.00980195991361575,3.29490909180785e-05,0.477,0.386,1,7,hsa04924
hsa04742.2,6.29582791021813e-134,0.00215113278857006,0.754,0.463,1.95800248007784e-131,6,hsa04742
hsa05150.2,1.22647551441282e-100,9.42974471182457e-05,0.681,0.401,3.81433884982388e-98,6,hsa05150
hsa02010.2,2.8551374813984e-54,0.000529728158548314,0.724,0.489,8.87947756714904e-52,6,hsa02010
hsa05417.1,5.44933782555217e-49,0.0014809140447722,0.765,0.601,1.69474406374673e-46,6,hsa05417
hsa04976.2,2.61330155479397e-42,0.000562258879090538,0.682,0.531,8.12736783540924e-40,6,hsa04976
hsa00670.2,7.44283911300283e-38,0.000791529153747006,0.534,0.374,2.31472296414388e-35,6,hsa00670
hsa04966.2,9.93415773192558e-38,0.000751154019190449,0.761,0.564,3.08952305462886e-35,6,hsa04966
hsa00790.2,2.02454681529365e-37,0.000136756932586736,0.439,0.312,6.29634059556324e-35,6,hsa00790
hsa04010.2,3.15553691810458e-37,0.00139568764458828,0.59,0.422,9.81371981530524e-35,6,hsa04010
hsa00480.2,3.34907667747697e-37,0.000622181429786015,0.559,0.399,1.04156284669534e-34,6,hsa00480
hsa05321.1,2.19416297532102e-35,0.000336200404562904,0.511,0.339,6.82384685324837e-33,6,hsa05321
hsa04970.1,1.19363874917823e-33,0.000579038557868581,0.637,0.493,3.71221650994431e-31,6,hsa04970
hsa04925.2,1.62591125147625e-31,0.000542033868306585,0.576,0.419,5.05658399209112e-29,6,hsa04925
hsa05212,2.32819129236205e-31,0.00115030326333513,0.55,0.386,7.24067491924597e-29,6,hsa05212
hsa04972.1,8.16771530307015e-31,0.000463220814040315,0.652,0.534,2.54015945925482e-28,6,hsa04972
hsa05418.2,2.9140166739769e-30,0.00168300960726023,0.668,0.542,9.06259185606814e-28,6,hsa05418
hsa05216,2.92065593304456e-30,0.000498511147054244,0.654,0.484,9.08323995176859e-28,6,hsa05216
hsa05208.2,1.01075645546764e-28,0.00153661685732352,0.554,0.407,3.14345257650437e-26,6,hsa05208
hsa05217.2,8.66830928457781e-28,0.000119970962265736,0.601,0.426,2.6958441875037e-25,6,hsa05217
hsa00030.2,1.3497758694637e-26,0.000719419211850861,0.463,0.325,4.19780295403212e-24,6,hsa00030
hsa00340.2,2.40540368959987e-26,0.00068652164912449,0.223,0.178,7.4808054746556e-24,6,hsa00340
hsa05218.1,9.65171970139981e-26,0.000578206110821731,0.66,0.512,3.00168482713534e-23,6,hsa05218
hsa05012.1,5.61762073265851e-25,0.00138765915072236,0.519,0.38,1.7470800478568e-22,6,hsa05012
hsa05225.2,9.62135850811768e-25,0.0011163995216742,0.587,0.449,2.9922424960246e-22,6,hsa05225
hsa05169.2,9.07251572244204e-24,0.000611416507241599,0.614,0.479,2.82155238967947e-21,6,hsa05169
hsa04918.2,5.25091239497696e-22,0.000824769104886767,0.641,0.525,1.63303375483783e-19,6,hsa04918
hsa04540.2,1.1705007125524e-21,0.000247681676128543,0.611,0.496,3.64025721603797e-19,6,hsa04540
